snapshot_date,symbol,gics_sector,sector,composite_score,sector_rank,z_momentum,z_liquidity,z_risk
2021-05-31,TGT,Consumer Discretionary,Consumer Discretionary,1.8223860570031765,1,2.829179867788927,-0.29427355275509004,-0.9186642344041915
2021-05-31,MPC,Energy,Energy,1.662559154425326,1,2.203929187642053,-0.44231713286008284,-2.143325342060553
2021-05-31,NG.L,Utilities,Utilities,1.5855285190638624,1,1.268882916041189,2.912679027120821,-1.2083148200749239
2021-05-31,AHT.L,Industrials,Industrials,1.573019349895723,1,1.3772949269877064,3.1370737612310453,-0.5961382072844504
2021-05-31,AZN.L,Health Care,Health Care,1.563907095990392,1,1.1784681365954826,3.491273627415391,-0.7928574427501208
2021-05-31,IMI.L,Industrials,Industrials,1.4959329355098874,2,2.060268455582735,0.176415310177491,-1.1224440006237413
2021-05-31,LLOY.L,Financials,Financials,1.4124740482459823,1,1.4280380384441236,2.175431215471938,-0.6028249104256017
2021-05-31,BA.L,Industrials,Industrials,1.276852798311625,3,1.2733242201235242,1.417133648127794,-1.1471576830597576
2021-05-31,UU.L,Utilities,Utilities,1.2680191582936486,2,1.524218963295665,0.3047927889112284,-1.4626461126700196
2021-05-31,LLY,Health Care,Health Care,1.183669523740174,2,1.7225187855912496,-0.28586623713178383,-1.036657499058906
2021-05-31,ADM,Consumer Staples,Consumer Staples,1.0776460918608188,1,1.7101325909996314,-0.5793072907174862,-0.8371399770226866
2021-05-31,FDX,Industrials,Industrials,1.0640537276570448,4,1.803172518541599,-0.36200433831602397,-0.27275542097645206
2021-05-31,CSCO,Information Technology,Information Technology,1.0260574158318425,1,1.2130247671501948,-0.43958126430479394,-1.9307940420134226
2021-05-31,SSE.L,Industrials,Industrials,1.0221646828343984,5,0.8790734384841512,1.430092894023401,-1.0435102046961375
2021-05-31,RY.TO,Financials,Financials,1.020647400213005,2,1.5010461368695711,-0.5693683153658535,-1.1694669058221656
2021-05-31,JNJ,Health Care,Health Care,0.99942191578327,3,1.357044497068935,-0.20708708027004327,-1.1330631679795882
2021-05-31,NUE,Materials,Materials,0.971689458693544,1,1.8232819925409558,-0.5664399996485016,0.04495868450664563
2021-05-31,SEE,Materials,Materials,0.8769034310252468,2,1.3166122800195068,-0.6185315807789195,-1.0532118958466332
2021-05-31,HCA,Health Care,Health Care,0.8437806911238145,4,1.5396556916871325,-0.3484488903674311,0.05161472907489353
2021-05-31,NEM,Materials,Materials,0.8208764995839122,3,1.1439511440281196,-0.5592241980687551,-1.2317532639039575
2021-05-31,NVDA,Information Technology,Information Technology,0.7976682333713767,2,1.1706304267592746,0.7241745546117213,0.24772466803266147
2021-05-31,AAF.L,Communication Services,Communication Services,0.7518044058201167,1,1.2922069932756952,-0.6683536626846519,-0.5507547119581494
2021-05-31,CA.PA,Consumer Staples,Consumer Staples,0.7284245787862184,2,1.255445579181609,-0.6012332939182955,-0.47701945030456055
2021-05-31,SBRY.L,Consumer Staples,Consumer Staples,0.7186024251605977,3,1.0051907454307367,-0.2935449450817544,-0.8709848345925331
2021-05-31,FE,Utilities,Utilities,0.7116240125076432,3,1.0209978846412928,-0.4525727313799678,-0.9476991399943049
2021-05-31,GOOG,Communication Services,Communication Services,0.6526628015638868,2,1.1817244806244687,0.17304948537806095,0.45490891943203304
2021-05-31,C,Financials,Financials,0.6355621423292956,3,0.8688304267155916,-0.353893101007013,-0.9252125325067162
2021-05-31,NXT.L,Consumer Discretionary,Consumer Discretionary,0.6076960035113493,2,0.43732937159074375,0.3138676407250493,-1.4126242620594662
2021-05-31,EQIX,Real Estate,Real Estate,0.5707537892667601,1,0.6474398965880594,-0.0747600846025738,-0.9862093411721962
2021-05-31,MS,Financials,Financials,0.538589343291655,4,0.8993248529010727,-0.4800569849855006,-0.4750291427405579
2021-05-31,UNI.MC,Financials,Financials,0.5312355603817187,5,0.8432525949954256,-0.6837339999136196,-0.8101540168359364
2021-05-31,ULTA,Consumer Discretionary,Consumer Discretionary,0.5154166993900782,3,1.035369064860429,-0.4183840136691162,0.11063968396177958
2021-05-31,SPG,Real Estate,Real Estate,0.4982168224825067,2,1.3814102790565639,-0.15733870502600605,1.495808019731152
2021-05-31,ADI,Information Technology,Information Technology,0.45341016808489953,3,0.8891629603658324,-0.5623935680577906,-0.16195552738479127
2021-05-31,M,Consumer Discretionary,Consumer Discretionary,0.357507853353934,4,1.0823238647427567,-0.4208531320617163,1.0385791953968837
2021-05-31,VLO,Energy,Energy,0.34415807648829927,2,0.7333806736050855,-0.46477214931230976,0.014579489061450275
2021-06-30,SMT.L,Financials,Financials,2.7063578030888573,1,3.7717326947126217,0.5033187557932833,-1.7132721755131395
2021-06-30,TGT,Consumer Discretionary,Consumer Discretionary,1.771053814606235,1,2.3560572152711816,-0.2681926514821151,-2.0552900786997452
2021-06-30,AZN.L,Health Care,Health Care,1.7697464819883058,1,1.4395239632867896,3.551107590412233,-0.9790529296689261
2021-06-30,GSK.L,Health Care,Health Care,1.611032282658814,2,1.665789346970904,2.027599968107954,-1.0301934042734033
2021-06-30,AMZN,Consumer Discretionary,Consumer Discretionary,1.58777895062306,2,1.196820858563593,3.4294926414879328,-0.9189395359365875
2021-06-30,SEE,Materials,Materials,1.5583585351357976,1,2.463208636155868,-0.6075849781312906,-1.0097517453426754
2021-06-30,NVDA,Information Technology,Information Technology,1.51968501152658,1,1.6586120086384577,1.865832286844939,-0.7567567448725883
2021-06-30,SHEL.L,Energy,Energy,1.5182035773254487,1,1.7871216122792242,1.9859314204355278,-0.2437216293540429
2021-06-30,ILMN,Health Care,Health Care,1.4480110746678345,3,2.4223575770279644,-0.3800773684215604,-0.3530600106768397
2021-06-30,ROK,Industrials,Industrials,1.4444985807493194,1,2.190803691091631,-0.5606710119283785,-1.2107528424000833
2021-06-30,EBAY,Consumer Discretionary,Consumer Discretionary,1.3875281813076215,3,2.2598940763545623,-0.34294081306790536,-0.5008994905423263
2021-06-30,ULVR.L,Consumer Staples,Consumer Staples,1.359751324429433,1,1.2005123069214978,2.4764642967248194,-0.7207554046578526
2021-06-30,WELL,Real Estate,Real Estate,1.2842848653169374,1,1.9214926051891263,-0.4427156759324602,-1.099662186949768
2021-06-30,GOOG,Communication Services,Communication Services,1.2459188542939796,1,1.5193939999572887,0.1393700913500027,-1.5320421802480293
2021-06-30,AHT.L,Industrials,Industrials,1.2398550137603144,2,0.9692238018996866,2.6023179730596424,-0.6892856900428698
2021-06-30,BATS.L,Consumer Staples,Consumer Staples,1.0261957323886437,2,1.0753676127207643,1.063112878793307,-0.8417629449876182
2021-06-30,IMI.L,Industrials,Industrials,1.0041301599107537,3,1.3216196965942535,0.019976744073722446,-1.0358149656972857
2021-06-30,AAPL,Information Technology,Information Technology,1.0010432216904586,2,0.6786092759565767,2.0945005664169223,-0.8748877141656399
2021-06-30,NEE,Utilities,Utilities,0.9793488547010358,1,1.419985145427465,-0.23145412991198938,-0.8682429671347736
2021-06-30,HLMA.L,Industrials,Industrials,0.976200721994098,4,1.068850069780317,0.5691516391228731,-1.105301761506666
2021-06-30,NG.L,Utilities,Utilities,0.9666751423898694,2,0.20155399416660097,2.926003529049,-1.3027102004005444
2021-06-30,MSFT,Information Technology,Information Technology,0.9314559736492598,3,0.8201378104995558,0.9939546588595726,-1.2029117778880596
2021-06-30,GOOGL,Communication Services,Communication Services,0.9180277625952329,2,1.2185435411273098,0.10208503648097524,-0.83242315311326
2021-06-30,BP.L,Energy,Energy,0.9136005728432469,2,0.7128650106629463,1.7964060190676798,-0.6330018131597153
2021-06-30,SMIN.L,Industrials,Industrials,0.8463476913304362,5,1.2084083533969292,-0.0677157700499992,-0.6742291665113922
2021-06-30,UU.L,Utilities,Utilities,0.8255866081263318,3,1.0122777897876034,0.31674466531645923,-0.7743550059523897
2021-06-30,RKT.L,Consumer Discretionary,Consumer Discretionary,0.8095517902948021,4,0.11755824763548203,1.8709006130643475,-1.8241835955032164
2021-06-30,EQIX,Real Estate,Real Estate,0.7922380843654132,2,1.2707304330411766,0.5192495783740065,0.3702504556704701
2021-06-30,RIO.L,Materials,Materials,0.6720611302841808,2,0.21123965059208058,2.0606436437423983,-0.6659430559022637
2021-06-30,ALB,Materials,Materials,0.6215908396003932,3,1.2124669588168793,-0.5944760229608843,-0.0650293445122123
2021-06-30,TD.TO,Financials,Financials,0.5913912702438229,2,0.6113122346004657,-0.661455980770595,-1.7844756281883123
2021-06-30,MRK,Health Care,Health Care,0.5677644007121561,4,0.7279812748766786,-0.2479823798003217,-0.9028605587310661
2021-06-30,TSCO.L,Consumer Staples,Consumer Staples,0.5177071991828728,3,0.041093908127548866,0.6422542634111169,-1.8230000081206004
2021-06-30,GS,Financials,Financials,0.48863037841069273,3,0.9823114529555488,-0.393687001172206,0.11009546564097662
2021-06-30,RY.TO,Financials,Financials,0.37983223870137883,4,0.3131363985515094,-0.6560682348431494,-1.6158202326955156
2021-06-30,LLOY.L,Financials,Financials,0.3600296003765784,5,-0.4938711303710521,2.3357878163655896,-0.9459735766304584
2021-07-31,TGT,Consumer Discretionary,Consumer Discretionary,2.2829691346578134,1,3.180475090525759,-0.30500739202880495,-2.1784277937405956
2021-07-31,BA.L,Industrials,Industrials,1.9457840415516803,1,2.3830955973154038,1.3154721570864358,-1.264161258725754
2021-07-31,SHEL.L,Energy,Energy,1.701464917909859,1,1.9535740233055972,1.9234210095667748,-0.7231815100657288
2021-07-31,MS,Financials,Financials,1.4428466073619504,1,2.238330032255388,-0.4118725790286017,-0.9111155190721897
2021-07-31,PEP,Consumer Staples,Consumer Staples,1.2659433279280607,1,1.8994721702823163,-0.5055250729394872,-1.1368252017328433
2021-07-31,DGX,Health Care,Health Care,1.2033455058035083,1,1.754717711718401,-0.3034052244224196,-1.055979618284758
2021-07-31,UU.L,Utilities,Utilities,1.1777631627549534,1,1.3957856612923563,0.5330003438088385,-1.16845848608886
2021-07-31,AAPL,Information Technology,Information Technology,1.1483166987406805,1,0.866451695464839,2.4795998113114863,-0.6626285959973994
2021-07-31,MSFT,Information Technology,Information Technology,1.1183589862539938,2,1.1473650245373916,0.977951429753341,-1.1717484279044532
2021-07-31,PFE,Health Care,Health Care,1.1148595394480574,2,1.5263057155581952,-0.2358338416028356,-1.2312143921685372
2021-07-31,ALB,Materials,Materials,1.0918870590673064,1,1.9646213588948396,-0.5658682303880235,-0.13143944904003768
2021-07-31,GOOGL,Communication Services,Communication Services,1.0145773313207311,1,1.3415527698528908,0.3545375270460455,-0.6936908199989378
2021-07-31,HLMA.L,Industrials,Industrials,1.0144185566099992,2,1.3387317189745256,0.18705209860035302,-0.868845527526066
2021-07-31,PLD,Real Estate,Real Estate,1.0073196430609772,1,1.5454159715247369,-0.21256688101067653,-0.612917181741352
2021-07-31,AMD,Information Technology,Information Technology,0.9289434930594538,3,1.3612437290487294,0.5919334035704883,0.030947125419407168
2021-07-31,ROK,Industrials,Industrials,0.916321375064784,3,1.5317646914047698,-0.5906683947539567,-0.5769811958635678
2021-07-31,RY.TO,Financials,Financials,0.8476269966517824,2,0.926990596873073,-0.5665434540347192,-2.0237066466744125
2021-07-31,SDR.L,Financials,Financials,0.8131730451905927,3,1.2319392549183235,-0.4791038615483024,-0.8491513227462959
2021-07-31,LIN,Materials,Materials,0.7644706764094118,2,1.1726216471345747,-0.5259367478021062,-0.8304251884454417
2021-07-31,LH,Health Care,Health Care,0.7542204426058975,3,1.102435086691699,-0.2991565053928814,-0.7629534583472719
2021-07-31,ENI.MI,Energy,Energy,0.7184160988460297,2,1.018707017855042,-0.5236774723815419,-1.0596369130465648
2021-07-31,JCI,Industrials,Industrials,0.7164113696536486,4,1.2012443479163362,-0.5384092891998659,-0.5167330937191006
2021-07-31,AMZN,Consumer Discretionary,Consumer Discretionary,0.7116604591122107,2,-0.20932934743820386,3.3901312624024804,-0.7961590754731842
2021-07-31,LAND.L,Real Estate,Real Estate,0.7049143856070926,2,0.619383764229628,2.618615508974731,0.9521948736281519
2021-07-31,PHNX.L,Financials,Financials,0.6700769833086216,4,0.7915423185015167,-0.1518445787162026,-1.1276025397547609
2021-07-31,JNJ,Health Care,Health Care,0.6376289492706124,4,0.77415954373945,-0.22131269341524065,-1.086978808549953
2021-07-31,NEE,Utilities,Utilities,0.6174873340492828,2,0.92148174052753,-0.23249418433673022,-0.5554856330005539
2021-07-31,KO,Consumer Staples,Consumer Staples,0.577214250540086,2,0.9238264084535056,-0.4896950241498815,-0.6042870514897948
2021-07-31,STT,Financials,Financials,0.57037077509921,5,1.2312710619478766,-0.7216877065876612,0.12027160375991802
2021-07-31,EVRG,Utilities,Utilities,0.5624418686693229,3,0.9879951300503979,-0.4780457997647013,-0.32626975296012206
2021-07-31,SBRY.L,Consumer Staples,Consumer Staples,0.5542373743799116,3,0.7996068205908817,-0.20119055871936767,-0.5735569688462808
2021-07-31,GOOG,Communication Services,Communication Services,0.5479721439106454,2,0.8114673623687584,0.13052094913881146,-0.17493768330814083
2021-07-31,TJX,Consumer Discretionary,Consumer Discretionary,0.5293217003387587,3,0.4468611423813177,-0.3770331476977125,-1.6830582222475527
2021-07-31,HLT,Consumer Discretionary,Consumer Discretionary,0.48167484128508975,4,0.7909320028357193,-0.3848501747300262,-0.4204283726483172
2021-07-31,AHT.L,Industrials,Industrials,0.4684145622216943,5,-0.1381479017724797,2.2615110275420216,-0.4950054888838889
2021-07-31,ABX.TO,Materials,Materials,0.439247562922144,3,0.6534420970002858,-0.5993113590152214,-0.835222882625084
2021-08-31,ULTA,Consumer Discretionary,Consumer Discretionary,1.7555911443453716,1,2.5977684261823883,-0.4014393984481831,-1.3860898416278762
2021-08-31,TSCO.L,Consumer Staples,Consumer Staples,1.7411036015074386,1,2.4286752714795568,0.26769613158065453,-1.151796061517868
2021-08-31,HOLX,Health Care,Health Care,1.4787618810309726,1,2.1756761057366276,-0.38902430938594795,-1.2558053973309278
2021-08-31,KEYS,Information Technology,Information Technology,1.4362320544875793,1,2.2613284230026376,-0.7197315381455033,-1.1169065415754862
2021-08-31,ROK,Industrials,Industrials,1.2941598072340434,1,1.8767304299629728,-0.5980629137184983,-1.4386706599997965
2021-08-31,VOD.L,Communication Services,Communication Services,1.279315722803318,1,1.1008951631148596,2.2454317690984724,-0.84846135557354
2021-08-31,ENI.MI,Energy,Energy,1.1854301236835407,1,1.7596468015419227,-0.4639036942623557,-1.112113908054291
2021-08-31,NEE,Utilities,Utilities,1.1738032339624567,1,1.4905284791648372,-0.21400127654111242,-1.6114320088588845
2021-08-31,GSK.L,Health Care,Health Care,1.1731051825541272,2,1.186483073302442,1.4063591387418257,-0.8997175541214841
2021-08-31,AZN.L,Health Care,Health Care,1.1497138063225623,3,0.4441408914495378,3.8606816477114028,-0.5554647095527953
2021-08-31,DGX,Health Care,Health Care,1.144689972895597,4,1.744371767468329,-0.3843554484158291,-0.8746900104888276
2021-08-31,PRU.L,Financials,Financials,1.1248695442916734,1,1.2407088700203768,2.5379246782675815,0.6357035668703449
2021-08-31,SEE,Materials,Materials,1.1243184636174315,1,1.5196061429964594,-0.5933099190017889,-1.6560838080995681
2021-08-31,BARC.L,Financials,Financials,1.0517100602133884,2,0.7546950157018665,1.9170751616432213,-1.0773900923181208
2021-08-31,RKT.L,Consumer Discretionary,Consumer Discretionary,1.0265849694791278,2,0.47972298030298566,2.0408055390734647,-1.6529503674132178
2021-08-31,EN.PA,Industrials,Industrials,1.005303354709701,2,1.34615377627734,-0.6805549960430047,-1.6686104407594895
2021-08-31,PLD,Real Estate,Real Estate,0.9230846783138484,1,1.1441528589488503,-0.11491105407122787,-1.2978758687939187
2021-08-31,EVRG,Utilities,Utilities,0.8959979359788459,2,1.2479414814190215,-0.46062732444306637,-1.1967925600802314
2021-08-31,HLMA.L,Industrials,Industrials,0.8934348161162287,3,1.0440037288573738,0.30889007601607493,-1.026272817992947
2021-08-31,M,Consumer Discretionary,Consumer Discretionary,0.8890218681244066,3,1.8211560984730617,-0.36325897246790456,0.6550999823292466
2021-08-31,MS,Financials,Financials,0.8185168571632908,3,1.3341568512526094,-0.4632722084363104,-0.5533859404949363
2021-08-31,LAND.L,Real Estate,Real Estate,0.8107215432830476,2,0.272724747500409,2.592435506342676,-0.6429979675713352
2021-08-31,LIN,Materials,Materials,0.8047049590813657,2,0.9644764496252414,-0.5393977163179453,-1.6694931628490497
2021-08-31,GS,Financials,Financials,0.7870344650357085,4,1.2374908959496356,-0.4213105671148462,-0.6440102044444824
2021-08-31,MSFT,Information Technology,Information Technology,0.771032571967714,2,0.6378153341433123,0.7629127169546919,-1.178804140453941
2021-08-31,SHEL.L,Energy,Energy,0.7404621838836698,2,0.32287253323085796,2.5352641779373415,-0.19842914178843357
2021-08-31,DPLM.L,Industrials,Industrials,0.7209475826626137,4,0.925033731476149,-0.4729725339482717,-1.302609252832893
2021-08-31,AAPL,Information Technology,Information Technology,0.7148773210365943,3,0.23533557816176284,1.8080417742835042,-1.060338096414179
2021-08-31,BAC,Financials,Financials,0.6635576314051986,5,0.9297598031413411,-0.09775141660306182,-0.6262601642050319
2021-08-31,ALB,Materials,Materials,0.6346285812543846,3,1.5059953428633495,-0.5483943318958369,0.7964487904222882
2021-08-31,GOOG,Communication Services,Communication Services,0.6103958511230696,2,0.8442151760957519,0.17551188904871878,-0.3438218382793737
2021-08-31,TJX,Consumer Discretionary,Consumer Discretionary,0.5889493868111121,4,1.0239408765762632,-0.35021088503543546,-0.22313518936220628
2021-08-31,CNA.L,Utilities,Utilities,0.5750812069938868,3,1.1228916099738817,0.019670705446581106,0.5129395003987922
2021-08-31,JCI,Industrials,Industrials,0.5406222919392485,5,0.8382268335625624,-0.5770399668741132,-0.7654709258826684
2021-08-31,MO,Consumer Staples,Consumer Staples,0.4410829584696289,2,0.834152420883107,-0.6320828778937906,-0.33504040759261433
2021-08-31,WMT,Consumer Staples,Consumer Staples,0.3780762579835825,3,0.6135914905670166,-0.36900642851769794,-0.41861324673456096
2021-09-30,GLEN.L,Materials,Materials,2.0155066583160597,1,2.4213539698342714,1.7940656818024245,-1.019405700275061
2021-09-30,RR.L,Industrials,Industrials,1.662343782180943,1,2.4342149253380994,2.6277256299886944,1.6186514950982773
2021-09-30,UNI.MC,Financials,Financials,1.4404036967398597,1,2.8441047946780036,-0.6850978042836328,0.6451980960510799
2021-09-30,AZN.L,Health Care,Health Care,1.3627868928625486,1,1.135022437735544,3.7699379153104586,0.36107076420434814
2021-09-30,ENI.MI,Energy,Energy,1.3566955076621452,1,2.106328130981242,-0.4960220792554192,-0.9605152246224206
2021-09-30,NKTR,Health Care,Health Care,1.2589934495420343,2,2.8933866065010823,-0.4146054286387062,1.9705871431543693
2021-09-30,PWR,Industrials,Industrials,1.233085869047616,2,1.8895006882704493,-0.59070751602971,-1.087634796456443
2021-09-30,ULVR.L,Consumer Staples,Consumer Staples,1.1838118373178101,1,0.9337529302201226,2.5162404315378635,-0.6015599643908202
2021-09-30,CNA.L,Utilities,Utilities,1.1211722230754013,1,2.5426926916198718,0.04211173784860832,2.0643286973312165
2021-09-30,EXPE,Consumer Discretionary,Consumer Discretionary,1.0376564405408653,1,1.584320347382367,-0.383298609290365,-0.818619769847591
2021-09-30,MAR,Consumer Discretionary,Consumer Discretionary,0.9957759000582256,2,1.5546447907862078,-0.41262403939384706,-0.7275691673263519
2021-09-30,RKT.L,Consumer Discretionary,Consumer Discretionary,0.974715615067114,3,0.6672216162396116,2.2291428552861503,-0.6427703713305847
2021-09-30,BA.L,Industrials,Industrials,0.968254954949122,3,0.41869827416449507,1.53028807791175,-2.0548918743403743
2021-09-30,VTR,Real Estate,Real Estate,0.9611527992929919,1,1.2960917727395467,-0.532167277724557,-1.449655955970877
2021-09-30,GM,Consumer Discretionary,Consumer Discretionary,0.923891076162396,4,1.1999074408296586,-0.23398883174843943,-1.2537218900714435
2021-09-30,NG.L,Utilities,Utilities,0.9198822997115029,2,0.22757571811927882,2.92831779034608,-0.9883665538535983
2021-09-30,ADM,Consumer Staples,Consumer Staples,0.9114943953061119,2,1.6766859011307251,-0.5965068134103535,-0.12392108654873747
2021-09-30,SHEL.L,Energy,Energy,0.8486136261288388,2,0.4674914674128447,2.196143138715786,-0.6444505896898741
2021-09-30,AVGO,Information Technology,Information Technology,0.8216161093246157,1,1.3044086506510884,-0.4968360698041768,-0.6916906644739909
2021-09-30,BARC.L,Financials,Financials,0.7939772348788532,2,0.5770819336329952,1.2916247229966602,-0.9470156504986202
2021-09-30,EN.PA,Industrials,Industrials,0.7754210069940324,4,0.8855171292206466,-0.6538991237094439,-1.874452771017666
2021-09-30,AAF.L,Communication Services,Communication Services,0.7451205367003847,1,1.7043025963611942,-0.770480041062,0.6168250645196591
2021-09-30,HST,Real Estate,Real Estate,0.7200279688034295,2,1.2584098324976618,-0.5954334093087406,-0.4203437558329026
2021-09-30,AHT.L,Industrials,Industrials,0.7085417313618818,5,0.8013937884764767,1.9738717377033586,0.8353444463233792
2021-09-30,AAPL,Information Technology,Information Technology,0.6776501302409873,2,0.1514963852382667,2.638167981212791,-0.2955935142773452
2021-09-30,LLOY.L,Financials,Financials,0.6752339699939109,3,0.8039988894188784,1.6504549295273185,0.6862817478143988
2021-09-30,ADI,Information Technology,Information Technology,0.6652420457411005,3,1.1499744500636682,-0.47754939846420014,-0.35383627697869796
2021-09-30,PHNX.L,Financials,Financials,0.6568976244056204,4,0.6800233839851266,-0.2403292622605509,-1.4847472323332729
2021-09-30,HSBA.L,Financials,Financials,0.6501752139623393,5,0.08463718003026843,2.3027411905653343,-0.6942233391555567
2021-09-30,MRK,Health Care,Health Care,0.56529170647731,3,0.7205416132533662,-0.24935150000512338,-0.9141851926315749
2021-09-30,TSCO.L,Consumer Staples,Consumer Staples,0.5333071395320568,3,0.46342501432256444,0.24660175693974337,-1.029658897752847
2021-09-30,HCA,Health Care,Health Care,0.45564293159689184,4,0.43495355974067934,-0.3394681070714639,-1.312822085833885
2021-09-30,NEM,Materials,Materials,0.4055247195594635,2,0.5796374501933985,-0.5727736734035742,-0.8614849206206965
2021-09-30,SRE,Utilities,Utilities,0.39057513291639967,3,0.6327008667257871,-0.41114208402082764,-0.46591514842546483
2021-09-30,EDV.L,Materials,Materials,0.3562421385257233,3,0.6555729939448257,-0.3219616727626934,-0.13645338355683279
2021-09-30,VZ,Communication Services,Communication Services,0.34132586972244056,2,0.27394601925912354,-0.5837308030772921,-1.4685220939121242
2021-10-31,HSBA.L,Financials,Financials,1.80581145765704,1,1.7257875212823088,2.858569229483598,-0.9931254949546762
2021-10-31,GSK.L,Health Care,Health Care,1.7543165570625818,1,1.755744237543251,2.14406346420041,-1.3602866084827465
2021-10-31,NSC,Industrials,Industrials,1.599718668291044,1,2.4487821732363373,-0.5096220346990904,-1.161868856445298
2021-10-31,CSX,Industrials,Industrials,1.5888610102981877,2,2.3135630003076058,-0.4565974238673783,-1.4602134744355002
2021-10-31,MSFT,Information Technology,Information Technology,1.5447009636214695,1,1.6006570015984483,1.4076089358064816,-1.513924877505521
2021-10-31,PLD,Real Estate,Real Estate,1.5209652864998875,1,2.0517494103204754,-0.021825224908726033,-1.471403426446737
2021-10-31,TGT,Consumer Discretionary,Consumer Discretionary,1.4732748449682886,1,2.0559229127458662,-0.30103405644194,-1.4996395430457838
2021-10-31,AZN.L,Health Care,Health Care,1.4227642295792868,2,0.9350491823989732,3.4668068451684495,-0.8418667555310654
2021-10-31,NVDA,Information Technology,Information Technology,1.223757491299043,2,1.4414627850836788,0.7749831966895362,-1.019415904554642
2021-10-31,LLY,Health Care,Health Care,1.1540468875449452,3,1.7780966515666554,-0.30354647676083135,-0.7394909597855914
2021-10-31,TD.TO,Financials,Financials,1.1528299533737032,2,1.6440876800358004,-0.5202307813005973,-1.352117508061712
2021-10-31,MRK,Health Care,Health Care,1.0883289641342644,4,1.6828860792543492,-0.11528077382471306,-0.5082673567329881
2021-10-31,STAN.L,Financials,Financials,0.9942272091415527,3,1.2020619506432875,0.39853365335320756,-0.9664165404246938
2021-10-31,ENI.MI,Energy,Energy,0.9778995920772705,1,1.6054349552435179,-0.4862405620788689,-0.5594336567346682
2021-10-31,LLOY.L,Financials,Financials,0.9014731436789848,4,0.7368144046155499,2.0005565610610567,-0.2963659434872174
2021-10-31,AMD,Information Technology,Information Technology,0.894804728249043,3,0.9546269117144817,0.7498524926309094,-0.860290413470861
2021-10-31,AHT.L,Industrials,Industrials,0.8863233940950411,3,0.5317078830691755,2.013886428918868,-0.8226068923488111
2021-10-31,UU.L,Utilities,Utilities,0.8598866503024654,1,0.9474512795742344,0.28861528539467446,-1.1684641273949494
2021-10-31,FM.TO,Materials,Materials,0.8595458801200536,1,2.140601499998981,-0.5767126927247733,1.547362406671901
2021-10-31,CVX,Energy,Energy,0.8505167460471537,2,1.4549190442533704,-0.40284977963274665,-0.2906763771084045
2021-10-31,BK,Financials,Financials,0.8409365804186328,5,1.281726012217381,-0.6116281188655699,-0.9711329843065907
2021-10-31,BRBY.L,Consumer Discretionary,Consumer Discretionary,0.7956002837810716,2,1.0234608638402078,0.13940518896688414,-0.7682136384178505
2021-10-31,GLEN.L,Materials,Materials,0.7903532602949074,2,0.5919783730187246,2.235955387812747,0.06012420539438366
2021-10-31,NEE,Utilities,Utilities,0.7729270165948906,2,1.2586999693503262,-0.24716703324701678,-0.33570220817049057
2021-10-31,RKT.L,Consumer Discretionary,Consumer Discretionary,0.7689847274703996,3,0.2923186548530531,2.267510306703598,-0.7004573660892401
2021-10-31,KO,Consumer Staples,Consumer Staples,0.7581548933676692,1,1.1538414268539463,-0.47238883694682404,-0.8016390232233308
2021-10-31,PEP,Consumer Staples,Consumer Staples,0.7120560665926041,2,1.1594126670392642,-0.515327416174334,-0.5973697480195627
2021-10-31,NG.L,Utilities,Utilities,0.642114492585569,3,-0.20268143620714604,2.8514320127165345,-0.9671847588327488
2021-10-31,CHRW,Industrials,Industrials,0.6167269419423819,4,1.0345201002328024,-0.6287302626157817,-0.6088046716292841
2021-10-31,WMT,Consumer Staples,Consumer Staples,0.6127369386383004,3,0.9188274642466391,-0.44382965809106656,-0.7510319585426513
2021-10-31,SPG,Real Estate,Real Estate,0.6062421882707683,2,0.8456912605004444,-0.21044937789381993,-0.7045865377463275
2021-10-31,ALB,Materials,Materials,0.5984904344669115,3,0.8796102902434426,-0.5463598780412644,-0.8999811796454945
2021-10-31,ORA.PA,Communication Services,Communication Services,0.5401785145687882,1,0.5186857693431263,-0.8436169439043605,-1.9884522087189225
2021-10-31,GOOGL,Communication Services,Communication Services,0.48274404585472586,2,0.6635333882439071,0.911985718350432,0.4888656538085241
2021-10-31,ROK,Industrials,Industrials,0.46517765299331737,5,0.48276692386676934,-0.6104772770869061,-1.4880647704531849
2021-10-31,IHG.L,Consumer Discretionary,Consumer Discretionary,0.41521954513980214,4,0.8166584283288209,-0.5026548807801982,-0.12877732149274632
2021-11-30,NG.L,Utilities,Utilities,1.8818800381207643,1,1.7528714633405191,2.8797951026554673,-1.270990697926796
2021-11-30,RKT.L,Consumer Discretionary,Consumer Discretionary,1.7651217193137536,1,1.5970722561326256,2.2404358328516336,-1.7939559953192568
2021-11-30,SMT.L,Financials,Financials,1.5979780592012285,1,2.028638312477832,0.734632377730377,-1.1693429808422708
2021-11-30,TSCO.L,Consumer Staples,Consumer Staples,1.505228709191199,1,1.8569754062392323,0.43033248839546395,-1.5248848388428349
2021-11-30,PFE,Health Care,Health Care,1.4548240559961323,1,2.3017884204297894,-0.11363965437386216,-0.48239467306515593
2021-11-30,GSK.L,Health Care,Health Care,1.444228649771661,2,1.3649314927410396,2.5421040615995083,-0.5842447090356788
2021-11-30,HAS,Consumer Discretionary,Consumer Discretionary,1.3597323891436368,2,1.893655049638149,-0.48501072154064695,-1.6027075183443849
