"id","symbol","price_date","open_price","high_price","low_price","close_price","volume"
1477345,"URTH","2023-11-15","121.0522","121.4081","120.7252","120.8695","89500"
1477316,"URTH","2023-11-14","120.0519","120.9657","119.8787","120.6771","155600"
1477287,"URTH","2023-11-13","117.7434","118.3974","117.5702","118.1954","192600"
1477258,"URTH","2023-11-10","117.1566","118.2435","116.6084","118.1570","187300"
1477229,"URTH","2023-11-09","117.9454","117.9454","116.6276","116.6853","128400"
1477200,"URTH","2023-11-08","117.5125","117.6760","116.7911","117.3682","127000"
1477171,"URTH","2023-11-07","117.0893","117.5318","116.7719","117.3394","213000"
1477142,"URTH","2023-11-06","117.3779","117.5895","116.8200","117.2432","233400"
1477113,"URTH","2023-11-03","116.9642","117.6760","116.8200","117.2817","237700"
1477084,"URTH","2023-11-02","115.1559","116.1370","115.1271","116.1178","200700"
1477055,"URTH","2023-11-01","112.8859","113.9151","112.7801","113.8093","141600"
1477026,"URTH","2023-10-31","112.0683","112.7031","111.7124","112.6454","258200"
1476997,"URTH","2023-10-30","111.4816","112.1741","111.2218","111.9913","198300"
1476968,"URTH","2023-10-27","111.7124","111.7124","110.3273","110.6255","146000"
1476939,"URTH","2023-10-26","111.9913","112.1933","110.8948","111.1737","360600"
1476910,"URTH","2023-10-25","113.3668","113.3668","112.2126","112.3184","162000"
1476881,"URTH","2023-10-24","113.4342","114.0402","113.1071","113.7901","166000"
1476852,"URTH","2023-10-23","112.7512","113.9728","112.2222","113.0206","149200"
1476823,"URTH","2023-10-20","114.2999","114.4249","113.1168","113.1648","285800"
1476794,"URTH","2023-10-19","115.5695","115.9831","114.2614","114.4441","322600"
1476765,"URTH","2023-10-18","116.5987","116.6949","115.2521","115.4830","149900"
1476736,"URTH","2023-10-17","116.3390","117.6664","116.2813","117.1951","220100"
1476707,"URTH","2023-10-16","116.5891","117.3394","116.5122","117.2047","97700"
1476678,"URTH","2023-10-13","117.0412","117.3009","115.6946","116.0793","175400"
1476649,"URTH","2023-10-12","117.8588","117.8588","116.2236","116.7526","157800"
1476620,"URTH","2023-10-11","117.5895","117.7241","116.8681","117.6568","153000"
1476591,"URTH","2023-10-10","116.7719","117.7818","116.6276","117.1374","142000"
1476562,"URTH","2023-10-09","115.0790","116.3775","115.0116","116.1851","79400"
1476533,"URTH","2023-10-06","113.8574","116.0505","113.4053","115.6657","88300"
1476504,"URTH","2023-10-05","114.1267","114.5403","113.5207","114.3479","234800"
1476475,"URTH","2023-10-04","113.6650","114.1940","113.0398","114.1075","150800"
1476446,"URTH","2023-10-03","114.2421","114.5692","113.0398","113.4438","287200"
1476417,"URTH","2023-10-02","115.2136","115.4349","114.4249","114.9539","204400"
1476388,"URTH","2023-09-29","116.8007","116.8969","115.3291","115.5888","278200"
1476359,"URTH","2023-09-28","114.9732","116.2428","114.8866","115.9254","123000"
1476330,"URTH","2023-09-27","115.5503","115.5695","114.1556","115.0213","283000"
1476301,"URTH","2023-09-26","115.9062","116.0793","114.9443","115.1078","132400"
1476272,"URTH","2023-09-25","116.1082","116.8007","115.9254","116.7623","155600"
1476243,"URTH","2023-09-22","117.1566","117.4259","116.4737","116.5506","188600"
1476214,"URTH","2023-09-21","117.8877","117.8877","116.7142","116.7334","227000"
1476185,"URTH","2023-09-20","120.0711","120.1673","118.7053","118.7245","242200"
1476156,"URTH","2023-09-19","119.6383","119.7633","118.9842","119.5998","69500"
1476127,"URTH","2023-09-18","119.7345","120.0326","119.4267","119.7729","94900"
1476098,"URTH","2023-09-15","120.7540","120.7925","119.8114","119.8691","106400"
1476069,"URTH","2023-09-14","120.5905","121.0715","120.2154","120.9272","84600"
1476040,"URTH","2023-09-13","119.6671","120.0230","119.4844","119.7729","87300"
1476011,"URTH","2023-09-12","119.9749","120.1962","119.6575","119.7345","110500"
1475982,"URTH","2023-09-11","120.1384","120.3789","119.8980","120.3212","127700"
1475953,"URTH","2023-09-08","119.3882","119.8018","119.2247","119.3882","205400"
1475924,"URTH","2023-09-07","118.9553","119.4940","118.7918","119.3593","84800"
1475895,"URTH","2023-09-06","120.2539","120.2923","119.1573","119.7056","198100"
1475866,"URTH","2023-09-05","120.9945","120.9945","120.3982","120.4366","124200"
1475833,"URTH","2023-09-01","121.7255","121.7833","120.7637","121.1099","137200"
1475804,"URTH","2023-08-31","121.1869","121.4370","120.8021","120.9079","513800"
1475775,"URTH","2023-08-30","120.8021","121.2638","120.5809","121.0907","558200"
1475746,"URTH","2023-08-29","118.9072","120.7060","118.7726","120.6194","184600"
1475720,"URTH","2023-08-28","118.7630","119.0611","118.4936","118.9265","79200"
1475691,"URTH","2023-08-25","117.7626","118.3397","116.7430","118.0223","140400"
1475662,"URTH","2023-08-24","119.0996","119.0996","117.2240","117.2240","46600"
1475633,"URTH","2023-08-23","117.9261","119.0227","117.8780","118.8014","57700"
1475604,"URTH","2023-08-22","118.2820","118.3013","117.3875","117.5510","820100"
1475575,"URTH","2023-08-21","117.4260","118.0319","116.9546","117.8973","180000"
1475546,"URTH","2023-08-18","116.4160","117.4452","116.2813","117.1759","320600"
1475517,"URTH","2023-08-17","118.3782","118.5321","117.0700","117.2047","247400"
1475488,"URTH","2023-08-16","118.8014","119.1477","117.9646","118.0223","770300"
1475459,"URTH","2023-08-15","119.7922","119.8787","118.7245","118.9650","170200"
1475430,"URTH","2023-08-14","119.6864","120.3981","119.4266","120.3981","83100"
1475401,"URTH","2023-08-11","119.8307","120.3212","119.5998","120.1096","280600"
1475372,"URTH","2023-08-10","121.1003","121.8602","120.1096","120.3981","220100"
1475343,"URTH","2023-08-09","120.9464","120.9464","120.0134","120.2443","202800"
1475314,"URTH","2023-08-08","120.5136","120.9272","119.8884","120.8598","232200"
1475285,"URTH","2023-08-07","121.0811","121.4947","120.7348","121.4755","262200"
1475256,"URTH","2023-08-04","121.1965","121.8794","120.2635","120.4462","120500"
1475227,"URTH","2023-08-03","120.3404","121.1580","120.1865","120.7348","242100"
1475198,"URTH","2023-08-02","122.0237","122.0237","120.8599","121.1003","433000"
1475169,"URTH","2023-08-01","123.1395","123.2934","122.7740","123.0337","163500"
1475140,"URTH","2023-07-31","123.7359","123.9186","123.3800","123.6397","207200"
1475111,"URTH","2023-07-28","123.3703","123.6974","123.1106","123.5435","238400"
1475082,"URTH","2023-07-27","124.0148","124.0918","122.2065","122.3700","250000"
1475053,"URTH","2023-07-26","122.6105","123.3896","122.6105","123.1299","210900"
1475024,"URTH","2023-07-25","122.7163","123.3319","122.7163","123.0433","256600"
1474995,"URTH","2023-07-24","122.6297","122.9279","122.3796","122.7259","151500"
1474966,"URTH","2023-07-21","122.9086","122.9183","122.4950","122.5431","56700"
1474937,"URTH","2023-07-20","123.0048","123.1587","122.3027","122.4758","184100"
1474908,"URTH","2023-07-19","123.2453","123.4954","123.0433","123.2165","91900"
1474879,"URTH","2023-07-18","122.1584","123.1491","122.0430","123.0529","90300"
1474850,"URTH","2023-07-17","121.6967","122.2065","121.6197","122.0814","47700"
1474821,"URTH","2023-07-14","122.1969","122.3989","121.7159","121.8121","103400"
1474792,"URTH","2023-07-13","121.5813","122.3315","121.5428","122.1392","291700"
1474763,"URTH","2023-07-12","120.6386","120.9945","120.4559","120.7444","131300"
1474734,"URTH","2023-07-11","118.8592","119.4459","118.5802","119.4459","80700"
1474705,"URTH","2023-07-10","118.0608","118.5513","118.0319","118.5513","113000"
