portfolio,total_return,annualised_return,annualised_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,skewness,kurtosis,trading_days,benchmark_return,active_return,tracking_error,information_ratio,avg_quarterly_turnover,annual_turnover,cumulative_cost,max_turnover,min_turnover,n_rebalances
combined_equal_weight,0.564609837276645,0.1978005880895395,0.17313083465099602,0.9028886861269535,1.2536511667689862,-0.18402453719375278,1.0748598589398022,-0.28069528096528346,6.519420242173304,625,0.18424184562867496,0.013558742460864526,0.13503199665208837,0.17515358405465437,0.5169232142736433,2.067692857094573,0.012923080356841081,0.7000000000000001,0.3222247157013984,10
combined_score_weight,0.5755388465714135,0.20116707530193612,0.17301511501995653,0.9195996790457777,1.2814283101931736,-0.18157005499569953,1.107930904722702,-0.2683476765739559,6.173727706629702,625,0.18424184562867496,0.016925229673261155,0.1353882507485138,0.19594408613554765,0.5186383333175572,2.0745533332702286,0.012965958332938928,0.7194924842411509,0.3201563278389852,10
combined_inverse_volatility,0.5953800328530443,0.2072433622307126,0.16274819475169455,0.9980453877386045,1.3920267383759,-0.15964071572404626,1.298186125580594,-0.29626322136127664,5.470587109595437,625,0.18424184562867496,0.02300151660203764,0.1357069865179626,0.2198263601880052,0.502168349022542,2.008673396090168,0.012554208725563554,0.6482026895613276,0.2881853311567828,10
