test_key,scenario_key,title,implementation_status,evidence_note,path_count,annualized_return_p05,annualized_return_p25,annualized_return_p50,annualized_return_p75,annualized_return_p95,sharpe_p05,sharpe_p25,sharpe_p50,sharpe_p75,sharpe_p95,max_drawdown_p05,max_drawdown_p25,max_drawdown_p50,max_drawdown_p75,max_drawdown_p95,positive_return_probability,positive_sharpe_probability,annualized_excess_return_p50,annualized_return_ci90_low,annualized_return_ci90_high,max_drawdown_worst_case_p95,probability_sharpe_gt_0_50,probability_ann_return_gt_primary_benchmark,sharpe_cvar_5pct,oos_period_count,oos_hit_rate,oos_mean_excess_return,oos_median_excess_return,oos_annualized_return,oos_benchmark_annualized_return,oos_annualized_excess_return,oos_sharpe,oos_max_drawdown
test_9,stationary_block_bootstrap,Stationary Block Bootstrap,completed,Directly mapped from existing stationary block bootstrap path metrics.,2000.0,0.0327318828970278,0.0842683934999825,0.1251000701960073,0.1643781864207544,0.2230873652744485,0.2031732806589254,0.5169201735435207,0.7880017361747255,1.064242810465493,1.4811055617722042,-0.2500821842273205,-0.181683117359633,-0.1550307622423204,-0.1251859887845369,-0.1008669291942771,0.9895,0.9895,0.0161081979177439,0.0327318828970278,0.2230873652744485,-0.2500821842273205,,,,,,,,,,,,
test_10,cost_multiplier_sigma_30pct,Monte Carlo Cost Perturbation (sigma 30%),completed,"Matches the requirement-sheet Monte Carlo cost perturbation with realized cost multiplier epsilon ~ N(0, 0.3^2).",10000.0,0.1232578668106019,0.1236411165255643,0.1239121496466485,0.1241749692176466,0.1245528899482544,0.7662445360177745,0.7685927412989487,0.7702645034539688,0.7719055771433287,0.7742878179814682,-0.1723560688508918,-0.171775583001973,-0.1713709410193767,-0.1709613246527148,-0.1703840001556612,1.0,1.0,0.0163543708346495,,,,1.0,1.0,0.7652117858654572,,,,,,,,,
test_10,cost_multiplier_sigma_50pct,Monte Carlo Cost Perturbation (sigma 50%),completed,Stress version of Test 10 using wider cost multiplier dispersion.,10000.0,0.1228247651098342,0.1234498472492358,0.1238932472531095,0.1243175968005838,0.1249483477652742,0.7634286070954626,0.7673924214358748,0.7701452231784197,0.7728065799571386,0.7767183744843145,-0.1729821796612032,-0.1720377825773552,-0.171374790678384,-0.1707090588213413,-0.1698145421310164,1.0,1.0,0.0163354684411105,,,,,,,,,,,,,,,
test_10,flat_extra_25bps,Flat +25bps Execution Drag,completed,Requirement-sheet style cost robustness using turnover-linked 25bps incremental drag.,10000.0,0.1145215599894287,0.1145215599894287,0.1145215599894287,0.1145215599894287,0.1145215599894287,0.7124488804151942,0.7124488804151942,0.7124488804151942,0.7124488804151942,0.7124488804151942,-0.1770666453066961,-0.1770666453066961,-0.1770666453066961,-0.1770666453066961,-0.1770666453066961,1.0,1.0,0.0069637811774296,,,,,,,,,,,,,,,
test_11,factor_weight_loose,Factor-weight Dirichlet Neighbourhood (loose),completed,"Requirement-style reruns built from full snapshot refresh, backtest, analysis, and report generation for sampled regime.normal factor weights.",2.0,0.103830671,0.105746635,0.10814159,0.110536545,0.112452509,0.4888145,0.5020485,0.518591,0.5351335,0.5483675,0.181864153,0.184651805,0.18813637,0.191620935,0.194408587,1.0,1.0,0.0319843913885731,,,,,,,,,,,,,,,
test_11,factor_weight_medium,Factor-weight Dirichlet Neighbourhood (medium),completed,"Requirement-style reruns built from full snapshot refresh, backtest, analysis, and report generation for sampled regime.normal factor weights.",2.0,0.1111634025,0.1132390125,0.1158335249999999,0.1184280375,0.1205036474999999,0.5382383500000001,0.54911975,0.5627215000000001,0.5763232500000001,0.58720465,0.1833533359999999,0.1834862,0.18365228,0.18381836,0.183951224,1.0,1.0,0.0396763197009706,,,,,,,,,,,,,,,
test_11,factor_weight_tight,Factor-weight Dirichlet Neighbourhood (tight),completed,"Requirement-style reruns built from full snapshot refresh, backtest, analysis, and report generation for sampled regime.normal factor weights.",2.0,0.101717545,0.103344525,0.10537825,0.107411975,0.109038955,0.4818345,0.4901925,0.50064,0.5110874999999999,0.5194455,0.192838755,0.193542135,0.19442136,0.195300585,0.196003965,1.0,1.0,0.0292210508116339,,,,,,,,,,,,,,,
test_12,rolling_24p_is_1p_oos,Rolling Out-of-Sample (24P IS / 1P OOS),completed,Built directly from monthly return records of the quarterly-rebalanced strategy using rolling 24-period estimation windows and chained 1-period OOS evaluation.,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,0.4848484848484848,0.0003380227272727,-0.00128902,0.166230247887325,0.1668579743078948,-0.0006277264205698,1.1000701343636818,-0.1206713343899367
test_13,empirical_mean_covariance,Monte Carlo Path Simulation from Empirical Mean/Covariance,completed,Uses multivariate normal simulation fitted to realized monthly strategy and benchmark returns from the quarterly-rebalanced run.,10000.0,-0.0036721140070748,0.0697176803240163,0.1236546972394967,0.1817738128444525,0.266309166651437,-0.0224731764554066,0.4348807144187545,0.7677823062609499,1.1460934637376163,1.7187656696714382,-0.340773823347375,-0.2394025119180828,-0.1854080780313385,-0.1424347368277841,-0.101123887059275,0.9445,0.9445,0.0161628491226761,,,,,,,,,,,,,,,
