snapshot_date,symbol,gics_sector,sector,momentum_252,volatility_252,risk_adjusted_momentum_252,volume_60d_avg,var_95,atr_pct,atr_14,z_momentum,z_liquidity,z_risk,composite_score,composite_rank,history_rows,selection_score,selection_rank,weight,weighting_method,rebalance_date,signal_date
2022-09-30,ULVR.L,Consumer Staples,Consumer Staples,0.0005041606215407946,0.05060014265129776,0.00996362055765596,20372230263.583088,-0.012916674035068468,2.1143583374430306,89.63480446682651,1.7063300264879155,2.6030115711378166,-1.3708290546285913,1.818566141046031,1,362,1.818566141046031,1,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,CABK.MC,Financials,Financials,0.1456746295538769,0.12067094723876987,1.2072054863846606,42642620.69299027,-0.025258677291096987,3.1408222711238567,0.07931839810976167,2.8253480733276994,-0.6031189906244221,-0.7689261029715241,1.72837026646604,2,369,1.72837026646604,2,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,ENGI.PA,Utilities,Utilities,-0.02934428939732603,0.08950055857073966,-0.32786710905421695,54834548.51000627,-0.02172273586588836,2.9597228059507987,0.26764169950171496,2.0131771676450185,-0.4955403433456457,-1.758067606729977,1.4604117532638774,3,373,1.4604117532638774,3,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,BA.L,Industrials,Industrials,-0.02469741685280935,0.09670971842980464,-0.25537678377934286,6360366050.947151,-0.02885861225054291,3.4222588664868403,27.00677339064169,1.4682405840056314,2.2790442071421264,-0.5900805654134443,1.454769304914493,4,363,1.454769304914493,4,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,BRBY.L,Consumer Discretionary,Consumer Discretionary,0.0177315482831526,0.11511573876558187,0.15403235450940878,3167002471.6952157,-0.03412925109151785,3.7217959764189823,67.23276322820776,1.9778087343106772,0.4326179233913783,-0.544325786244772,1.3820739825136363,5,362,1.3820739825136363,5,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,SHEL.L,Energy,Energy,-0.03188968671226877,0.07787629531427727,-0.4094915735728681,51806657983.04424,-0.021237338807808537,3.0344664136035644,68.07526100962787,0.9638467413757262,2.4564727234014905,-1.49493496973236,1.3685895834522057,6,363,1.3685895834522057,6,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,ABX.TO,Materials,Materials,0.07548678040119117,0.09890789129088415,0.7632028083501201,190844779.64135012,-0.024765763333008988,3.458605447838576,0.6791536559193716,1.8558388514388289,-0.5167260477941775,-1.3039846783320255,1.2709550369708669,7,360,1.2709550369708669,7,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,KEYS,Information Technology,Information Technology,-0.05817573087251726,0.06843945861337795,-0.8500320144429894,156950092.1766281,-0.020219888932467886,2.5162421129206742,3.9595586042498963,1.93221202119308,-0.6505303699595398,-0.9336488987750435,1.2159509184789488,8,363,1.2159509184789488,8,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,SMIN.L,Industrials,Industrials,-0.012426371852800489,0.08861044998704923,-0.14023596375615577,2034085762.1528676,-0.029857532945684523,3.164106358391249,47.731544786872554,1.6586910278924867,0.289218893644159,-0.48500853108407765,1.1500601016811394,9,362,1.1500601016811394,9,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,SN.L,Health Care,Health Care,0.03053689404705029,0.08104113320128933,0.37680734265157656,3951223785.5915475,-0.016093862825335224,2.646035204521298,27.768782861604958,1.366505611426222,0.1718024546202048,-0.9946890071961494,1.0532016592190039,10,360,1.0532016592190039,10,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,BIIB,Health Care,Health Care,0.34447859873925,0.35137436159647967,0.9803748832843167,465240198.4560013,-0.04119267854992133,6.104074889958395,16.297879956188915,2.248725938859261,-0.3277545632439104,1.1976747497587366,1.0441497007150269,11,363,1.0441497007150269,11,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,TJX,Consumer Discretionary,Consumer Discretionary,-0.012243576205382078,0.08797608890162396,-0.13916936247385364,295937822.25438756,-0.026925135810356274,3.218747315766188,1.9048313420547571,1.4413245768532061,-0.3874033364228707,-1.2412270433436572,1.035559487496081,12,363,1.035559487496081,12,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,AAF.L,Communication Services,Communication Services,-0.052785992735689624,0.10707594316734215,-0.49297714476531646,704597924.627601,-0.03161015438152641,4.681420300816248,6.040526562331113,2.1969003104940668,-0.46041528146949995,1.1397889906511074,0.9980993318723186,13,363,0.9980993318723186,13,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,ULTA,Consumer Discretionary,Consumer Discretionary,-0.024983592361045304,0.08557113521775551,-0.29196284819020785,375330859.1562907,-0.02349608965562233,2.9723681558783253,11.924843877135835,1.1617515740313715,-0.3647274352886147,-1.5729411376659896,0.9386936848942978,14,363,0.9386936848942978,14,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,FTI,Energy,Energy,-0.013985987831579672,0.1432485801414137,-0.09763439063600372,70844895.54159443,-0.03850125491783692,5.146751256126332,0.42702069627960815,1.7728146598629095,-0.4787632486543708,0.270098638090478,0.9139164185687759,15,363,0.9139164185687759,15,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,RY.TO,Financials,Financials,-0.004801433991159398,0.04841362592681633,-0.0991752610807835,280706275.3342946,-0.015220647457592013,1.6954148747727085,1.849253932385246,1.070871887279294,-0.5483029451689807,-1.900087884873292,0.9128801203084386,16,361,0.9128801203084386,16,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,AHT.L,Industrials,Industrials,-0.06262920020805396,0.13277599446627933,-0.47169068821367166,4762865627.830231,-0.039859831304445814,4.052489148645789,165.50030284187224,1.110443244103758,1.5442913552579813,0.56708883924355,0.861706449665141,17,362,0.861706449665141,17,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,PRU.L,Financials,Financials,-0.024661867308038765,0.11169866512266935,-0.22078927515342003,6119460944.381203,-0.02544143371183596,4.050867371964312,36.179012521468664,0.9075436294232586,0.796116646405733,-0.7483317152315043,0.8534158499814026,18,363,0.8534158499814026,18,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,WMT,Consumer Staples,Consumer Staples,-0.014437550914794817,0.06036323507465223,-0.2391778852962346,836100526.1157036,-0.020718826869826266,2.296171669443802,0.9515082817890002,1.301827334476066,-0.45921243849763704,-0.7606597538349802,0.8413858637531082,19,363,0.8413858637531082,19,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,HST,Real Estate,Real Estate,-0.12302706148532627,0.12270769727197307,-1.0026026420546819,126905869.48167484,-0.0394575168328627,4.295280167423754,0.5648761872844681,1.4625743825532407,-0.46428252829246186,-0.05672250950144574,0.7960326257737411,20,363,0.7960326257737411,20,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,AAPL,Information Technology,Information Technology,-0.15536005117555718,0.1073572806793095,-1.44713102076084,14563872952.423796,-0.048379687363020334,3.890448730841377,5.2829766065439925,0.6524226620728201,2.5791580781685544,0.5953020422879828,0.7882248044198064,21,363,0.7882248044198064,21,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,RIO.L,Materials,Materials,-0.011108979621809234,0.09295928328286206,-0.11950371420147644,18215264032.69688,-0.03349118969749757,3.536371752093349,172.77315444816264,0.5108209251867725,1.5249053138689073,-0.7152660040930338,0.7545268187044516,22,363,0.7545268187044516,22,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,MU,Information Technology,Information Technology,-0.13066110335967873,0.10907765297312706,-1.197872339551247,986944480.8560529,-0.025206983804045683,3.594545649116021,1.766551268121567,1.1866700892249187,-0.46446542638122124,-0.6628719819631473,0.7516833646513363,23,363,0.7516833646513363,23,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,MNST,Consumer Staples,Consumer Staples,-0.024565366280678402,0.06762927686678635,-0.36323567867014683,220792480.88229498,-0.01749481004619068,2.420360955510928,1.0523729323766182,1.1004088224830204,-0.5556599485600813,-1.0127947904957473,0.7516722618769455,24,363,0.7516722618769455,24,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,ROST,Consumer Discretionary,Consumer Discretionary,-0.030871161370580547,0.11421536469450595,-0.2702890408234675,205793960.27975082,-0.034090038670016226,3.9627537333437566,3.2168882116267885,1.2014090985632109,-0.4131498424360182,-0.5481190606125256,0.7478393027732281,25,363,0.7478393027732281,25,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,UNI.MC,Financials,Financials,0.0798369999759605,0.14627022632101408,0.5458185304283666,2230762.212964577,-0.04553307074574304,4.608061012646846,0.0331882360569261,1.9371019274474324,-0.612424141697221,1.5157472251139383,0.7366268831062275,26,371,0.7366268831062275,26,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,LLOY.L,Financials,Financials,-0.06611001591108212,0.10992606384547281,-0.6014043767091983,13863692122.517118,-0.03369621833982384,4.196092219140284,1.7336765887714367,0.39637555455259593,2.5792873236674954,0.18188039251132804,0.717306718962791,27,362,0.717306718962791,27,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,LLY,Health Care,Health Care,0.02468631546068001,0.11521051334681144,0.21427137805009377,963574203.2780966,-0.025039156667403233,3.2036828492621066,10.071009921559819,1.1289306554237144,-0.2563410745895452,-0.21332393284919904,0.6687549649061595,28,362,0.6687549649061595,28,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,HLMA.L,Industrials,Industrials,-0.05367889095015177,0.11291081953300695,-0.47540963011485315,2285197191.34786,-0.0382313626591914,3.6328478675068707,74.27065223083534,1.1042918710657095,0.4047148497464631,0.3957974502167041,0.6643586025453774,29,363,0.6643586025453774,29,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-09-30,BP.L,Energy,Energy,-0.057351224330709494,0.08760653831651216,-0.6546454800383305,28828089590.739704,-0.025381451141477655,3.200077177695354,13.834822918436663,0.3279093435107649,1.152781595219902,-1.0712479281074168,0.6415515107719227,30,363,0.6415515107719227,30,0.03333333333333333,equal_weight,2022-09-30,2022-09-30
2022-10-31,ENGI.PA,Utilities,Utilities,0.11059515436441303,0.07417051806534086,1.4910931897089315,47195077.21418508,-0.019063077831852872,2.1650592835769253,0.22147393019220105,2.4541581793230387,-0.5021660302581386,-1.9294602165957588,1.7579537448613471,1,394,1.7579537448613471,1,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,MRK,Health Care,Health Care,0.1789376691572273,0.05923862354516006,3.0206250322615227,793021168.154335,-0.01041940353136307,2.149997893941846,1.9581151091858162,2.4583368920383335,-0.27347794388918617,-1.1850350642019527,1.6573135592855532,2,384,1.6573135592855532,2,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,CAT,Industrials,Industrials,0.3414697017627766,0.12428970511023613,2.747369152255348,587791130.9117635,-0.020410009679279,3.4213522899395064,7.006705631784951,2.2454937788481932,-0.35227864321345476,-1.0023765662375417,1.4773158519137333,3,384,1.4773158519137333,3,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,CSCO,Information Technology,Information Technology,0.13158890498275544,0.08716835061954771,1.5095949854217652,765506164.8534139,-0.01833641562265281,2.2179695115950846,0.9131714277962746,1.9527953867038677,-0.5314650979062288,-1.5018438224042874,1.3657529769219323,4,383,1.3657529769219323,4,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,CFG,Financials,Financials,0.23976936188582854,0.11383117881850333,2.10635929781704,157146407.22297826,-0.01853971081942573,3.0576209841491027,1.0712326082937476,1.9786603394892441,-0.568852541829738,-1.3491364626249527,1.3432529878525894,5,384,1.3432529878525894,5,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,NUE,Materials,Materials,0.2536544388458175,0.14190500513958987,1.7874946595174805,235828911.19286218,-0.0237354505609808,3.7759013897010356,4.714532018308917,1.9791820375639964,-0.50920755204777,-0.7431938696711301,1.23430648606307,6,384,1.23430648606307,6,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,ENI.MI,Energy,Energy,0.2482844980330694,0.06838702269446577,3.6305791398806115,133870960.56540835,-0.014773671327986198,2.862702292462526,0.305952918257467,1.8395610765546544,-0.46186250463074563,-0.9105056294301499,1.1934652708926734,7,391,1.1934652708926734,7,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,TJX,Consumer Discretionary,Consumer Discretionary,0.19035831712822704,0.08589306742033856,2.2162244619424576,326150627.67499286,-0.01524647573650435,2.5140018041959213,1.7267883023859671,1.663057805706635,-0.41196988690920255,-1.3266078150111331,1.180762269044367,8,384,1.180762269044367,8,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,EA,Communication Services,Communication Services,0.09397236394035446,0.07135665204724122,1.316939083382733,213110853.92223993,-0.014928121006943537,2.2890657849902882,2.83023288205099,1.6014471142907891,-0.6582368859440804,-1.6082547671360279,1.150871844812863,9,384,1.150871844812863,9,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,GS,Financials,Financials,0.18233953943641157,0.10307601181705064,1.7689813199218996,672615802.3733774,-0.021040157551893167,2.4576739288655185,7.760469941357666,1.6088780378037164,-0.43621653381353553,-1.0593650442354685,1.0899565247666163,10,384,1.0899565247666163,10,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,JPM,Financials,Financials,0.19987020373223174,0.11921840787632051,1.6765045540583041,1566087561.503919,-0.020551195097811805,2.438256351273214,2.82333071704406,1.5075191063559072,-0.20631631370112272,-1.1160298561743105,1.086454172308182,11,383,1.086454172308182,11,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,HST,Real Estate,Real Estate,0.20671917965506892,0.09521883474981713,2.1709904369047734,122833058.94764264,-0.016595791817905558,2.7907679460733226,0.4363520113616615,1.352676739016199,-0.48854596320283855,-1.641144483538161,1.042125747476784,12,384,1.042125747476784,12,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,M,Consumer Discretionary,Consumer Discretionary,0.31795195238609897,0.13155654919558732,2.4168462484782456,165240929.23894724,-0.028973731942501274,3.9853812967940385,0.7165376361783484,1.8875881950329223,-0.47007431789591947,0.02793534290074563,1.0329509848604201,13,383,1.0329509848604201,13,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,SPG,Real Estate,Real Estate,0.22408194133812853,0.10191697669941523,2.1986713950416297,172238223.6655871,-0.021785129705604634,2.7180005791304787,2.4528271406713715,1.3803983604369068,-0.37925747521849124,-0.9478673646711293,0.9419609941526716,14,384,0.9419609941526716,14,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,GLEN.L,Materials,Materials,0.05960974013946485,0.08236228493362796,0.7237504421775287,23916635890.828472,-0.020804498602081514,3.7931869940498797,18.91962678772072,0.35135032505811686,2.6678150360128137,-0.9643079080065369,0.9372347838387403,15,384,0.9372347838387403,15,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,AMGN,Health Care,Health Care,0.19629190709831756,0.0879789049432004,2.2311246909136293,588928788.9183044,-0.013210967730424409,2.164856051657058,5.244914776944364,1.3061555382002652,-0.3147914036466357,-0.9024282356518507,0.9012206893212021,16,383,0.9012206893212021,16,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,UU.L,Utilities,Utilities,0.05693080202090517,0.09430408849674012,0.6036938899300548,2539053707.6435523,-0.02506633781984492,2.6664632230153127,25.01077892232581,0.9471122995979098,0.393462214509595,-1.2251365963143759,0.8919871419235401,17,384,0.8919871419235401,17,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,PH,Industrials,Industrials,0.21960626274413086,0.10536950150293631,2.0841539497841426,249115987.52415976,-0.02133926882130999,2.8799606407214107,8.019333371704883,1.3574493066176465,-0.5339479367971358,-0.8751077299922196,0.8827015426096045,18,384,0.8827015426096045,18,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,CMI,Industrials,Industrials,0.2034749667400273,0.10108163290779638,2.0129766495326704,188380258.6701075,-0.01972868576286845,2.5916323809061113,5.843786975948378,1.2621429749758322,-0.5665272895238808,-1.0956888598978003,0.8631180990602831,19,384,0.8631180990602831,19,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,STT,Financials,Financials,0.22002523358853443,0.13166935506611963,1.6710436037151215,146872366.7418162,-0.028832705318837585,3.341212033978324,2.2034481717120786,1.501533645182979,-0.571496166705315,-0.15630336730582486,0.8178816272298893,20,384,0.8178816272298893,20,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,MO,Consumer Staples,Consumer Staples,0.13434668302039876,0.07666031153131712,1.7524933089466472,310859549.7329553,-0.019402573562442748,2.24007310357573,0.7865028399469043,1.2989639872778578,-0.5250031640843764,-0.5239933778870604,0.7791764351272514,21,384,0.7791764351272514,21,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,BAC,Financials,Financials,0.17893389802895943,0.12358539124575042,1.4478563867888568,1371089221.6390371,-0.027400761531563587,2.6159814319646766,0.8615218284046282,1.256909845797257,-0.2564915551660759,-0.3222482670329778,0.7672972498517346,22,383,0.7672972498517346,22,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,ADM,Consumer Staples,Consumer Staples,0.19995032216946296,0.10590924540073779,1.8879402021314946,212200915.30650458,-0.025924251225072033,2.673720529646921,2.32665886784508,1.4863399666118808,-0.541596282025272,0.1286169705884997,0.7577613294443741,23,384,0.7577613294443741,23,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,KEYS,Information Technology,Information Technology,0.10987183628839658,0.10963769156411156,1.002135622530397,150788616.22543335,-0.02657410333331512,2.7192683168247305,4.735605607779301,1.132185851394123,-0.6788298120001105,-0.9775897295877861,0.7390634943540089,24,384,0.7390634943540089,24,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
2022-10-31,NG.L,Utilities,Utilities,0.00021103326801164002,0.08128964155912373,0.0025960659189049433,9338381655.931864,-0.02814968704156125,2.156069162380049,20.414063934077813,-0.07371564021844211,2.8372887147618813,-0.8633871983581152,0.6959057984929341,25,384,0.6959057984929341,25,0.03333333333333333,equal_weight,2022-10-31,2022-10-31
