,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,A,USD,114.0,15108.585063107184,132.5314,135.2212,15415.2168,306.6317,0.020296000000000092,1.0
1,ABBV,USD,153.0,13583.651589537916,88.782,114.0375,17447.7375,3864.0859,0.2844660000000001,1.0
2,ABT,USD,134.0,15836.0486,118.1795,114.804,15383.736,-452.3126,-0.028561999999999976,1.0
3,ADM,USD,350.0,17935.334915781896,51.2438,60.9216,21322.56,3387.2251,0.18885799999999997,1.0
4,AEE,USD,249.0,19344.4641,77.6886,77.4084,19274.6916,-69.7725,-0.003607000000000027,1.0
5,ATO,USD,224.0,21454.7613,95.7802,94.5679,21183.2096,-271.5517,-0.01265700000000003,1.0
6,CHD,USD,235.0,22769.8071,96.8928,96.9481,22782.8035,12.9964,0.0005710000000000992,1.0
7,CNA.L,GBp,29540.0,24821.742493330443,0.8403,72.2542,29047.2111,4225.4686,0.170199,73.48
8,CNC,USD,177.0,12721.669,71.8738,78.95,13974.15,1252.481,0.0984529999999999,1.0
9,CNP,USD,940.0,23174.7876,24.654,24.4141,22949.254,-225.5336,-0.009731000000000045,1.0
10,COST,USD,57.0,20983.81595735294,368.1371,459.6902,26202.3414,5218.5254,0.24869300000000005,1.0
11,CVS,USD,208.0,13892.480059939044,66.7908,89.0298,18518.1984,4625.7183,0.33296499999999996,1.0
12,DGE.L,GBp,487.0,23665.00323748041,48.5934,3740.2012,24788.7586,1123.7554,0.04748700000000006,73.48
13,DGX,USD,120.0,16518.28772,137.6524,126.0634,15127.608,-1390.6797,-0.08418999999999999,1.0
14,DHR,USD,59.0,14297.182831040565,242.3251,245.6381,14492.6479,195.4651,0.013671999999999906,1.0
15,ED,USD,325.0,23877.6513,73.4697,70.8654,23031.255,-846.3963,-0.035447000000000006,1.0
16,EIX,USD,448.0,23133.89874826958,51.6382,51.7512,23184.5376,50.6389,0.0021880000000000788,1.0
17,EL,USD,70.0,24343.1378,347.7591,281.2665,19688.655,-4654.4828,-0.191203,1.0
18,EW,USD,126.0,13784.856106587456,109.4036,115.56,14560.56,775.7039,0.0562720000000001,1.0
19,EXC,USD,803.0,22282.606323584583,27.7492,34.9115,28033.9345,5751.3282,0.258108,1.0
20,FE,USD,739.0,22205.84838071298,30.0485,34.8356,25743.5084,3537.66,0.1593119999999999,1.0
21,GILD,USD,292.0,17144.262206122447,58.7132,58.0266,16943.7672,-200.495,-0.011693999999999982,1.0
22,GIS,USD,445.0,23548.806500000002,52.9187,58.2221,25908.8345,2360.028,0.10021799999999992,1.0
23,GSK.L,GBp,810.0,16879.4285,20.8388,1645.7134,18141.3698,1261.9413,0.074762,73.48
24,HCA,USD,64.0,12473.365647472527,194.8963,232.2291,14862.6624,2389.2968,0.19155199999999994,1.0
25,HRL,USD,496.0,20883.3169,42.1035,42.2058,20934.0768,50.7599,0.002429999999999932,1.0
26,ISRG,USD,42.0,11308.242571428573,269.2439,292.73,12294.66,986.4174,0.08722999999999992,1.0
27,KO,USD,390.0,17909.82205099084,45.9226,53.5457,20882.823,2973.0009,0.165999,1.0
28,KR,USD,600.0,20500.99463235593,34.1683,43.1409,25884.54,5383.5454,0.26259999999999994,1.0
29,LH,USD,68.0,16171.3572,237.8141,221.7441,15078.5988,-1092.7584,-0.06757400000000002,1.0
30,LLY,USD,66.0,15312.623323533335,232.0094,233.8318,15432.8988,120.2755,0.007854999999999945,1.0
31,MCK,USD,91.0,20163.7935,221.5801,246.4821,22429.8711,2266.0776,0.11238400000000004,1.0
32,MDLZ,USD,329.0,17887.896784722223,54.3705,60.5251,19912.7579,2024.8611,0.11319699999999999,1.0
33,MKC,USD,247.0,21666.2546,87.7176,86.5767,21384.4449,-281.8097,-0.01300699999999999,1.0
34,MKS.L,GBp,7827.0,19567.91095909505,2.5001,223.4476,23801.3659,4233.4549,0.21632399999999996,73.48
35,NEE,USD,291.0,23006.075745544556,79.0587,74.4256,21657.8496,-1348.2261,-0.05860299999999996,1.0
36,NG.L,GBp,1807.0,26238.727,14.5206,1090.0898,26807.1893,568.4623,0.021665000000000045,73.48
37,NI,USD,914.0,21953.7274,24.0194,24.1866,22106.5524,152.825,0.006960999999999995,1.0
38,PEG,USD,361.0,18794.995451479863,52.0637,56.8968,20539.7448,1744.7493,0.09283100000000011,1.0
39,PEP,USD,161.0,20979.835689485135,130.3095,152.0798,24484.8478,3505.0121,0.16706599999999994,1.0
40,PFE,USD,375.0,11997.042228724864,31.9921,43.2836,16231.35,4234.3078,0.3529469999999999,1.0
41,PG,USD,196.0,24760.3283,126.3282,146.2982,28674.4472,3914.1189,0.15808,1.0
42,PPL,USD,781.0,18897.237693353814,24.1962,25.7592,20117.9352,1220.6975,0.06459700000000002,1.0
43,SO,USD,366.0,21372.9132,58.3959,58.0894,21260.7204,-112.1928,-0.005248999999999948,1.0
44,STZ,USD,109.0,22257.88680720721,204.2008,225.7562,24607.4258,2349.539,0.1055600000000001,1.0
45,TMO,USD,29.0,16772.349247619048,578.3569,581.0771,16851.2359,78.8867,0.004702999999999902,1.0
46,TSN,USD,388.0,25392.562207295407,65.4447,78.9624,30637.4112,5244.849,0.20655099999999993,1.0
47,UNH,USD,41.0,14924.588479512737,364.0144,429.4265,17606.4865,2681.898,0.17969600000000008,1.0
48,UU.L,GBp,1562.0,22968.2388,14.7044,1070.5686,22757.596,-210.6428,-0.009172999999999987,73.48
49,WMT,USD,427.0,18678.17457290271,43.7428,44.5887,19039.3749,361.2003,0.019338000000000077,1.0
50,ZTS,USD,87.0,15591.459694736845,179.2122,192.7946,16773.1302,1181.6705,0.0757890000000001,1.0
