,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,123.0,13432.889934675024,109.2105,143.3195,17628.2985,4195.4086,0.3123229999999999,1.0
1,ABF.L,GBp,1073.0,26062.1865,24.2891,2051.0361,27233.7797,1171.5932,0.04495300000000002,80.81
2,AMGN,USD,61.0,13197.66653586006,216.3552,224.0119,13664.7259,467.0594,0.03538899999999989,1.0
3,AZN.L,GBp,94.0,11393.114122897727,121.2033,12032.835,13996.8629,2603.7488,0.228537,80.81
4,BDX,USD,71.0,13119.0314,184.7751,188.5611,13387.8381,268.8067,0.020489999999999897,1.0
5,BMY,USD,256.0,14466.425255088434,56.5095,61.1291,15649.0496,1182.6243,0.08174900000000007,1.0
6,BSX,USD,366.0,17342.85231075269,47.3848,51.61,18889.26,1546.4077,0.08916799999999991,1.0
7,CAG,USD,883.0,25693.644013114754,29.0981,31.5339,27844.4337,2150.7897,0.08370999999999995,1.0
8,CAH,USD,249.0,15061.049074999479,60.4861,75.61,18826.89,3765.8409,0.2500389999999999,1.0
9,CCH.L,GBp,990.0,27845.3651,28.1266,2342.8579,28702.2562,856.8911,0.03077400000000008,80.81
10,CI,USD,68.0,16028.221921266968,235.7091,245.5525,16697.57,669.3481,0.04176099999999994,1.0
11,CLX,USD,174.0,24214.3806,139.1631,142.6597,24822.7878,608.4072,0.02512599999999998,1.0
12,CNA.L,GBp,20095.0,23208.23931458588,1.1549,112.9816,28095.1027,4886.8634,0.21059300000000003,80.81
13,COO,USD,165.0,14810.4681,89.7604,94.5052,15593.358,782.8899,0.05286100000000005,1.0
14,CPB,USD,551.0,22426.56264629357,40.7016,48.58,26767.58,4341.0174,0.193565,1.0
15,DGX,USD,116.0,16132.512494623657,139.0734,133.8453,15526.0548,-606.4577,-0.03759199999999996,1.0
16,ED,USD,255.0,19583.06724250442,76.7963,87.9791,22434.6705,2851.6033,0.14561599999999997,1.0
17,EIX,USD,437.0,24206.839347070705,55.3932,62.1928,27178.2536,2971.4143,0.12275199999999997,1.0
18,ETR,USD,497.0,23934.048411307485,48.157,48.7699,24238.6403,304.5919,0.012726999999999933,1.0
19,FE,USD,608.0,20851.051532113852,34.2945,35.7211,21718.4288,867.3773,0.04159899999999994,1.0
20,GILD,USD,285.0,17244.888262629756,60.5084,75.6777,21568.1445,4323.2562,0.25069699999999995,1.0
21,GIS,USD,346.0,20418.490165873627,59.013,76.9444,26622.7624,6204.2722,0.303855,1.0
22,HCA,USD,72.0,15815.623530508474,219.6614,265.1649,19091.8728,3276.2493,0.20715299999999992,1.0
23,HOLX,USD,199.0,16596.6702,83.4004,82.51,16419.49,-177.1802,-0.010676000000000019,1.0
24,HSY,USD,115.0,25417.7852,221.0242,238.896,27473.04,2055.2548,0.08085900000000001,1.0
25,HUM,USD,31.0,15975.391506666667,515.3352,494.5827,15332.0637,-643.3278,-0.04027000000000003,1.0
26,IMB.L,GBp,883.0,19800.080927122246,22.4236,1914.8055,20922.8221,1122.7412,0.05670599999999992,80.81
27,KHC,USD,805.0,25492.190239028572,31.6673,33.7733,27187.5065,1695.3163,0.0665039999999999,1.0
28,KMB,USD,183.0,21929.991,119.836,123.5181,22603.8123,673.8213,0.03072600000000003,1.0
29,KO,USD,377.0,21468.1473,56.9447,58.1224,21912.1448,443.9975,0.02068099999999995,1.0
30,KR,USD,533.0,22462.05598190463,42.1427,44.7888,23872.4304,1410.3744,0.06278899999999998,1.0
31,LLY,USD,43.0,12524.51276860999,291.2677,361.7923,15557.0689,3032.5561,0.24212999999999996,1.0
32,LW,USD,295.0,22996.73666758182,77.955,103.1719,30435.7105,7438.9738,0.32348,1.0
33,MCK,USD,44.0,15765.7172,358.3118,355.2617,15631.5148,-134.2024,-0.008511999999999964,1.0
34,MDLZ,USD,432.0,25506.322444748857,59.0424,64.8358,28009.0656,2502.7432,0.09812299999999996,1.0
35,MKS.L,GBp,11656.0,23699.3574,2.0332,169.2103,24406.8216,707.4642,0.029868000000000006,80.81
36,MNST,USD,495.0,22869.11961875346,46.2002,52.68,26076.6,3207.4804,0.14025500000000002,1.0
37,MO,USD,754.0,24929.175465217395,33.0626,36.4951,27517.3054,2588.1299,0.10381799999999997,1.0
38,MRK,USD,211.0,15835.466384376205,75.0496,104.7495,22102.1445,6266.6781,0.395737,1.0
39,NRG,USD,690.0,21607.3388,31.315,32.3187,22299.903,692.5642,0.03205199999999997,1.0
40,PEP,USD,146.0,22397.99856656875,153.4109,167.046,24388.716,1990.7174,0.08888000000000007,1.0
41,PM,USD,315.0,25055.9881837228,79.5428,88.6669,27930.0735,2874.0853,0.11470699999999989,1.0
42,PPL,USD,811.0,21242.200182032855,26.1926,25.7294,20866.5434,-375.6568,-0.017684000000000033,1.0
43,SBRY.L,GBp,6668.0,22728.5131,3.4086,279.8078,23088.212,359.6989,0.01582400000000006,80.81
44,SRE,USD,299.0,19196.90593830128,64.2037,70.9299,21208.0401,2011.1342,0.10476299999999994,1.0
45,SYK,USD,57.0,15911.4399,279.1481,282.5797,16107.0429,195.603,0.01229300000000011,1.0
46,TSCO.L,GBp,6190.0,20343.4618,3.2865,273.0893,20918.4849,575.0231,0.028267000000000042,80.81
47,ULVR.L,GBp,421.0,22683.83882453704,53.8809,4630.6147,24124.3508,1440.512,0.06350300000000009,80.81
48,VRTX,USD,50.0,12662.503244114667,253.2501,325.15,16257.5,3594.9968,0.28390899999999997,1.0
49,WMT,USD,573.0,25067.170532061067,43.7472,48.2542,27649.6566,2582.4861,0.103024,1.0
50,ZBH,USD,121.0,14955.5983,123.6,130.7507,15820.8347,865.2364,0.05785400000000007,1.0
