,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,139.0,25712.313411888113,184.9807,178.2141,24771.7599,-940.5535,-0.036579999999999946,1.0
1,ABT,USD,206.0,23149.275070833337,112.3751,132.1014,27212.8884,4063.6133,0.17554000000000003,1.0
2,AEE,USD,332.0,28572.64031328051,86.0622,95.266,31628.312,3055.6717,0.10694399999999993,1.0
3,AEP,USD,306.0,25541.824804644333,83.47,100.6024,30784.3344,5242.5096,0.205252,1.0
4,AMGN,USD,95.0,28486.0762,299.8534,266.4579,25313.5005,-3172.5757,-0.11137300000000006,1.0
5,BATS.L,GBp,591.0,21893.4096581464,37.0447,3185.0615,25048.1882,3154.7785,0.14409699999999992,75.14999999999999
6,BMY,USD,594.0,30816.68000660324,51.8799,44.5252,26447.9688,-4368.7112,-0.141764,1.0
7,BN.PA,EUR,301.0,25453.8594,84.5643,74.3,25032.7961,-421.0633,-0.016541999999999946,0.8934
8,BSX,USD,231.0,14213.267247288319,61.5293,106.04,24495.24,10281.9728,0.7234069999999999,1.0
9,CAH,USD,228.0,22186.958863791922,97.3112,152.5293,34776.6804,12589.7215,0.5674380000000001,1.0
10,CI,USD,81.0,26393.5931,325.8468,314.2898,25457.4738,-936.1193,-0.035468000000000055,1.0
11,CMS,USD,431.0,28531.112630653846,66.1975,69.8938,30124.2278,1593.1152,0.055836999999999914,1.0
12,CNA.L,GBp,11729.0,20691.7133627451,1.7641,149.3082,23303.2053,2611.4919,0.12624100000000005,75.14999999999999
13,CNP,USD,858.0,26920.82226659412,31.3762,36.8949,31655.8242,4735.0019,0.17588800000000004,1.0
14,CVS,USD,423.0,26444.726499999997,62.5171,60.8531,25740.8613,-703.8652,-0.026617000000000002,1.0
15,D,USD,515.0,24952.735144514954,48.4519,53.301,27450.015,2497.2799,0.10008100000000009,1.0
16,DGX,USD,152.0,26595.8349,174.9726,174.8175,26572.26,-23.5749,-0.0008860000000000534,1.0
17,DTE,USD,236.0,28612.52966195506,121.2395,133.5979,31529.1044,2916.5747,0.10193399999999997,1.0
18,DUK,USD,246.0,22423.081020087317,91.1507,113.3053,27873.1038,5450.0228,0.24305500000000002,1.0
19,ED,USD,272.0,28876.109500000002,106.1622,101.7811,27684.4592,-1191.6503,-0.04126799999999997,1.0
20,ETR,USD,386.0,19572.950181737284,50.7071,81.5076,31461.9336,11888.9834,0.6074200000000001,1.0
21,EVRG,USD,516.0,34557.24474102079,66.9714,64.4954,33279.6264,-1277.6183,-0.036970999999999976,1.0
22,EXC,USD,764.0,28324.883450855745,37.0745,42.9548,32817.4672,4492.5837,0.15860800000000008,1.0
23,FE,USD,567.0,21550.551521229052,38.008,41.4368,23494.6656,1944.1141,0.0902130000000001,1.0
24,GILD,USD,352.0,28008.302227401127,79.569,99.8452,35145.5104,7137.2082,0.2548250000000001,1.0
25,HCA,USD,79.0,27273.5077,345.2343,384.9316,30409.5964,3136.0887,0.11498699999999995,1.0
26,IMB.L,GBp,734.0,20435.06741470515,27.8407,2702.6057,26396.7077,5961.6403,0.2917350000000001,75.14999999999999
27,JNJ,USD,180.0,28603.9095,158.9106,147.228,26501.04,-2102.8695,-0.07351700000000005,1.0
28,KMB,USD,191.0,24354.931096641918,127.5127,133.1483,25431.3253,1076.3942,0.0441959999999999,1.0
29,KO,USD,396.0,24443.1696,61.7252,69.9716,27708.7536,3265.584,0.13359900000000002,1.0
30,KR,USD,449.0,25190.956344480866,56.1046,67.7985,30441.5265,5250.5702,0.2084299999999999,1.0
31,MDLZ,USD,340.0,22314.9366,65.6322,63.2149,21493.066,-821.8706,-0.03683099999999995,1.0
32,MDT,USD,297.0,25409.202735924784,85.5529,83.7774,24881.8878,-527.3149,-0.02075300000000002,1.0
33,MKS.L,GBp,4919.0,24711.898,5.0238,354.8634,23227.8518,-1484.0462,-0.06006100000000003,75.14999999999999
34,MNST,USD,419.0,25186.111,60.1101,62.86,26338.34,1152.229,0.0457479999999999,1.0
35,MO,USD,683.0,26868.57731828043,39.3391,55.0194,37578.2502,10709.6729,0.398593,1.0
36,NI,USD,804.0,29044.31645035426,36.1248,38.3016,30794.4864,1750.1699,0.06025799999999992,1.0
37,NRG,USD,246.0,14831.968516812603,60.2926,157.8817,38838.8982,24006.9297,1.618592,1.0
38,PEG,USD,319.0,19579.40053927566,61.3774,76.812,24503.028,4923.6275,0.2514700000000001,1.0
39,PM,USD,197.0,17868.803489854647,90.7046,164.6074,32427.6578,14558.8543,0.814764,1.0
40,PPL,USD,915.0,24113.127472822835,26.3531,33.7848,30913.092,6799.9645,0.28200500000000006,1.0
41,SO,USD,322.0,22283.520392208175,69.2035,85.8912,27656.9664,5373.446,0.2411399999999999,1.0
42,TSN,USD,386.0,23417.116678461538,60.6661,54.0282,20854.8852,-2562.2315,-0.10941699999999999,1.0
43,VRTX,USD,45.0,21814.1624,484.7592,438.65,19739.25,-2074.9124,-0.09511800000000004,1.0
44,WEC,USD,293.0,26706.312087900802,91.1478,103.8857,30438.5101,3732.198,0.13975000000000004,1.0
45,WMT,USD,252.0,14862.550573254914,58.9784,97.6114,24598.0728,9735.5222,0.655036,1.0
46,XEL,USD,451.0,28703.37857287988,63.6439,70.1607,31642.4757,2939.0971,0.10239500000000001,1.0
47,ZBH,USD,226.0,22921.3541,101.4219,95.9468,21683.9768,-1237.3773,-0.053983,1.0
