,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,A,USD,114.0,15108.585063107184,132.5314,144.0628,16423.1592,1314.5741,0.08700899999999989,1.0
1,ABBV,USD,153.0,13583.651589537916,88.782,115.2758,17637.1974,4053.5458,0.29841399999999996,1.0
2,ABT,USD,134.0,15836.0486,118.1795,123.9866,16614.2044,778.1558,0.049137999999999904,1.0
3,ADM,USD,350.0,17935.334915781896,51.2438,60.674,21235.9,3300.5651,0.18402600000000002,1.0
4,AEE,USD,249.0,19344.4641,77.6886,77.8048,19373.3952,28.9311,0.0014959999999999418,1.0
5,ATO,USD,224.0,21454.7613,95.7802,95.9907,21501.9168,47.1555,0.0021979999999999222,1.0
6,CHD,USD,235.0,22769.8071,96.8928,97.4804,22907.894,138.0869,0.006064000000000069,1.0
7,CNA.L,GBp,29540.0,24821.742493330443,0.8403,73.4328,29353.2464,4531.5039,0.18252800000000002,73.9
8,CNC,USD,177.0,12721.669,71.8738,79.79,14122.83,1401.161,0.1101399999999999,1.0
9,CNP,USD,940.0,23174.7876,24.654,24.5756,23101.064,-73.7236,-0.0031799999999999606,1.0
10,COST,USD,57.0,20983.81595735294,368.1371,523.5757,29843.8149,8859.9989,0.4222300000000001,1.0
11,CVS,USD,208.0,13892.480059939044,66.7908,91.5144,19034.9952,5142.5151,0.3701650000000001,1.0
12,DGE.L,GBp,487.0,23665.00323748041,48.5934,4057.7939,26740.8069,3075.8037,0.12997400000000003,73.9
13,DGX,USD,120.0,16518.28772,137.6524,143.9519,17274.228,755.9403,0.045763999999999916,1.0
14,DHR,USD,59.0,14297.182831040565,242.3251,265.0316,15636.8644,1339.6816,0.09370300000000009,1.0
15,ED,USD,325.0,23877.6513,73.4697,73.8973,24016.6225,138.9712,0.005819999999999936,1.0
16,EIX,USD,448.0,23133.89874826958,51.6382,53.2372,23850.2656,716.3669,0.03096499999999991,1.0
17,EL,USD,70.0,24343.1378,347.7591,332.6972,23288.804,-1054.3338,-0.04331099999999999,1.0
18,EW,USD,126.0,13784.856106587456,109.4036,123.92,15613.92,1829.0639,0.132687,1.0
