,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,135.0,15068.469034675025,111.6183,131.8604,17801.154,2732.685,0.18135100000000004,1.0
1,ABF.L,GBp,1038.0,25212.068580615098,24.2891,1923.6583,25186.1417,-25.9269,-0.0010289999999999466,79.28
2,AES,USD,1093.0,21701.0064,19.8545,19.545,21362.685,-338.3214,-0.015588000000000046,1.0
3,AMGN,USD,71.0,15347.81353586006,216.1664,213.398,15151.258,-196.5555,-0.012807000000000013,1.0
4,AZN.L,GBp,97.0,11834.321322897727,122.0033,11906.9092,14568.2416,2733.9203,0.2310160000000001,79.28
5,BDX,USD,79.0,14689.7646,185.9464,185.6315,14664.8885,-24.8761,-0.0016929999999999445,1.0
6,BIIB,USD,58.0,17956.1782,309.5893,314.0,18212.0,255.8218,0.014246999999999899,1.0
7,BSX,USD,358.0,16963.77357171984,47.3848,53.09,19006.22,2042.4464,0.12040099999999998,1.0
8,CAG,USD,914.0,26713.955713114752,29.2275,32.3331,29552.4534,2838.4977,0.1062559999999999,1.0
9,CAH,USD,241.0,14577.159948091865,60.4861,80.2731,19345.8171,4768.6572,0.3271329999999999,1.0
10,CCH.L,GBp,971.0,27310.95910313131,28.1266,2501.7124,30640.2969,3329.3378,0.12190600000000007,79.28
11,CI,USD,57.0,13435.421316356134,235.7091,248.4838,14163.5766,728.1553,0.05419700000000005,1.0
12,CLX,USD,150.0,20874.466034482757,139.1631,150.526,22578.9,1704.434,0.08165200000000006,1.0
13,CNA.L,GBp,19443.0,22455.227518959604,1.1549,114.4301,28063.3758,5608.1483,0.249776,79.28
14,CPB,USD,533.0,21693.934465470913,40.7016,48.1217,25648.8661,3954.9316,0.18230499999999994,1.0
15,DGX,USD,122.0,16913.81559462366,138.6378,125.8862,15358.1164,-1555.6992,-0.091978,1.0
16,ED,USD,250.0,19199.08553186708,76.7963,89.1068,22276.7,3077.6145,0.16030100000000003,1.0
17,ETR,USD,479.0,23067.221708282264,48.157,48.5347,23248.1213,180.8996,0.007843000000000044,1.0
18,FE,USD,626.0,21467.16623211385,34.2926,34.6831,21711.6206,244.4544,0.011387000000000036,1.0
19,GILD,USD,279.0,16881.8379834165,60.5084,71.1793,19859.0247,2977.1867,0.1763539999999999,1.0
