,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,132.0,20067.30728490992,152.0251,171.1111,22586.6652,2519.3579,0.12554500000000002,1.0
1,AEE,USD,295.0,24670.52212857143,83.6289,87.7044,25872.798,1202.2759,0.048732999999999915,1.0
2,AEP,USD,301.0,24582.33577275132,81.6689,88.5591,26656.2891,2073.9533,0.08436700000000008,1.0
3,AMGN,USD,84.0,21100.1469716159,251.1922,254.3894,21368.7096,268.5626,0.012728000000000073,1.0
4,BMY,USD,552.0,28719.0814,52.0273,53.8272,29712.6144,993.533,0.03459499999999993,1.0
5,BSX,USD,312.0,18821.097123245814,60.324,91.07,28413.84,9592.7429,0.509681,1.0
6,CAH,USD,202.0,17700.9588043753,87.6285,116.572,23547.544,5846.5852,0.330298,1.0
7,CI,USD,71.0,23097.5704,325.3179,272.9161,19377.0431,-3720.5273,-0.16107899999999997,1.0
8,CLX,USD,150.0,23091.788018867926,153.9453,153.8523,23077.845,-13.943,-0.0006040000000000489,1.0
9,CMS,USD,444.0,29229.95069933775,65.8332,64.3532,28572.8208,-657.1299,-0.022480999999999973,1.0
10,CNP,USD,774.0,24174.4983,31.2332,31.4544,24345.7056,171.2073,0.007082000000000033,1.0
11,COO,USD,215.0,22229.5573,103.3933,92.81,19954.15,-2275.4073,-0.10236,1.0
12,COST,USD,28.0,17703.826116425123,632.2795,952.5414,26671.1592,8967.3331,0.5065200000000001,1.0
13,D,USD,559.0,26584.878133106005,47.5579,50.7818,28387.0262,1802.1481,0.0677890000000001,1.0
14,DTE,USD,244.0,29621.700481889762,121.4004,115.9069,28281.2836,-1340.4169,-0.04525100000000004,1.0
15,DUK,USD,249.0,21545.51989040409,86.5282,104.2782,25965.2718,4419.7519,0.20513500000000007,1.0
16,ED,USD,249.0,24455.1835875,98.2136,85.9167,21393.2583,-3061.9253,-0.12520600000000004,1.0
17,EIX,USD,400.0,26565.881894223072,66.4147,73.8248,29529.92,2964.0381,0.11157299999999992,1.0
18,ETR,USD,483.0,22637.541266200315,46.8686,73.6552,35575.4616,12937.9203,0.5715250000000001,1.0
19,EXC,USD,678.0,24443.074,36.0517,35.8965,24337.827,-105.247,-0.004305000000000003,1.0
20,GILD,USD,354.0,26782.1263,75.6557,90.8788,32171.0952,5388.9689,0.20121600000000006,1.0
21,GIS,USD,369.0,24672.399074177214,66.8629,59.1071,21810.5199,-2861.8792,-0.11599599999999999,1.0
22,HCA,USD,73.0,24160.769859120443,330.9695,301.9032,22038.9336,-2121.8363,-0.08782199999999996,1.0
23,IMB.L,GBp,796.0,20989.305648222864,26.3685,2558.1799,25527.2809,4537.9753,0.21620299999999992,79.77
24,INCY,USD,407.0,30511.050600000002,74.9657,69.91,28453.37,-2057.6806,-0.06744000000000006,1.0
25,ISRG,USD,48.0,17378.181539435096,362.0454,537.02,25776.96,8398.7785,0.48329500000000003,1.0
26,JNJ,USD,150.0,23403.86597560976,156.0258,140.7697,21115.455,-2288.411,-0.09777899999999995,1.0
27,KMB,USD,189.0,24139.47252046196,127.7221,125.4319,23706.6291,-432.8434,-0.01793100000000003,1.0
28,KR,USD,525.0,29068.714200000002,55.369,60.2966,31655.715,2587.0008,0.08899600000000008,1.0
29,MCK,USD,37.0,22771.6439,615.4498,576.2106,21319.7922,-1451.8517,-0.06375699999999995,1.0
30,MDT,USD,313.0,26628.15817125382,85.074,77.734,24330.742,-2297.4162,-0.08627799999999997,1.0
31,MKS.L,GBp,5460.0,15520.19318106979,2.8425,381.7606,26130.2855,10610.0923,0.6836469999999999,79.77
32,MO,USD,723.0,28379.538997705233,39.2525,48.1356,34802.0388,6422.4998,0.22630700000000004,1.0
33,NEE,USD,369.0,26935.654015642463,72.9964,70.2256,25913.2464,-1022.4076,-0.03795800000000005,1.0
34,NI,USD,924.0,33107.6546,35.8308,35.6019,32896.1556,-211.499,-0.006387999999999949,1.0
35,NRG,USD,357.0,19183.012686109185,53.7339,91.4945,32663.5365,13480.5238,0.702733,1.0
36,PEG,USD,340.0,19811.984840831614,58.2705,82.4468,28031.912,8219.9272,0.414898,1.0
37,PM,USD,246.0,22313.328215757574,90.7046,116.3729,28627.7334,6314.4052,0.282988,1.0
38,PNW,USD,303.0,24772.8495,81.7586,81.4419,24676.8957,-95.9538,-0.003874000000000044,1.0
39,PPL,USD,946.0,23725.10225034703,25.0794,31.3414,29648.9644,5923.8621,0.249687,1.0
40,SO,USD,333.0,22289.267186581907,66.9347,79.8401,26586.7533,4297.4861,0.19280600000000003,1.0
41,SRE,USD,312.0,22994.49923173389,73.7003,84.5822,26389.6464,3395.1472,0.14765099999999998,1.0
42,SYK,USD,59.0,20687.202735483872,350.6306,365.5414,21566.9426,879.7399,0.042526000000000064,1.0
43,SYY,USD,312.0,22990.57589717868,73.6877,74.3492,23196.9504,206.3745,0.008977000000000013,1.0
44,TSN,USD,437.0,26897.1263,61.5495,55.3095,24170.2515,-2726.8748,-0.10138199999999997,1.0
45,VRTX,USD,48.0,21956.4946,457.427,408.18,19592.64,-2363.8546,-0.107661,1.0
46,WEC,USD,302.0,26988.623765273307,89.3663,91.1424,27525.0048,536.381,0.019873999999999947,1.0
47,WMT,USD,349.0,18729.433166606705,53.666,91.6133,31973.0417,13243.6085,0.707101,1.0
48,XEL,USD,421.0,26594.69869639889,63.1703,65.031,27378.051,783.3523,0.02945500000000001,1.0
