,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,162.0,23167.877264585622,143.0116,161.3998,26146.7676,2978.8903,0.12857800000000008,1.0
1,AEP,USD,305.0,24403.635060960958,80.0119,87.9708,26831.094,2427.4589,0.09947100000000009,1.0
2,AES,USD,1555.0,26925.1125,17.3152,15.5835,24232.3425,-2692.77,-0.10001000000000004,1.0
3,AMGN,USD,85.0,20892.73879987853,245.7969,313.6215,26657.8275,5765.0887,0.275938,1.0
4,AZN.L,GBp,138.0,21104.0351,152.9278,12121.4336,21758.0364,654.0013,0.030988999999999933,76.88000000000001
5,BSX,USD,314.0,17495.433609305383,55.7179,75.55,23722.7,6227.2664,0.3559380000000001,1.0
6,CAH,USD,197.0,15260.374442459413,77.4638,93.0611,18333.0367,3072.6623,0.20134999999999992,1.0
7,CHD,USD,211.0,19663.255294705305,93.1908,100.0328,21106.9208,1443.6655,0.0734189999999999,1.0
8,CI,USD,80.0,23449.154144948767,293.1144,329.1808,26334.464,2885.3099,0.12304500000000007,1.0
9,CL,USD,277.0,21076.536698831776,76.0886,94.0561,26053.5397,4977.003,0.2361390000000001,1.0
10,CMS,USD,388.0,21982.721735031846,56.6565,58.4204,22667.1152,684.3935,0.031133000000000077,1.0
11,CNP,USD,832.0,24539.3072,29.4944,27.5856,22951.2192,-1588.088,-0.06471700000000002,1.0
12,COST,USD,32.0,18197.294024637682,568.6654,831.5831,26610.6592,8413.3652,0.46234200000000003,1.0
13,CPB,USD,488.0,20279.4816,41.5563,44.0428,21492.8864,1213.4048,0.05983399999999994,1.0
14,D,USD,546.0,25433.9499,46.5823,47.5858,25981.8468,547.8969,0.02154300000000009,1.0
15,DHR,USD,82.0,20695.3747,252.3826,242.2246,19862.4172,-832.9575,-0.04024799999999995,1.0
16,DTE,USD,195.0,20147.4423,103.3202,110.0856,21466.692,1319.2497,0.06547999999999998,1.0
17,DUK,USD,273.0,22705.349860547423,83.1698,100.4047,27410.4831,4705.1332,0.207225,1.0
18,ED,USD,261.0,23216.1277,88.9507,88.7584,23165.9424,-50.1853,-0.0021619999999999973,1.0
19,EIX,USD,378.0,24554.31056732673,64.9585,68.4442,25871.9076,1317.597,0.05366000000000004,1.0
20,ETR,USD,539.0,23271.81544527293,43.1759,52.5545,28326.8755,5055.0601,0.2172179999999999,1.0
21,HCA,USD,67.0,20410.969624637684,304.6413,317.654,21282.818,871.8484,0.04271500000000006,1.0
22,IMB.L,GBp,872.0,22207.5006,25.4673,2091.8618,23726.6323,1519.1317,0.0684070000000001,76.88000000000001
23,INCY,USD,331.0,19555.1556,59.079,65.37,21637.47,2082.3144,0.10648499999999994,1.0
24,ISRG,USD,50.0,16632.388224679486,332.6478,416.14,20807.0,4174.6118,0.250993,1.0
25,KMB,USD,163.0,20613.189646666666,126.4613,134.3816,21904.2008,1291.0112,0.06262999999999996,1.0
26,KO,USD,403.0,24334.4631,60.3833,61.991,24982.373,647.9099,0.0266249999999999,1.0
27,KR,USD,504.0,21942.759088944,43.5372,52.8384,26630.5536,4687.7945,0.213638,1.0
28,LLY,USD,26.0,12802.896783451717,492.4191,838.6484,21804.8584,9001.9616,0.703119,1.0
29,MDT,USD,266.0,20786.587798529414,78.1451,76.8135,20432.391,-354.1968,-0.017040000000000055,1.0
30,MKS.L,GBp,6976.0,17473.55436306246,2.5048,310.4599,28170.763,10697.2086,0.612201,76.88000000000001
31,MO,USD,783.0,27618.00222622556,35.272,43.5534,34102.3122,6484.31,0.23478700000000008,1.0
32,MRK,USD,209.0,19428.51656067829,92.9594,117.1401,24482.2809,5053.7643,0.26012100000000005,1.0
33,NEE,USD,348.0,25210.8808,72.4451,68.1305,23709.414,-1501.4668,-0.05955699999999997,1.0
34,NI,USD,860.0,23319.922592363266,27.1162,29.1517,25070.462,1750.5394,0.07506600000000008,1.0
35,NRG,USD,405.0,18106.613751013774,44.7077,71.6966,29037.123,10930.5092,0.603675,1.0
36,PEG,USD,410.0,22024.932539055735,53.7193,70.0344,28714.104,6689.1715,0.3037099999999999,1.0
37,PG,USD,167.0,25255.00976495327,151.2276,161.0265,26891.4255,1636.4157,0.06479600000000008,1.0
38,PM,USD,281.0,23319.158149540945,82.9863,100.6159,28273.0679,4953.9098,0.21243999999999996,1.0
39,PPL,USD,935.0,22964.00554869678,24.5604,27.1784,25411.804,2447.7985,0.10659400000000008,1.0
40,SO,USD,368.0,24001.935515035184,65.2227,76.7866,28257.4688,4255.5333,0.1772990000000001,1.0
41,SRE,USD,309.0,22412.7347,72.5331,73.7219,22780.0671,367.3324,0.016389999999999905,1.0
42,STZ,USD,81.0,20172.0447,249.0376,238.5275,19320.7275,-851.3172,-0.04220299999999999,1.0
43,SYK,USD,62.0,20408.7722,329.1737,325.825,20201.15,-207.6222,-0.010172999999999988,1.0
44,TMO,USD,34.0,18064.9341,531.3216,537.4415,18273.011,208.0769,0.011517999999999917,1.0
45,TSCO.L,GBp,5322.0,21282.67869737926,3.999,324.7439,22480.3204,1197.6417,0.05627300000000002,76.88000000000001
46,TSN,USD,426.0,22954.284835606388,53.8833,57.0019,24282.8094,1328.5246,0.057876999999999956,1.0
47,ULVR.L,GBp,346.0,20166.1526,58.2837,4825.7139,21718.2233,1552.0707,0.07696400000000003,76.88000000000001
48,VRTX,USD,52.0,20053.84667755102,385.6509,488.12,25382.24,5328.3933,0.26570399999999994,1.0
49,WMT,USD,400.0,19765.15743873741,49.4129,69.6516,27860.64,8095.4826,0.40958300000000003,1.0
