,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,173.0,17293.10257185747,99.9601,131.2745,22710.4885,5417.3859,0.313269,1.0
1,ADM,USD,417.0,23557.991169096822,56.494,64.0372,26703.5124,3145.5212,0.13352199999999992,1.0
2,AEE,USD,264.0,20749.0844,78.595,77.6777,20506.9128,-242.1716,-0.011670999999999987,1.0
3,AEP,USD,314.0,24634.506608,78.4538,82.0244,25755.6616,1121.155,0.045512,1.0
4,AMGN,USD,98.0,21149.816999999995,215.8145,218.4,21403.2,253.383,0.011980000000000102,1.0
5,AZN.L,GBp,133.0,17555.283348630135,131.9946,10767.3008,16989.5718,-565.7115,-0.03222400000000003,84.28999999999999
6,BATS.L,GBp,543.0,23272.852600000002,42.8598,3355.7803,21618.0888,-1654.7638,-0.07110399999999995,84.28999999999999
7,BMY,USD,391.0,21797.537870426066,55.7482,62.9127,24598.8657,2801.3278,0.12851499999999993,1.0
8,CI,USD,85.0,18679.562475000002,219.7596,247.5989,21045.9065,2366.344,0.12668100000000004,1.0
9,CMS,USD,340.0,19988.4405,58.7895,58.4465,19871.81,-116.6305,-0.005834000000000006,1.0
10,CNA.L,GBp,23158.0,20286.055328211503,0.876,85.4785,23484.5308,3198.4755,0.15764899999999993,84.28999999999999
11,CNC,USD,202.0,15183.475348197673,75.1657,85.76,17323.52,2140.0447,0.14094600000000002,1.0
12,CNP,USD,955.0,23843.498043640117,24.967,26.4374,25247.717,1404.219,0.058894,1.0
13,CPB,USD,558.0,21883.017766844918,39.2169,42.3282,23619.1356,1736.1178,0.07933600000000007,1.0
14,CVS,USD,240.0,18182.503340515766,75.7604,81.1357,19472.568,1290.0647,0.07095099999999999,1.0
15,D,USD,346.0,23239.047090000004,67.1649,65.8133,22771.4018,-467.6453,-0.02012400000000003,1.0
16,DUK,USD,240.0,21580.173372262776,89.9174,92.3635,22167.24,587.0666,0.027204000000000006,1.0
17,ED,USD,331.0,24843.28913050866,75.0553,81.6434,27023.9654,2180.6763,0.087777,1.0
18,ES,USD,297.0,21150.7194,71.2145,71.2373,21157.4781,6.7587,0.000320000000000098,1.0
19,ETR,USD,530.0,25607.370106837607,48.3158,47.9009,25387.477,-219.8931,-0.008587000000000011,1.0
20,EXC,USD,751.0,22124.956169276666,29.4607,38.5138,28923.8638,6798.9076,0.30729399999999996,1.0
21,FE,USD,614.0,18956.47911862234,30.8737,31.9981,19646.8334,690.3543,0.03641899999999998,1.0
22,GILD,USD,298.0,16317.1392,54.7555,54.2358,16162.2684,-154.8708,-0.009491000000000027,1.0
23,GIS,USD,382.0,20498.22133259493,53.6603,64.4348,24614.0936,4115.8723,0.20079099999999994,1.0
24,GSK.L,GBp,797.0,16677.88097901264,20.9258,1689.8274,15978.0809,-699.8001,-0.04195899999999997,84.28999999999999
25,HSY,USD,103.0,18649.579911731296,181.0639,197.7995,20373.3485,1723.7686,0.0924290000000001,1.0
26,IMB.L,GBp,953.0,21186.2385,22.2311,1800.4851,20356.6532,-829.5853,-0.039157,84.28999999999999
27,JNJ,USD,111.0,17491.05346565657,157.5771,157.4359,17475.3849,-15.6686,-0.0008960000000000079,1.0
28,KHC,USD,654.0,19807.616786807022,30.2869,32.1568,21030.5472,1222.9304,0.061739999999999906,1.0
29,KO,USD,408.0,19356.702447346543,47.4429,55.6247,22694.8776,3338.1752,0.17245599999999994,1.0
30,KR,USD,545.0,21025.55649877655,38.579,43.7174,23825.983,2800.4265,0.13319199999999998,1.0
31,LLY,USD,58.0,16351.0124781362,281.914,316.7647,18372.3526,2021.3401,0.1236219999999999,1.0
32,MCK,USD,77.0,20786.257800000003,269.9514,320.54,24681.58,3895.3222,0.1873990000000001,1.0
33,MNST,USD,458.0,22031.1992,48.1031,48.875,22384.75,353.5508,0.016046999999999922,1.0
34,MO,USD,746.0,27319.501357746478,36.6213,30.8986,23050.3556,-4269.1458,-0.15626700000000004,1.0
35,MRK,USD,279.0,20243.335739273807,72.5568,83.8119,23383.5201,3140.1844,0.15512100000000006,1.0
36,NG.L,GBp,1513.0,22022.605998472467,14.5556,1095.1708,19658.2444,-2364.3616,-0.10736100000000004,84.28999999999999
37,NI,USD,1021.0,24971.65904753254,24.458,25.3415,25873.6715,902.0125,0.036122999999999905,1.0
38,NRG,USD,621.0,25836.6689,41.6049,32.8583,20405.0043,-5431.6646,-0.21023000000000003,1.0
39,PEP,USD,138.0,20689.7295,149.9256,151.5216,20909.9808,220.2513,0.010645000000000016,1.0
40,PFE,USD,576.0,21484.479942192418,37.2994,41.8045,24079.392,2594.9121,0.12078199999999994,1.0
41,PM,USD,282.0,23980.343884982936,85.0367,75.3297,21242.9754,-2737.3685,-0.114151,1.0
42,SO,USD,407.0,24030.684059016392,59.0434,62.7038,25520.4466,1489.7625,0.06199500000000002,1.0
43,SRE,USD,406.0,25721.40214957265,63.3532,65.801,26715.206,993.8039,0.03863700000000003,1.0
44,SYY,USD,255.0,19626.9398,76.9684,78.2814,19961.757,334.8172,0.017058999999999935,1.0
45,TSN,USD,316.0,21571.84193824215,68.2653,71.8918,22717.8088,1145.9669,0.05312399999999995,1.0
46,UNH,USD,39.0,15003.503528273945,384.7052,469.043,18292.677,3289.1735,0.21922700000000006,1.0
47,VRTX,USD,69.0,16526.682313332276,239.5171,286.15,19744.35,3217.6677,0.19469500000000006,1.0
48,WEC,USD,241.0,22142.873499999998,91.8791,87.838,21168.958,-973.9155,-0.043982999999999994,1.0
