,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,127.0,17080.75911365534,134.4942,142.0393,18038.9911,958.232,0.05610000000000004,1.0
1,ABF.L,GBp,782.0,19167.024392096773,24.5103,2370.3601,23591.9766,4424.9522,0.23086099999999998,78.57
2,AMGN,USD,74.0,16436.964699999997,222.1211,267.5049,19795.3626,3358.3979,0.20432000000000006,1.0
3,ATO,USD,181.0,19726.9692,108.9888,109.8274,19878.7594,151.7902,0.00769400000000009,1.0
4,BDX,USD,99.0,18512.522675,186.9952,182.3296,18050.6304,-461.8923,-0.024950000000000028,1.0
5,BSX,USD,353.0,17485.914334523695,49.5352,56.02,19775.06,2289.1457,0.13091300000000006,1.0
6,CAH,USD,221.0,14795.96284300819,66.9501,97.1562,21471.5202,6675.5574,0.45117300000000005,1.0
7,CHD,USD,232.0,21245.415937179587,91.5751,90.5303,21003.0296,-242.3863,-0.011409000000000002,1.0
8,CI,USD,82.0,21401.16014032258,260.9898,286.7961,23517.2802,2116.1201,0.09887899999999994,1.0
9,CL,USD,309.0,23052.4905,74.6035,74.6423,23064.4707,11.9802,0.000520000000000076,1.0
10,CMS,USD,358.0,19481.846,54.4186,53.5533,19172.0814,-309.7646,-0.015901000000000054,1.0
11,CNA.L,GBp,12748.0,15591.918592749294,1.2231,142.0382,23045.7296,7453.811,0.47804099999999994,78.57
12,CNC,USD,239.0,16694.9483,69.8533,73.43,17549.77,854.8217,0.05120300000000011,1.0
13,COST,USD,43.0,21646.447966666667,503.4058,658.5873,28319.2539,6672.8059,0.30826299999999995,1.0
14,DUK,USD,253.0,20690.719415384614,81.7815,88.5385,22400.2405,1709.5211,0.08262299999999989,1.0
15,DVA,USD,185.0,15043.038,81.3137,103.96,19232.6,4189.562,0.278505,1.0
16,ED,USD,268.0,22202.44986410256,82.845,83.1943,22296.0724,93.6225,0.0042159999999999975,1.0
17,EIX,USD,367.0,22402.25094907749,61.0416,63.403,23268.901,866.6501,0.03868500000000008,1.0
18,ETR,USD,504.0,20852.26026096257,41.3735,46.5657,23469.1128,2616.8525,0.12549600000000005,1.0
19,EXC,USD,600.0,22012.038111801237,36.6867,32.5221,19513.26,-2498.7781,-0.11351800000000001,1.0
20,FE,USD,643.0,20269.99157454068,31.5241,33.0862,21274.4266,1004.435,0.04955299999999996,1.0
21,GILD,USD,274.0,17384.77070470576,63.4481,74.6905,20465.197,3080.4263,0.17718999999999996,1.0
22,HLN.L,GBp,4301.0,17071.695170260224,3.9692,322.4402,17650.6975,579.0023,0.0339259999999999,78.57
23,HUM,USD,34.0,16214.2673,476.8902,437.1371,14862.6614,-1351.6059,-0.08335899999999996,1.0
24,ISRG,USD,52.0,15862.437308333334,305.0469,337.47,17548.44,1686.0027,0.10628900000000008,1.0
25,KHC,USD,653.0,20729.7551,31.7454,32.3335,21113.7755,384.0204,0.018526000000000042,1.0
26,KO,USD,359.0,19703.079,54.8832,54.9595,19730.4605,27.3815,0.0013900000000000023,1.0
27,KR,USD,584.0,25137.392692586855,43.0435,43.0788,25158.0192,20.6265,0.0008200000000000429,1.0
28,LLY,USD,31.0,10720.115391747155,345.8102,572.5063,17747.6953,7027.5799,0.655551,1.0
29,LW,USD,236.0,21004.12075967742,89.0005,102.0049,24073.1564,3069.0356,0.1461159999999999,1.0
30,MDLZ,USD,357.0,21767.10752669024,60.9723,67.1673,23978.7261,2211.6186,0.10160400000000003,1.0
31,MKS.L,GBp,7977.0,17605.62144042293,2.207,272.5468,27670.9409,10065.3195,0.571745,78.57
32,MO,USD,647.0,22170.290459252028,34.2663,33.9581,21970.8907,-199.3998,-0.008993999999999946,1.0
33,MRK,USD,185.0,14951.973104064746,80.8215,100.5578,18603.193,3651.2199,0.24419600000000008,1.0
34,NG.L,GBp,1525.0,20084.6656,13.1703,1059.9131,20572.3238,487.6582,0.024278000000000022,78.57
35,NI,USD,848.0,18767.18042164049,22.1311,24.4933,20770.3184,2003.138,0.10673700000000008,1.0
