,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,97.0,17933.74502344858,184.884,216.5271,21003.1287,3069.3837,0.17115100000000005,1.0
1,ADM,USD,578.0,31485.29513194946,54.4728,61.4766,35533.4748,4048.1797,0.12857399999999997,1.0
2,AEE,USD,286.0,24893.594697701334,87.0405,99.2359,28381.4674,3487.8727,0.14011200000000001,1.0
3,AEP,USD,285.0,25598.749240566936,89.8202,115.9929,33057.9765,7459.2273,0.29139000000000004,1.0
4,AMGN,USD,73.0,21543.3108,295.1138,323.856,23641.488,2098.1772,0.09739399999999998,1.0
5,AZN.L,GBp,125.0,22813.3278,182.5066,14214.541,23875.5392,1062.2114,0.046561000000000075,74.42
6,BATS.L,GBp,584.0,24275.64027828829,41.5679,4059.4265,31855.7522,7580.1119,0.31225100000000006,74.42
7,BIIB,USD,135.0,20436.376018181818,151.3806,187.62,25328.7,4892.324,0.23939299999999997,1.0
8,BMY,USD,387.0,20498.3507,52.9673,55.2899,21397.1913,898.8406,0.043849999999999945,1.0
9,CAH,USD,120.0,12074.66899605864,100.6222,200.6237,24074.844,12000.175,0.9938309999999999,1.0
10,CMS,USD,425.0,28621.267220525344,67.3442,69.4701,29524.7925,903.5253,0.03156800000000004,1.0
11,CNA.L,GBp,12103.0,22578.024156626194,1.8655,180.9189,29423.024,6844.9998,0.303164,74.42
12,CNP,USD,863.0,28381.276061140194,32.8868,37.6822,32519.7386,4138.4625,0.14581500000000003,1.0
13,CVS,USD,357.0,22373.175257452163,62.67,79.6447,28433.1579,6059.9826,0.27085800000000004,1.0
14,D,USD,542.0,27360.942427741807,50.4814,57.3686,31093.7812,3732.8388,0.13643000000000005,1.0
15,DTE,USD,238.0,30817.014450190116,129.4833,128.8783,30673.0354,-143.9791,-0.0046720000000000095,1.0
16,DUK,USD,262.0,25380.443691315566,96.8719,115.8136,30343.1632,4962.7195,0.19553299999999996,1.0
17,ED,USD,305.0,30289.4922,99.3098,98.4367,30023.1935,-266.2987,-0.008792000000000022,1.0
18,EIX,USD,496.0,29456.8594,59.3888,60.2623,29890.1008,433.2414,0.014707999999999943,1.0
