,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABBV,USD,97.0,17933.74502344858,184.884,212.2789,20591.0533,2657.3083,0.1481730000000001,1.0
1,ADM,USD,578.0,31485.29513194946,54.4728,65.3872,37793.8016,6308.5065,0.200364,1.0
2,AEE,USD,286.0,24893.594697701334,87.0405,103.0301,29466.6086,4573.0139,0.18370299999999995,1.0
3,AEP,USD,285.0,25598.749240566936,89.8202,118.2848,33711.168,8112.4188,0.3169059999999999,1.0
4,AMGN,USD,73.0,21543.3108,295.1138,328.7222,23996.7206,2453.4098,0.11388299999999996,1.0
5,AZN.L,GBp,125.0,22813.3278,182.5066,13518.6123,22673.1053,-140.2225,-0.006145999999999985,74.53
6,BATS.L,GBp,584.0,24275.64027828829,41.5679,4256.3984,33352.1624,9076.5221,0.37389300000000003,74.53
7,BIIB,USD,135.0,20436.376018181818,151.3806,165.38,22326.3,1889.924,0.09247800000000006,1.0
8,BMY,USD,387.0,20498.3507,52.9673,53.6666,20768.9742,270.6235,0.013201999999999936,1.0
9,CAH,USD,120.0,12074.66899605864,100.6222,209.8613,25183.356,13108.687,1.085636,1.0
10,CMS,USD,425.0,28621.267220525344,67.3442,70.82,30098.5,1477.2328,0.05161199999999999,1.0
11,CNA.L,GBp,12103.0,22578.024156626194,1.8655,180.7189,29347.1199,6769.0957,0.2998019999999999,74.53
12,CNP,USD,863.0,28381.276061140194,32.8868,39.0844,33729.8372,5348.5611,0.18845299999999998,1.0
13,CVS,USD,357.0,22373.175257452163,62.67,79.4364,28358.7948,5985.6195,0.2675350000000001,1.0
14,D,USD,542.0,27360.942427741807,50.4814,60.4458,32761.6236,5400.6812,0.1973879999999999,1.0
15,DTE,USD,238.0,30817.014450190116,129.4833,134.5537,32023.7806,1206.7661,0.039158999999999944,1.0
16,DUK,USD,262.0,25380.443691315566,96.8719,118.5404,31057.5848,5677.1411,0.22368199999999994,1.0
17,ED,USD,305.0,30289.4922,99.3098,104.2311,31790.4855,1500.9933,0.049555000000000016,1.0
18,EIX,USD,496.0,29456.8594,59.3888,59.1952,29360.8192,-96.0402,-0.0032600000000000406,1.0
19,EL,USD,280.0,29829.1073,106.5325,114.102,31948.56,2119.4527,0.07105300000000003,1.0
20,ES,USD,467.0,30080.006010245062,64.4111,70.0494,32713.0698,2633.0638,0.08753600000000006,1.0
21,ETR,USD,376.0,20949.945935859956,55.7179,94.131,35393.256,14443.3101,0.6894210000000001,1.0
22,EVRG,USD,524.0,35621.43840637465,67.9798,75.4935,39558.594,3937.1556,0.11052799999999996,1.0
23,EW,USD,211.0,17891.683773931625,84.7947,83.46,17610.06,-281.6238,-0.015739999999999976,1.0
24,EXC,USD,765.0,29885.65223157318,39.0662,44.5684,34094.826,4209.1738,0.14084300000000005,1.0
25,FE,USD,862.0,34872.86448366245,40.4558,46.8124,40352.2888,5479.4243,0.15712499999999996,1.0
26,GILD,USD,208.0,16550.360407100667,79.569,123.439,25675.312,9124.9516,0.551345,1.0
27,GSK.L,GBp,886.0,20864.520143584068,23.5491,1795.3574,21342.9043,478.3842,0.022928999999999977,74.53
28,HCA,USD,53.0,18458.698381559017,348.2773,463.6903,24575.5859,6116.8875,0.33138200000000007,1.0
29,HOLX,USD,277.0,20745.0844,74.892,75.11,20805.47,60.3856,0.002911000000000108,1.0
30,IMB.L,GBp,681.0,29331.7157,43.0715,3032.6262,27709.8946,-1621.8211,-0.05529200000000001,74.53
31,INCY,USD,238.0,20487.64262099738,86.0825,102.62,24423.56,3935.9174,0.19211200000000006,1.0
32,IQV,USD,90.0,19005.386363636364,211.171,233.69,21032.1,2026.7136,0.10663899999999993,1.0
33,JNJ,USD,133.0,21331.06411981298,160.3839,217.0561,28868.4613,7537.3972,0.35335300000000003,1.0
34,KO,USD,439.0,30776.8205,70.1067,71.26,31283.14,506.3195,0.016450999999999993,1.0
35,LLY,USD,20.0,20942.6446,1047.1322,1039.5549,20791.098,-151.5466,-0.00723600000000002,1.0
36,MDT,USD,230.0,19818.751266085415,86.1685,97.8015,22494.345,2675.5937,0.13500299999999998,1.0
37,MNST,USD,482.0,30329.657909195485,62.9246,81.47,39268.54,8938.8821,0.294724,1.0
38,MO,USD,607.0,27001.01464371964,44.4827,60.1422,36506.3154,9505.3008,0.352036,1.0
39,MRK,USD,215.0,21506.4144,100.0298,108.6453,23358.7395,1852.3251,0.0861289999999999,1.0
40,NEE,USD,385.0,31099.5979,80.7782,82.9444,31933.594,833.9961,0.02681700000000009,1.0
41,NG.L,GBp,2113.0,31835.54930459046,15.0665,1190.5,33751.865,1916.3157,0.060195,74.53
42,NRG,USD,225.0,21710.153189482462,96.4896,148.4466,33400.485,11690.3318,0.538473,1.0
43,PFE,USD,838.0,20156.02917907194,24.0525,25.0996,21033.4648,877.4356,0.04353399999999996,1.0
44,PM,USD,183.0,29104.4265,159.0406,165.7008,30323.2464,1218.8199,0.04187699999999994,1.0
45,PPL,USD,883.0,24829.08075218777,28.119,36.6354,32349.0582,7519.9774,0.30287,1.0
46,SRE,USD,328.0,25450.03746188277,77.5916,87.8178,28804.2384,3354.2009,0.1317950000000001,1.0
47,TSN,USD,534.0,30775.6347,57.6323,60.4117,32259.8478,1484.2131,0.0482260000000001,1.0
48,WEC,USD,274.0,25832.715729080308,94.28,108.1485,29632.689,3799.9733,0.1470990000000001,1.0
49,WMT,USD,257.0,28948.8987,112.6416,118.4669,30445.9933,1497.0946,0.051714999999999955,1.0
50,XEL,USD,435.0,28414.834557788832,65.3215,75.6508,32908.098,4493.2634,0.1581300000000001,1.0
