,symbol,currency,current_shares,total_investment,avg_cost,current_price,current_value,P&L,percentage_change,fx_rate
0,ABT,USD,192.0,21156.2647,110.1889,110.8648,21286.0416,129.7769,0.006134000000000084,1.0
1,AEE,USD,303.0,25358.177128571428,83.6904,86.1122,26091.9966,733.8195,0.028937999999999908,1.0
2,AEP,USD,293.0,23928.984655867567,81.6689,88.4537,25916.9341,1987.9494,0.08307700000000007,1.0
3,BATS.L,GBp,740.0,27352.5042,36.9628,2966.6287,27393.3771,40.8729,0.001495000000000024,80.14
4,BMY,USD,550.0,28615.026757246374,52.0273,53.5262,29439.41,824.3832,0.028810000000000002,1.0
5,BSX,USD,304.0,18338.504889316435,60.324,95.95,29168.8,10830.2951,0.590578,1.0
6,CAG,USD,867.0,22030.717,25.4103,24.4033,21157.6611,-873.0559,-0.039630000000000054,1.0
7,CAH,USD,232.0,21192.691004375298,91.3478,120.7181,28006.5992,6813.9082,0.3215220000000001,1.0
8,CL,USD,248.0,21679.8454,87.4187,84.3512,20919.0976,-760.7478,-0.035089999999999955,1.0
9,CLX,USD,169.0,25989.258518867926,153.7826,151.2164,25555.5716,-433.6869,-0.016687000000000007,1.0
10,CMS,USD,422.0,27781.619808830023,65.8332,63.8524,26945.7128,-835.907,-0.030088000000000004,1.0
11,CNP,USD,800.0,24970.3864,31.213,30.2697,24215.76,-754.6264,-0.030221000000000053,1.0
12,COST,USD,29.0,18608.582316425123,641.6753,921.2973,26717.6217,8109.0394,0.4357690000000001,1.0
13,CPB,USD,559.0,21993.1867,39.3438,36.6861,20507.5299,-1485.6568,-0.06755100000000003,1.0
14,D,USD,471.0,22399.78103880667,47.5579,51.5657,24287.4447,1887.6637,0.0842719999999999,1.0
15,DTE,USD,219.0,26586.690186614174,121.4004,116.1469,25436.1711,-1150.5191,-0.043274000000000035,1.0
16,DUK,USD,238.0,20593.70977476375,86.5282,103.5701,24649.6838,4055.974,0.19695200000000002,1.0
17,EIX,USD,364.0,24174.952523742995,66.4147,64.6096,23517.8944,-657.0581,-0.027178999999999953,1.0
18,ETR,USD,375.0,17575.730796739375,46.8686,74.0127,27754.7625,10179.0317,0.579153,1.0
19,EVRG,USD,548.0,32251.77,58.8536,58.0985,31837.978,-413.792,-0.012830000000000008,1.0
20,EXC,USD,696.0,25092.2715,36.0521,36.5375,25430.1,337.8285,0.01346399999999992,1.0
21,GILD,USD,341.0,25798.601887853107,75.6557,86.226,29403.066,3604.4641,0.13971599999999995,1.0
22,GIS,USD,373.0,24908.321574177215,66.7783,56.5385,21088.8605,-3819.4611,-0.15334000000000003,1.0
23,IMB.L,GBp,848.0,22673.216248222863,26.7373,2622.1348,27746.0733,5072.8571,0.22373700000000007,80.14
24,INCY,USD,370.0,27737.31872727273,74.9657,73.13,27058.1,-679.2187,-0.024487000000000037,1.0
25,ISRG,USD,48.0,17378.181539435096,362.0454,544.02,26112.96,8734.7785,0.502629,1.0
26,KMB,USD,203.0,25876.663420461962,127.4712,120.2981,24420.5143,-1456.1491,-0.05627199999999999,1.0
27,KR,USD,503.0,27850.596652571432,55.369,57.4392,28891.9176,1041.3209,0.037388999999999895,1.0
28,MDT,USD,290.0,24671.45645259939,85.074,79.5028,23055.812,-1615.6445,-0.06548699999999996,1.0
29,MKC,USD,284.0,20836.1978,73.3669,71.98,20442.32,-393.8778,-0.018904000000000032,1.0
30,MKS.L,GBp,4466.0,12694.722114772469,2.8425,376.7611,20995.9455,8301.2234,0.6539269999999999,80.14
31,MO,USD,720.0,28261.781574478242,39.2525,47.2546,34023.312,5761.5304,0.203862,1.0
32,NEE,USD,314.0,22920.854636617165,72.9964,68.0585,21370.369,-1550.4856,-0.06764599999999998,1.0
33,NI,USD,852.0,30527.83735844156,35.8308,35.2059,29995.4268,-532.4106,-0.01744000000000001,1.0
34,NRG,USD,332.0,17839.664458790616,53.7339,96.9135,32175.282,14335.6175,0.803582,1.0
35,PEG,USD,330.0,19229.279404336565,58.2705,81.9567,27045.711,7816.4316,0.40648700000000004,1.0
36,PG,USD,167.0,26841.604,160.7282,156.8141,26187.9547,-653.6493,-0.02435200000000004,1.0
37,PM,USD,237.0,21496.98693957132,90.7046,116.6601,27648.4437,6151.4568,0.286154,1.0
38,PPL,USD,899.0,22546.37095461097,25.0794,30.928,27804.272,5257.901,0.23320300000000005,1.0
39,SO,USD,312.0,20883.637724365028,66.9347,79.7057,24868.1784,3984.5407,0.19079800000000002,1.0
40,SRE,USD,308.0,22699.697959532175,73.7003,79.6396,24528.9968,1829.2988,0.08058699999999996,1.0
41,SYK,USD,61.0,21396.859235483873,350.7682,359.79,21947.19,550.3308,0.025719999999999965,1.0
42,SYY,USD,343.0,25243.54439717868,73.5963,72.2659,24787.2037,-456.3407,-0.01807700000000001,1.0
43,TSCO.L,GBp,5370.0,25071.0003,4.6687,369.8653,24783.8365,-287.1638,-0.011450999999999989,80.14
44,TSN,USD,410.0,25235.290121281465,61.5495,53.1255,21781.455,-3453.8351,-0.13686500000000001,1.0
45,ULVR.L,GBp,340.0,20905.5984,61.4871,4839.333,20531.2356,-374.3628,-0.017908000000000035,80.14
46,WEC,USD,290.0,25916.228118971056,89.3663,90.8643,26350.647,434.4189,0.016761999999999944,1.0
47,WMT,USD,336.0,18031.775197650008,53.666,90.7434,30489.7824,12458.0072,0.6908920000000001,1.0
48,XEL,USD,424.0,26786.12159639889,63.1748,63.8202,27059.7648,273.6432,0.010216000000000003,1.0
