,date,initial_capital,investment_cost,investment_value,cash,net_capital,P&L,percentage_change
134,2021-10-07,1000000,970888.6601,996551.3156,25012.039299999793,1021563.3548999998,21563.354899999802,0.021563
135,2021-10-08,1000000,970888.6601,993945.843,25012.039299999793,1018957.8822999998,18957.882299999823,0.018958
136,2021-10-11,1000000,970888.6601,988889.7222,25012.039299999793,1013901.7614999998,13901.76149999979,0.013902
137,2021-10-12,1000000,970888.6601,990825.3409,25012.039299999793,1015837.3801999998,15837.380199999781,0.015837
138,2021-10-13,1000000,970888.6601,993814.385,25012.039299999793,1018826.4242999998,18826.42429999984,0.018826
139,2021-10-14,1000000,970888.6601,1007132.2817,25012.039299999793,1032144.3209999999,32144.32099999988,0.032144
140,2021-10-15,1000000,970888.6601,1006990.276,25012.039299999793,1032002.3152999998,32002.315299999784,0.032002
141,2021-10-18,1000000,970888.6601,1002037.464,25012.039299999793,1027049.5032999999,27049.503299999866,0.02705
142,2021-10-19,1000000,970888.6601,1009991.9392,25012.039299999793,1035003.9784999999,35003.97849999985,0.035004
143,2021-10-20,1000000,970888.6601,1021860.7416,25012.039299999793,1046872.7808999998,46872.78089999978,0.046873
144,2021-10-21,1000000,970888.6601,1021260.3095,25012.039299999793,1046272.3487999998,46272.3487999998,0.046272
145,2021-10-22,1000000,970888.6601,1025876.1102,25012.039299999793,1050888.1494999998,50888.149499999825,0.050888
146,2021-10-25,1000000,970888.6601,1025510.6553,25012.039299999793,1050522.6945999998,50522.69459999981,0.050523
147,2021-10-26,1000000,970888.6601,1029591.5821,25012.039299999793,1054603.6213999998,54603.62139999983,0.054604
148,2021-10-27,1000000,970888.6601,1024217.2353,25012.039299999793,1049229.2745999997,49229.274599999655,0.049229
149,2021-10-28,1000000,970888.6601,1027087.9707,25012.039299999793,1052100.0099999998,52100.00999999978,0.0521
150,2021-10-29,1000000,970888.6601,1028268.2842,25012.039299999793,1053280.3234999997,53280.32349999971,0.05328
151,2021-11-01,1000000,970888.6601,1030131.2161,25012.039299999793,1055143.2553999997,55143.255399999674,0.055143
152,2021-11-02,1000000,971669.868,1029349.8008,30434.827899999793,1059784.6286999998,59784.62869999977,0.059785
153,2021-11-03,1000000,971669.868,1035731.1679,30434.827899999793,1066165.9957999997,66165.99579999968,0.066166
154,2021-11-04,1000000,971669.868,1037087.9256,30434.827899999793,1067522.7534999996,67522.75349999964,0.067523
