symbol,gics_sector,sector,composite_score,sector_rank,momentum_252,volatility_252,risk_adjusted_momentum_252,volume_60d_avg,var_95,atr_pct,atr_14,history_rows
WDC,Information Technology,Information Technology,2.3843534632382046,1.0,9.094292968685176,0.6071318558109392,14.979106896866796,2670990043.8076577,-0.055025775347791725,4.853318447070462,19.595030327146198,1254
CAT,Industrials,Industrials,2.15880988362931,1.0,1.7207817417992204,0.31189421557471525,5.51719671565054,2015404736.7920635,-0.025850552066848213,2.6874693120234374,22.19742212009718,1254
AZN.L,Health Care,Health Care,2.0662505757794314,1.0,0.3276081794452326,0.24170602088600146,1.3553993328107707,39037872746.89007,-0.019227168512181668,3.6477121243988093,509.65833802100167,1259
MU,Information Technology,Information Technology,2.0472977521620077,2.0,5.787455787909194,0.5851538552265998,9.890485615390865,16995036041.294313,-0.04923397376470413,5.15194172107357,27.008023078145357,1254
TD.TO,Financials,Financials,2.0415488073599137,1.0,0.7337977921446504,0.14410017518856091,5.0922755033742755,732430006.8830427,-0.013415037842106453,1.3262558566176892,1.9120630442012525,1253
BATS.L,Consumer Staples,Consumer Staples,1.8615314188376533,1.0,0.3451532819801397,0.219144042511206,1.5750064570543376,21150417904.792236,-0.02091515292131651,2.452909173374734,103.90523258415374,1259
GOOGL,Communication Services,Communication Services,1.8276205918430075,1.0,1.2134495694498173,0.28226098813978323,4.299033945310517,10038098750.043886,-0.02341437404642267,2.2415478755884335,7.875454224004468,1254
RR.L,Industrials,Industrials,1.7680452069558543,2.0,0.49655340934746617,0.3315520864488579,1.4976633525847522,42445567378.20965,-0.030792593011087818,4.789602540248269,54.14166828430299,1260
JNJ,Health Care,Health Care,1.748113715994394,2.0,0.49876906521539977,0.1668289676581401,2.9897030007250263,1972429533.2153666,-0.014440666226163797,2.0284226430844337,4.5824096672751,1254
AMZN,Consumer Discretionary,Consumer Discretionary,1.741302482299906,1.0,0.40747291327626756,0.30693991099520823,1.3275331707600215,11334025611.739746,-0.02587924029952296,2.4476197185593955,6.426225272295989,1254
GLEN.L,Materials,Materials,1.7003161978798358,1.0,1.0603356291504586,0.31563914122310477,3.3593287101265314,22028445057.390446,-0.02392153058620225,2.303577659778038,12.70423079367588,1258
FTI,Energy,Energy,1.6871650424937985,1.0,1.7325061906745178,0.30347671601594706,5.708860348230071,265223053.66475093,-0.028210939901086956,2.971157397399396,2.2215342862957477,1254
GOOG,Communication Services,Communication Services,1.6694228946181904,2.0,1.1695479838113192,0.27607045221964116,4.236411301564533,6450035387.563631,-0.02298269465613092,2.185840603448932,7.630987810509072,1254
ENGI.PA,Utilities,Utilities,1.659637915547443,1.0,0.5551279360557289,0.19744788889850048,2.8115161886643234,141457990.4026344,-0.018986318303973317,1.8439161313818022,0.521459494615941,1282
ROST,Consumer Discretionary,Consumer Discretionary,1.6131103976502148,2.0,0.6328663184163381,0.2441008907645236,2.5926423964869683,525264350.3547905,-0.015696348847201003,1.74560585072937,3.9490840415247255,1254
HSBA.L,Financials,Financials,1.6080628776197494,2.0,0.583757776868224,0.24505743197581395,2.3821263944602107,32173557925.691677,-0.022782272884403897,2.130185300447769,28.122705296381902,1258
NVDA,Information Technology,Information Technology,1.5414033237325155,3.0,0.9865763284893221,0.33428058184348763,2.951342022466754,32113039352.24751,-0.033590176196318766,2.6018238845327786,5.499774360835764,1254
NKTR,Health Care,Health Care,1.5326740378827532,3.0,7.136936629804435,1.357067881063597,5.259085952436577,91550640.29929326,-0.0796035288374761,6.861843270584076,6.197616821050854,1254
GSK.L,Health Care,Health Care,1.5147360365503542,4.0,0.4313692011599284,0.2510113930037004,1.718524390458919,19777804324.95885,-0.02204979424099145,1.9609242688745576,39.532233260511084,1261
CMI,Industrials,Industrials,1.4971301081462156,3.0,1.288163780741221,0.30643232818023947,4.203746348797572,539373196.6598735,-0.024768245118800547,2.6948726318432836,17.795590766449234,1254
TPR,Consumer Discretionary,Consumer Discretionary,1.479236712176614,3.0,1.170657642044814,0.39147029205454537,2.99041246757417,312647971.16456604,-0.03161801746817929,3.2619760385509107,4.767051762828779,1254
TSCO.L,Consumer Staples,Consumer Staples,1.473981756360356,2.0,0.34431810880347347,0.20958003798620076,1.6428955358150292,8382809913.600073,-0.019119403717688496,2.547049394130968,12.229657510460287,1261
BWA,Consumer Discretionary,Consumer Discretionary,1.465911436165986,4.0,0.9783503930430546,0.34789642015560956,2.8121887330874262,167249008.34694353,-0.02667130742817622,2.8627077561519303,1.5873714726269723,1254
STX,Information Technology,Information Technology,1.410201401341445,4.0,6.234151786171278,0.5992195832765713,10.403785123447625,1640301090.037792,-0.057048338987459715,4.553261461629025,27.004483854774687,1254
RY.TO,Financials,Financials,1.4052998676219486,3.0,0.515042812857945,0.13472267946921695,3.822985223327807,823607812.8359171,-0.012003137844896858,1.2595412283503296,3.019750094969915,1253
RIO.L,Materials,Materials,1.3891334117184386,2.0,0.6155317923568471,0.24331816010135687,2.529740452173568,22386773637.169456,-0.021582519337775094,2.3382365785844144,171.79024142859691,1258
URW.PA,Real Estate,Real Estate,1.332070685786943,1.0,0.45272168489792564,0.1786707562126014,2.533832029899898,40989262.142262906,-0.012772185769752264,1.6641952723967397,1.7191137671730414,773
VOD.L,Communication Services,Communication Services,1.3192865334859736,3.0,0.6147008424274167,0.22703594271691088,2.707504525809298,9687710332.695835,-0.01820325317103981,2.1653554387201788,2.4966548869257696,1261
WMT,Consumer Staples,Consumer Staples,1.296646955928512,3.0,0.35077900954844465,0.21608694921901217,1.623323439088943,2741040546.311213,-0.017482528218612348,1.9321043277974452,2.479276414941229,1254
HLT,Consumer Discretionary,Consumer Discretionary,1.285613763520907,5.0,0.5270018577835303,0.22743435025020728,2.3171603462878845,571794959.2746806,-0.023185421588914172,2.0101370688162876,6.718481345944931,1254
ENI.MI,Energy,Energy,1.2715552730443491,2.0,0.9222407954131717,0.21943442165942212,4.202808239650547,288147513.9754799,-0.017508202575902715,3.2209283159262374,0.7409745320477248,1272
BK,Financials,Financials,1.266634088910185,4.0,0.7278818380670813,0.19549511849100296,3.7232737251215804,456827644.4433759,-0.018442002175131506,1.9137286431620963,2.5651617448092745,1254
HAS,Consumer Discretionary,Consumer Discretionary,1.263220520569466,6.0,0.6287982370857355,0.27459771211080813,2.289888842307605,186433150.0825087,-0.021650402595538357,3.9291192024541046,3.7299128708804017,1254
PWR,Industrials,Industrials,1.1926830256654215,4.0,1.2435107155888998,0.32419051947250754,3.8357405318706546,605839563.3249207,-0.029998237356080378,2.6184743428022523,16.557399259334655,1254
ADM,Consumer Staples,Consumer Staples,1.182791096202102,4.0,0.49432897621371175,0.2628521071885621,1.8806353941804057,263798877.72434998,-0.023542781668689075,2.478038581192483,1.7447870557661105,1254
IMI.L,Industrials,Industrials,1.1796538474657494,5.0,0.615995140181979,0.21524091233208154,2.861886866710541,3690267561.521541,-0.016973962932682156,2.2093346143171066,63.36371673861462,1259
FRES.L,Materials,Materials,1.1529812126619112,3.0,2.3139038954175555,0.525074864609791,4.406807583785469,4382414932.879655,-0.05155556554847151,5.339642993761978,176.528597373771,1259
MAR,Consumer Discretionary,Consumer Discretionary,1.1493643233304205,7.0,0.5523677798223754,0.2611040532998874,2.1155082536691268,550591779.1870829,-0.023733524963233103,2.259780182023846,8.210403171865178,1254
RKT.L,Consumer Discretionary,Consumer Discretionary,1.1491358804551264,8.0,-0.03166394001260919,0.2115238571868179,-0.14969441477536785,12347844270.184937,-0.01701871132562935,2.809159361293037,132.62041344664428,1261
HLMA.L,Industrials,Industrials,1.1296922354763257,6.0,0.6317147718312481,0.22911233807500417,2.7572272062643988,5055647055.972367,-0.019200536821511578,2.3433743840201036,104.30359383273482,1261
NG.L,Utilities,Utilities,1.1197660922451256,2.0,0.20723506846793205,0.18296157863866744,1.1326698753359719,15896672001.02392,-0.02025152132229146,1.8377593008126163,23.773253866640303,1261
WELL,Real Estate,Real Estate,1.0989609313522577,2.0,0.44826731444053536,0.20393278418449073,2.1981130509894076,621075507.7550354,-0.020797234055812974,2.55002840938238,5.367427313052641,1254
RL,Consumer Discretionary,Consumer Discretionary,1.0960564898002865,9.0,0.6885019350806934,0.3094603916303042,2.2248467128653084,231903773.30342203,-0.027639189456092762,3.2369379003180576,11.893318685109602,1254
INFO,Industrials,Industrials,1.0657796206865555,7.0,0.3513559026606954,0.12970591724599095,2.7088656409895235,1396291.3183275224,-0.012569025650720052,0.8796461712650595,0.22659685573122962,382
JCI,Industrials,Industrials,1.061314803804906,8.0,0.793339310189265,0.25861503085539495,3.067645788279267,577701918.0027695,-0.020535150509178715,2.2338843584216272,3.1978053227350784,1254
CA.PA,Consumer Staples,Consumer Staples,1.0485621300243686,5.0,0.3175881353600025,0.21164032053655052,1.5006031674628593,41516734.05174074,-0.019677534198707283,1.7099761304604721,0.28154757248953327,1282
C,Financials,Financials,1.047147157073966,5.0,0.933751899222625,0.27947482797644096,3.3410948169591075,1634527086.0710404,-0.023820273430621677,2.338037806617355,3.0035601826494833,1254
SSE.L,Industrials,Industrials,1.0311240465055729,9.0,0.6101374607323633,0.2710701490613087,2.2508471067183673,9764800938.541666,-0.02116342458531307,2.8656180262363105,74.79263048476771,1261
FDX,Industrials,Industrials,1.026076679654225,10.0,0.831559834531459,0.2678099040723291,3.1050376475504597,687145314.1133977,-0.022833084538837048,2.3824539313166264,9.207231259387408,1254
DPLM.L,Industrials,Industrials,1.0187541968662772,11.0,0.7927872003971621,0.29611567615883133,2.6772888577905776,2772936459.5,-0.018370574569514193,2.10448099733442,145.3144128659417,1261
SBRY.L,Consumer Staples,Consumer Staples,1.0127098022433811,6.0,0.28672341967034964,0.21075240353846703,1.3604752062436916,2680988091.6318803,-0.021205888964144305,2.931670710297868,9.762463465291901,1261
TJX,Consumer Discretionary,Consumer Discretionary,1.007740568642293,10.0,0.26836772318812274,0.16977326891891628,1.5807419206629942,744982917.5394242,-0.016431993083382158,1.8656105268564573,2.95727251525973,1254
AAL.L,Materials,Materials,1.0074123805422497,4.0,0.7538306988853019,0.3607629969123921,2.0895455058778176,22822533386.226624,-0.034790004144911284,3.645065984431011,132.37057122461218,1261
GM,Consumer Discretionary,Consumer Discretionary,1.0042090073530314,11.0,0.6723450787136693,0.33246867502417365,2.0222809823054257,567448992.1410975,-0.02782408884992272,2.622195331843462,2.035085813048321,1254
CSX,Industrials,Industrials,1.0016362408261912,12.0,0.6382887173141936,0.2238399717597174,2.85154037635141,533615626.8246152,-0.01871976274476634,2.342737427423132,1.0638370622181108,1254
PLD,Real Estate,Real Estate,0.9742158582920926,3.0,0.41345850389849415,0.21291501187335907,1.941894562814657,471837741.8856394,-0.018478624752192155,2.0996502920604994,2.9644962986212122,1254
AAF.L,Communication Services,Communication Services,0.9701358715985648,4.0,1.08954459074437,0.3474435621164794,3.1358894207373553,2553375313.6487174,-0.02815384267325468,3.23444666382176,11.229999211619067,1261
HST,Real Estate,Real Estate,0.9640438618078444,4.0,0.5911834768503856,0.25162753676944294,2.349438715811399,174309868.33284226,-0.02315947164177338,2.128292038220385,0.4468349312857075,1254
GLW,Information Technology,Information Technology,0.9630468160291648,5.0,2.912011454927989,0.457127769626588,6.370235300530334,1710877120.0055838,-0.036379846936382396,5.2099927924903575,8.810618843179716,1254
BARC.L,Financials,Financials,0.9603386485181162,6.0,0.459738442357029,0.2836563014007409,1.6207587847926026,27322686449.872757,-0.03042107105987249,2.802066574439532,11.976032368129989,1260
STT,Financials,Financials,0.9456460458975332,7.0,0.7917214650855107,0.24573061712139593,3.2219080974121517,276205533.4090388,-0.023257565981837026,2.2786646374971316,3.477811902979997,1254
MNST,Consumer Staples,Consumer Staples,0.9331659446116212,7.0,0.32053255751979437,0.22349617039195083,1.4341747196726835,464010342.57586604,-0.022599599540918405,1.999253240289005,1.5468222869227335,1254
ETR,Utilities,Utilities,0.9289827392003712,3.0,0.37698907927534653,0.18967183767412785,1.987585947909913,305712894.4397503,-0.017373330714012723,1.967362032508047,2.240431828584952,1254
NTRS,Financials,Financials,0.904466489500799,8.0,0.8384677250260952,0.26510887291130675,3.1627297714271827,163906969.07026163,-0.02384157791901799,2.5702608485837235,4.258922147665094,1254
NXT.L,Consumer Discretionary,Consumer Discretionary,0.902721508514818,12.0,0.11240386290286719,0.21834677801073676,0.5147951525867717,6692619818.25,-0.01986470006086142,1.8837415142725116,249.8783118682487,1259
SPG,Real Estate,Real Estate,0.8764019139997937,5.0,0.34926543165754254,0.197743870231142,1.766251622613068,317822085.5983574,-0.016720857158688276,1.726478409727455,3.4660779605305474,1254
PH,Industrials,Industrials,0.8577244693568787,13.0,0.6426215477756392,0.23713064667045503,2.7099894374627276,676342429.8099446,-0.021992205186094096,2.9275704748074367,28.43695509230315,1254
SMT.L,Financials,Financials,0.8442963639462283,9.0,0.569251652885228,0.20599874479243083,2.763374376182823,2752180557.2166667,-0.018867926234193318,1.9456754323148011,27.404838464153976,1261
AEP,Utilities,Utilities,0.8414779970924396,4.0,0.31640354179512586,0.17423044719106232,1.8160060247572891,433223917.4075503,-0.015333490025955038,1.6842947330801095,2.289377667339735,1254
REP.MC,Energy,Energy,0.8364271467047895,3.0,1.106297750931708,0.28449647683677304,3.888616700045938,127660011.37511072,-0.026350236534305595,3.7902886506226565,0.804299225636281,1280
CAH,Health Care,Health Care,0.8345534592512962,5.0,0.511561722575002,0.28583134390310266,1.7897327689451104,368784261.2304316,-0.023052772759449267,2.498779806948163,5.073522352262792,1254
INCY,Health Care,Health Care,0.8306126293265447,6.0,0.6293030327651243,0.32170668600543006,1.95613911721593,159168012.8394015,-0.027165321317893038,2.5722083284169273,2.471377809041525,1254
CFG,Financials,Financials,0.8207517417850906,10.0,0.7879613297648584,0.26668676811772624,2.954632265133682,320031687.9083341,-0.02224923064385954,2.3501749660322138,1.5177430360965927,1254
IHG.L,Consumer Discretionary,Consumer Discretionary,0.8201420814185811,13.0,0.3740929380338296,0.2471480626409549,1.5136389661985505,74845252.41251132,-0.019941905246319475,3.1495438349301454,4.516445667056929,1261
STAN.L,Financials,Financials,0.8190736512604427,11.0,0.6490546700418396,0.2999058528979634,2.164194742350249,13151605648.73628,-0.025020588578406982,2.695828386845216,47.54902240349838,1261
PEP,Consumer Staples,Consumer Staples,0.812156599197821,8.0,0.19493944801548646,0.20919046696422713,0.9318753901382242,1169605045.0560637,-0.016886541618273236,1.8218809884364875,2.8322963069420335,1254
