,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,,USD,,0.0,123.5894,-124.0,-15325.0856,15.3251,1.0
1,ABF.L,Consumer Staples,GBp,"{'total_score': 0.5512594339622642, 'momentum_score': 0.7623584905660377, 'fey_score': 0.12264150943396226, 'trend_score': 0.7830188679245284, 'risk_score': 0.4937106918238994, 'liquidity_score': 0.46226415094339623}",0.017736211926820525,2015.2274,775.0,19824.8443,19.8248,78.63
2,AES,Utilities,USD,"{'total_score': 0.4918081761006289, 'momentum_score': 0.4833333333333333, 'fey_score': 0.9056603773584906, 'trend_score': 0.07547169811320754, 'risk_score': 0.36477987421383645, 'liquidity_score': 0.5283018867924528}",0.015823428137940826,18.8254,-145.0,-2729.683,2.7297,1.0
3,ATO,,USD,,0.0,110.8495,-183.0,-20285.4585,20.2855,1.0
4,AZN.L,,GBp,,0.0,10573.7031,-103.0,-13824.4658,13.8245,78.63
5,BDX,Health Care,USD,"{'total_score': 0.6306588050314464, 'momentum_score': 0.6401572327044025, 'fey_score': 0.6698113207547169, 'trend_score': 0.7169811320754716, 'risk_score': 0.5377358490566038, 'liquidity_score': 0.3018867924528302}",0.016750393321319095,194.2513,11.0,2136.7643,2.1368,1.0
6,BIIB,Health Care,USD,"{'total_score': 0.6738506289308176, 'momentum_score': 0.7709748427672956, 'fey_score': 0.5188679245283019, 'trend_score': 0.8018867924528302, 'risk_score': 0.6572327044025158, 'liquidity_score': 0.30660377358490565}",0.017897574701817763,285.89,70.0,20012.3,20.0123,1.0
7,BSX,Health Care,USD,"{'total_score': 0.6749654088050314, 'momentum_score': 0.8193081761006289, 'fey_score': 0.3490566037735849, 'trend_score': 0.8962264150943396, 'risk_score': 0.5723270440251572, 'liquidity_score': 0.7169811320754718}",0.01792718342401556,53.25,-3.0,-159.75,0.1598,1.0
8,CAG,Consumer Staples,USD,"{'total_score': 0.5706462264150943, 'momentum_score': 0.5576415094339622, 'fey_score': 0.8679245283018868, 'trend_score': 0.32075471698113206, 'risk_score': 0.5220125786163522, 'liquidity_score': 0.32075471698113206}",0.018359962267115323,28.7928,-136.0,-3915.8208,3.9158,1.0
9,CAH,Health Care,USD,"{'total_score': 0.6711572327044025, 'momentum_score': 0.9876729559748427, 'fey_score': 0.12264150943396226, 'trend_score': 0.9622641509433962, 'risk_score': 0.5440251572327044, 'liquidity_score': 0.41509433962264153}",0.017826037690358197,90.5392,-49.0,-4436.4208,4.4364,1.0
10,CCH.L,Consumer Staples,GBp,"{'total_score': 0.6776273584905659, 'momentum_score': 0.9387735849056602, 'fey_score': 0.12264150943396226, 'trend_score': 0.839622641509434, 'risk_score': 0.8553459119496857, 'liquidity_score': 0.44339622641509435}",0.02180197144421655,2317.6045,-59.0,-1735.7028,1.7357,78.63
11,CHD,Consumer Staples,USD,"{'total_score': 0.5705204402515722, 'momentum_score': 0.6522955974842767, 'fey_score': 0.3018867924528302, 'trend_score': 0.8773584905660378, 'risk_score': 0.5377358490566038, 'liquidity_score': 0.21226415094339623}",0.018355915225166938,96.7195,-30.0,-2901.585,2.9016,1.0
12,CI,Health Care,USD,"{'total_score': 0.5634166666666667, 'momentum_score': 0.43927672955974845, 'fey_score': 0.9150943396226415, 'trend_score': 0.4528301886792453, 'risk_score': 0.45911949685534587, 'liquidity_score': 0.4292452830188679}",0.01496443194824279,266.7146,62.0,16536.3052,16.5363,1.0
