,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,A,Health Care,USD,"{'total_score': 0.518391089108911, 'momentum_score': 0.6034653465346534, 'fey_score': 0.26732673267326734, 'trend_score': 0.8712871287128713, 'risk_score': 0.3795379537953796, 'liquidity_score': 0.18316831683168316}",0.01390382023665418,145.4874,139.0,20222.7486,20.2227,1.0
1,ABBV,Health Care,USD,"{'total_score': 0.6701980198019803, 'momentum_score': 0.5831683168316831, 'fey_score': 0.7722772277227723, 'trend_score': 0.9207920792079208, 'risk_score': 0.35313531353135313, 'liquidity_score': 0.7178217821782178}",0.017975449397299746,212.4047,-10.0,-2124.047,2.124,1.0
2,ABT,,USD,,0.0,124.3856,-189.0,-23508.8784,23.5089,1.0
3,ADM,Consumer Staples,USD,"{'total_score': 0.6404702970297029, 'momentum_score': 0.5024752475247525, 'fey_score': 0.8415841584158416, 'trend_score': 0.7524752475247525, 'risk_score': 0.5676567656765676, 'liquidity_score': 0.3712871287128713}",0.022542480674762253,59.1716,12.0,710.0592,0.7101,1.0
4,AEE,Utilities,USD,"{'total_score': 0.616460396039604, 'momentum_score': 0.745049504950495, 'fey_score': 0.49504950495049505, 'trend_score': 0.6336633663366337, 'risk_score': 0.6633663366336634, 'liquidity_score': 0.11386138613861387}",0.02169740990164073,100.4988,7.0,703.4916,0.7035,1.0
5,AEP,Utilities,USD,"{'total_score': 0.6014356435643564, 'momentum_score': 0.5960396039603959, 'fey_score': 0.504950495049505, 'trend_score': 0.7722772277227723, 'risk_score': 0.5775577557755776, 'liquidity_score': 0.5099009900990099}",0.021168587263202834,118.4225,2.0,236.845,0.2368,1.0
6,AES,,USD,,0.0,13.2827,-1978.0,-26273.1806,26.2732,1.0
7,AMGN,Health Care,USD,"{'total_score': 0.5119059405940595, 'momentum_score': 0.39257425742574253, 'fey_score': 0.801980198019802, 'trend_score': 0.45544554455445546, 'risk_score': 0.4059405940594059, 'liquidity_score': 0.4405940594059406}",0.013729881407355446,292.5715,68.0,19894.862,19.8949,1.0
8,BATS.L,Consumer Staples,GBp,"{'total_score': 0.5175247524752475, 'momentum_score': 0.7346534653465345, 'fey_score': 0.08415841584158416, 'trend_score': 0.594059405940594, 'risk_score': 0.5214521452145214, 'liquidity_score': 0.8465346534653465}",0.0182151955921905,4048.8508,-56.0,-2978.2693,2.9783,76.13
9,BIIB,Health Care,USD,"{'total_score': 0.5074009900990099, 'momentum_score': 0.33019801980198016, 'fey_score': 0.9207920792079208, 'trend_score': 0.46534653465346537, 'risk_score': 0.3894389438943895, 'liquidity_score': 0.20297029702970296}",0.013609053670972352,149.33,132.0,19711.56,19.7116,1.0
10,BMY,,USD,,0.0,44.5977,-525.0,-23413.7925,23.4138,1.0
11,BSX,,USD,,0.0,98.84,-233.0,-23029.72,23.0297,1.0
12,CAH,Health Care,USD,"{'total_score': 0.6601980198019802, 'momentum_score': 0.7900990099009901, 'fey_score': 0.5742574257425742, 'trend_score': 0.8316831683168316, 'risk_score': 0.3663366336633664, 'liquidity_score': 0.37623762376237624}",0.01770723837807574,194.383,-56.0,-10885.448,10.8854,1.0
13,CI,Health Care,USD,"{'total_score': 0.5290594059405941, 'momentum_score': 0.500990099009901, 'fey_score': 0.9801980198019802, 'trend_score': 0.22772277227722773, 'risk_score': 0.27392739273927397, 'liquidity_score': 0.4405940594059406}",0.01418995624973721,261.7397,78.0,20415.6966,20.4157,1.0
14,CMS,Utilities,USD,"{'total_score': 0.5446039603960395, 'momentum_score': 0.5772277227722772, 'fey_score': 0.5247524752475248, 'trend_score': 0.5148514851485149, 'risk_score': 0.6402640264026402, 'liquidity_score': 0.24752475247524752}",0.019168296031154358,71.8549,15.0,1077.8235,1.0778,1.0
15,CNA.L,Utilities,GBp,"{'total_score': 0.5535643564356436, 'momentum_score': 0.694059405940594, 'fey_score': 0.08415841584158416, 'trend_score': 0.7623762376237624, 'risk_score': 0.6006600660066007, 'liquidity_score': 0.9405940594059405}",0.019483672958855388,177.8694,858.0,2004.623,2.0046,76.13
16,CNP,Utilities,USD,"{'total_score': 0.6496287128712871, 'momentum_score': 0.8292079207920792, 'fey_score': 0.43564356435643564, 'trend_score': 0.6732673267326733, 'risk_score': 0.6435643564356436, 'liquidity_score': 0.38613861386138615}",0.022864827258324075,38.3135,-2.0,-76.627,0.0766,1.0
17,CVS,Health Care,USD,"{'total_score': 0.8546534653465346, 'momentum_score': 0.9376237623762376, 'fey_score': 0.8910891089108911, 'trend_score': 0.9900990099009901, 'risk_score': 0.45544554455445546, 'liquidity_score': 0.7475247524752475}",0.02292274770239199,77.4428,-30.0,-2323.284,2.3233,1.0
18,D,Utilities,USD,"{'total_score': 0.5972772277227723, 'momentum_score': 0.5346534653465347, 'fey_score': 0.7029702970297029, 'trend_score': 0.5742574257425742, 'risk_score': 0.6402640264026404, 'liquidity_score': 0.47029702970297027}",0.021022224490126112,58.0393,11.0,638.4323,0.6384,1.0
19,DGX,Health Care,USD,"{'total_score': 0.5764603960396039, 'momentum_score': 0.6767326732673267, 'fey_score': 0.6138613861386139, 'trend_score': 0.5445544554455446, 'risk_score': 0.4752475247524752, 'liquidity_score': 0.1188118811881188}",0.015461303036405439,176.4508,127.0,22409.2516,22.4093,1.0
20,DUK,Utilities,USD,"{'total_score': 0.6317079207920792, 'momentum_score': 0.7044554455445544, 'fey_score': 0.5643564356435643, 'trend_score': 0.6237623762376238, 'risk_score': 0.6501650165016502, 'liquidity_score': 0.43564356435643564}",0.02223407340292203,121.7262,7.0,852.0834,0.8521,1.0
21,ES,Utilities,USD,"{'total_score': 0.7011386138613861, 'momentum_score': 0.7217821782178218, 'fey_score': 0.7623762376237624, 'trend_score': 0.8811881188118812, 'risk_score': 0.4686468646864686, 'liquidity_score': 0.22772277227722773}",0.024677808989113648,72.2375,68.0,4912.15,4.9121,1.0
22,ETR,Utilities,USD,"{'total_score': 0.6994554455445544, 'momentum_score': 0.9376237623762376, 'fey_score': 0.31683168316831684, 'trend_score': 0.900990099009901, 'risk_score': 0.6204620462046204, 'liquidity_score': 0.37623762376237624}",0.02461856691429688,94.9675,21.0,1994.3175,1.9943,1.0
