,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.6397549019607842, 'momentum_score': 0.5568627450980391, 'fey_score': 0.7450980392156863, 'trend_score': 0.7843137254901961, 'risk_score': 0.4477124183006536, 'liquidity_score': 0.6911764705882353}",0.019995020778673614,207.0065,-3.0,-621.0195,0.621,1.0
1,ABT,Health Care,USD,"{'total_score': 0.5315441176470588, 'momentum_score': 0.7112745098039215, 'fey_score': 0.3137254901960784, 'trend_score': 0.5, 'risk_score': 0.4640522875816993, 'liquidity_score': 0.6911764705882353}",0.016612980446980872,129.4065,-9.0,-1164.6585,1.1647,1.0
2,ADM,Consumer Staples,USD,"{'total_score': 0.6323284313725489, 'momentum_score': 0.41029411764705875, 'fey_score': 0.8137254901960784, 'trend_score': 0.9313725490196079, 'risk_score': 0.5196078431372549, 'liquidity_score': 0.4215686274509804}",0.019762912461458913,61.0712,5.0,305.356,0.3054,1.0
3,AEE,Utilities,USD,"{'total_score': 0.6874509803921568, 'momentum_score': 0.9382352941176471, 'fey_score': 0.5, 'trend_score': 0.6666666666666666, 'risk_score': 0.6535947712418301, 'liquidity_score': 0.05392156862745098}",0.02148572304038915,97.6409,12.0,1171.6908,1.1717,1.0
4,AEP,Utilities,USD,"{'total_score': 0.6904411764705882, 'momentum_score': 0.7401960784313725, 'fey_score': 0.5686274509803921, 'trend_score': 0.8529411764705882, 'risk_score': 0.630718954248366, 'liquidity_score': 0.48039215686274506}",0.021579179194515203,108.3718,29.0,3142.7822,3.1428,1.0
5,AES,,USD,,0.0,13.0867,-1943.0,-25427.4581,25.4275,1.0
6,BATS.L,Consumer Staples,GBp,"{'total_score': 0.62578431372549, 'momentum_score': 0.8362745098039215, 'fey_score': 0.08823529411764706, 'trend_score': 1.0, 'risk_score': 0.477124183006536, 'liquidity_score': 0.7892156862745099}",0.0195583813700519,4088.2109,9.0,498.4948,0.4985,73.81
7,BMY,Health Care,USD,"{'total_score': 0.5389950980392156, 'momentum_score': 0.4377450980392157, 'fey_score': 1.0, 'trend_score': 0.18627450980392157, 'risk_score': 0.40196078431372545, 'liquidity_score': 0.7647058823529411}",0.016845854798245786,45.7493,-17.0,-777.7381,0.7777,1.0
8,BSX,Health Care,USD,"{'total_score': 0.5572549019607843, 'momentum_score': 0.7245098039215685, 'fey_score': 0.21568627450980393, 'trend_score': 0.6176470588235294, 'risk_score': 0.611111111111111, 'liquidity_score': 0.6911764705882353}",0.017416550165654868,106.66,-27.0,-2879.82,2.8798,1.0
9,CAH,Health Care,USD,"{'total_score': 0.7230392156862745, 'momentum_score': 0.838235294117647, 'fey_score': 0.7549019607843137, 'trend_score': 0.7352941176470589, 'risk_score': 0.46732026143790845, 'liquidity_score': 0.47549019607843135}",0.0225980044812992,148.3329,-6.0,-889.9974,0.89,1.0
10,CMS,Utilities,USD,"{'total_score': 0.532671568627451, 'momentum_score': 0.5485294117647059, 'fey_score': 0.5098039215686274, 'trend_score': 0.5294117647058824, 'risk_score': 0.6470588235294118, 'liquidity_score': 0.20588235294117646}",0.016648218013290698,70.1013,5.0,350.5065,0.3505,1.0
11,CNA.L,Utilities,GBp,"{'total_score': 0.5312990196078431, 'momentum_score': 0.5936274509803922, 'fey_score': 0.08823529411764706, 'trend_score': 0.7941176470588235, 'risk_score': 0.6372549019607843, 'liquidity_score': 0.9411764705882353}",0.016605320106478735,155.3065,-543.0,-1142.5475,1.1425,73.81
12,CNP,Utilities,USD,"{'total_score': 0.6603431372549019, 'momentum_score': 0.7725490196078431, 'fey_score': 0.4411764705882353, 'trend_score': 0.8137254901960784, 'risk_score': 0.6568627450980392, 'liquidity_score': 0.36764705882352944}",0.020638489380852984,37.5223,41.0,1538.4143,1.5384,1.0
13,CVS,Health Care,USD,"{'total_score': 0.7454901960784314, 'momentum_score': 0.7392156862745098, 'fey_score': 0.9117647058823529, 'trend_score': 0.803921568627451, 'risk_score': 0.4444444444444444, 'liquidity_score': 0.6274509803921569}",0.023299691671294795,72.8895,-10.0,-728.895,0.7289,1.0
14,D,Utilities,USD,"{'total_score': 0.6145833333333334, 'momentum_score': 0.5073529411764706, 'fey_score': 0.6274509803921569, 'trend_score': 0.8235294117647058, 'risk_score': 0.5915032679738562, 'liquidity_score': 0.5343137254901961}",0.01920830380910432,57.2057,5.0,286.0285,0.286,1.0
15,DGX,,USD,,0.0,176.3319,-157.0,-27684.1083,27.6841,1.0
16,DTE,Utilities,USD,"{'total_score': 0.6247058823529411, 'momentum_score': 0.7127450980392156, 'fey_score': 0.5784313725490197, 'trend_score': 0.6568627450980392, 'risk_score': 0.6470588235294118, 'liquidity_score': 0.04411764705882353}",0.019524675871842506,132.3229,4.0,529.2916,0.5293,1.0
17,DUK,Utilities,USD,"{'total_score': 0.6672549019607844, 'momentum_score': 0.7803921568627452, 'fey_score': 0.5294117647058824, 'trend_score': 0.7058823529411765, 'risk_score': 0.6372549019607843, 'liquidity_score': 0.5}",0.020854510983013202,119.8192,28.0,3354.9376,3.3549,1.0
18,ED,Utilities,USD,"{'total_score': 0.5743627450980393, 'momentum_score': 0.6235294117647059, 'fey_score': 0.6470588235294118, 'trend_score': 0.4215686274509804, 'risk_score': 0.5980392156862745, 'liquidity_score': 0.4068627450980392}",0.017951241932703917,95.6458,37.0,3538.8946,3.5389,1.0
19,EL,Consumer Staples,USD,"{'total_score': 0.5179166666666667, 'momentum_score': 0.5946078431372549, 'fey_score': 0.19607843137254902, 'trend_score': 0.9019607843137255, 'risk_score': 0.3562091503267974, 'liquidity_score': 0.5392156862745098}",0.01618706551506215,90.168,254.0,22902.672,22.9027,1.0
20,ES,Utilities,USD,"{'total_score': 0.6469117647058824, 'momentum_score': 0.6774509803921569, 'fey_score': 0.8333333333333334, 'trend_score': 0.5490196078431373, 'risk_score': 0.5490196078431372, 'liquidity_score': 0.18627450980392157}",0.02021870272133597,61.6339,-1.0,-61.6339,0.0616,1.0
21,ETR,Utilities,USD,"{'total_score': 0.7027450980392156, 'momentum_score': 0.8705882352941176, 'fey_score': 0.4215686274509804, 'trend_score': 0.9117647058823529, 'risk_score': 0.6274509803921569, 'liquidity_score': 0.32352941176470584}",0.021963728287722393,86.2633,23.0,1984.0559,1.9841,1.0
