,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,A,Health Care,USD,"{'total_score': 0.6080582524271845, 'momentum_score': 0.7504854368932039, 'fey_score': 0.2621359223300971, 'trend_score': 0.9223300970873787, 'risk_score': 0.5242718446601942, 'liquidity_score': 0.3349514563106796}",0.013279078683965492,126.4125,6.0,758.475,0.7585,1.0
1,ABBV,Health Care,USD,"{'total_score': 0.7835679611650485, 'momentum_score': 0.795631067961165, 'fey_score': 0.9805825242718447, 'trend_score': 0.7087378640776699, 'risk_score': 0.5242718446601942, 'liquidity_score': 0.7912621359223301}",0.017111947036342723,94.4257,-5.0,-472.1285,0.4721,1.0
2,ABF.L,,GBp,,0.0,2286.7292,-562.0,-17869.0463,17.869,71.92
3,ABT,Health Care,USD,"{'total_score': 0.5826941747572815, 'momentum_score': 0.6752427184466019, 'fey_score': 0.4174757281553398, 'trend_score': 0.6990291262135923, 'risk_score': 0.4368932038834951, 'liquidity_score': 0.7330097087378641}",0.012725165334742116,107.0011,0.0,0.0,0.0,1.0
4,ADM,Consumer Staples,USD,"{'total_score': 0.8492961165048544, 'momentum_score': 0.9868932038834951, 'fey_score': 0.7572815533980582, 'trend_score': 0.9320388349514563, 'risk_score': 0.7346278317152103, 'liquidity_score': 0.3592233009708738}",0.030619765954813607,56.6025,-42.0,-2377.305,2.3773,1.0
5,AEE,Utilities,USD,"{'total_score': 0.557621359223301, 'momentum_score': 0.612621359223301, 'fey_score': 0.5339805825242718, 'trend_score': 0.5533980582524272, 'risk_score': 0.6245954692556634, 'liquidity_score': 0.10679611650485438}",0.0201039839686173,73.6201,276.0,20319.1476,20.3191,1.0
6,AEP,,USD,,0.0,73.6898,-262.0,-19306.7276,19.3067,1.0
7,AES,Utilities,USD,"{'total_score': 0.8161893203883495, 'momentum_score': 0.9082524271844659, 'fey_score': 0.7281553398058253, 'trend_score': 0.9805825242718447, 'risk_score': 0.6504854368932039, 'liquidity_score': 0.45145631067961167}",0.029426163006559317,22.2225,47.0,1044.4575,1.0445,1.0
8,AMGN,,USD,,0.0,211.4334,-59.0,-12474.5706,12.4746,1.0
9,BMY,Health Care,USD,"{'total_score': 0.5910922330097087, 'momentum_score': 0.4461165048543689, 'fey_score': 1.0, 'trend_score': 0.3592233009708738, 'risk_score': 0.47249190938511326, 'liquidity_score': 0.8446601941747574}",0.012908566309700286,52.3093,-7.0,-366.1651,0.3662,1.0
10,CAG,Consumer Staples,USD,"{'total_score': 0.5314320388349514, 'momentum_score': 0.5072815533980581, 'fey_score': 0.8252427184466019, 'trend_score': 0.39805825242718446, 'risk_score': 0.34951456310679613, 'liquidity_score': 0.3106796116504854}",0.019159777530812033,29.879,-103.0,-3077.537,3.0775,1.0
11,CAH,Health Care,USD,"{'total_score': 0.6766990291262136, 'momentum_score': 0.6650485436893203, 'fey_score': 0.912621359223301, 'trend_score': 0.7766990291262136, 'risk_score': 0.3559870550161812, 'liquidity_score': 0.1407766990291262}",0.014778090120906829,55.2639,30.0,1657.917,1.6579,1.0
12,CI,Health Care,USD,"{'total_score': 0.773373786407767, 'momentum_score': 0.7519417475728154, 'fey_score': 0.883495145631068, 'trend_score': 0.941747572815534, 'risk_score': 0.5436893203883495, 'liquidity_score': 0.3883495145631068}",0.016889321575410846,237.1075,6.0,1422.645,1.4226,1.0
13,CNA.L,,GBp,,0.0,56.6327,-24359.0,-19181.2561,19.1813,71.92
14,CNP,Utilities,USD,"{'total_score': 0.6876213592233009, 'momentum_score': 0.733009708737864, 'fey_score': 0.6699029126213593, 'trend_score': 0.7378640776699029, 'risk_score': 0.598705501618123, 'liquidity_score': 0.5242718446601942}",0.02479088821410847,21.625,23.0,497.375,0.4974,1.0
15,COO,Health Care,USD,"{'total_score': 0.805509708737864, 'momentum_score': 0.85, 'fey_score': 0.9611650485436893, 'trend_score': 0.7572815533980582, 'risk_score': 0.7281553398058253, 'liquidity_score': 0.1407766990291262}",0.017591121837967537,102.8579,20.0,2057.158,2.0572,1.0
