,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.7428637176520092, 'momentum_score': 0.7839522406900904, 'fey_score': 0.8877551020408163, 'trend_score': 0.6326530612244898, 'risk_score': 0.5398695560698507, 'liquidity_score': 0.7806122448979591}",0.021676437312481374,123.901,-16.0,-1982.416,1.9824,1.0
1,ADM,Consumer Staples,USD,"{'total_score': 0.7360264569745424, 'momentum_score': 0.8110719545550178, 'fey_score': 0.7857142857142857, 'trend_score': 0.8877551020408163, 'risk_score': 0.368083315800547, 'liquidity_score': 0.45918367346938777}",0.0238370162983288,76.8981,4.0,307.5924,0.3076,1.0
2,AEE,Utilities,USD,"{'total_score': 0.575238533557753, 'momentum_score': 0.6612718283189565, 'fey_score': 0.47959183673469385, 'trend_score': 0.6530612244897959, 'risk_score': 0.5878743249877271, 'liquidity_score': 0.10204081632653061}",0.01862972474686081,75.4979,17.0,1283.4643,1.2835,1.0
3,AEP,Utilities,USD,"{'total_score': 0.7038741321270777, 'momentum_score': 0.8226541131916684, 'fey_score': 0.6326530612244898, 'trend_score': 0.7857142857142857, 'risk_score': 0.5093625078897538, 'liquidity_score': 0.48469387755102045}",0.022795728333533962,79.5029,37.0,2941.6073,2.9416,1.0
4,AES,Utilities,USD,"{'total_score': 0.6034728066484326, 'momentum_score': 0.41723648222175463, 'fey_score': 0.8061224489795918, 'trend_score': 0.9489795918367347, 'risk_score': 0.27919208920681676, 'liquidity_score': 0.4846938775510204}",0.01954412234963241,21.7529,46.0,1000.6334,1.0006,1.0
5,AMGN,Health Care,USD,"{'total_score': 0.6291539553965916, 'momentum_score': 0.5615663791289711, 'fey_score': 0.8367346938775511, 'trend_score': 0.42857142857142855, 'risk_score': 0.7275755663089978, 'liquidity_score': 0.5714285714285714}",0.018358436345712725,208.822,-17.0,-3549.974,3.55,1.0
6,ATO,,USD,,0.0,97.5922,-214.0,-20884.7308,20.8847,1.0
7,AZN.L,,GBp,,0.0,9950.665,-156.0,-17593.8313,17.5938,88.23
8,BATS.L,Consumer Staples,GBp,"{'total_score': 0.6498190616452768, 'momentum_score': 0.9536398064380391, 'fey_score': 0.09693877551020408, 'trend_score': 0.8163265306122449, 'risk_score': 0.6154709306402973, 'liquidity_score': 0.7244897959183674}",0.02104509616009489,3249.6111,576.0,21214.7341,21.2147,88.23
9,BMY,Health Care,USD,"{'total_score': 0.6446873027561539, 'momentum_score': 0.4478592467915, 'fey_score': 0.9591836734693877, 'trend_score': 0.5714285714285714, 'risk_score': 0.6151553404867101, 'liquidity_score': 0.8316326530612246}",0.018811692605631827,60.5326,-37.0,-2239.7062,2.2397,1.0
