,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.5496212121212121, 'momentum_score': 0.553030303030303, 'fey_score': 0.7272727272727273, 'trend_score': 0.46464646464646464, 'risk_score': 0.2693602693602694, 'liquidity_score': 0.8181818181818181}",0.01712826458768349,172.537,-3.0,-517.611,0.5176,1.0
1,AEE,Utilities,USD,"{'total_score': 0.5875505050505051, 'momentum_score': 0.556060606060606, 'fey_score': 0.494949494949495, 'trend_score': 0.8282828282828283, 'risk_score': 0.6565656565656567, 'liquidity_score': 0.10101010101010101}",0.019451480875041356,87.932,-20.0,-1758.64,1.7586,1.0
2,AEP,Utilities,USD,"{'total_score': 0.6339898989898991, 'momentum_score': 0.6909090909090909, 'fey_score': 0.6565656565656566, 'trend_score': 0.6060606060606061, 'risk_score': 0.5690235690235691, 'liquidity_score': 0.4292929292929293}",0.020988906126650976,93.0173,5.0,465.0865,0.4651,1.0
3,AMGN,Health Care,USD,"{'total_score': 0.5431818181818182, 'momentum_score': 0.5909090909090908, 'fey_score': 0.797979797979798, 'trend_score': 0.30303030303030304, 'risk_score': 0.2760942760942761, 'liquidity_score': 0.696969696969697}",0.01692758884819995,267.6913,8.0,2141.5304,2.1415,1.0
4,BMY,Health Care,USD,"{'total_score': 0.7259343434343435, 'momentum_score': 0.5813131313131312, 'fey_score': 1.0, 'trend_score': 0.8686868686868687, 'risk_score': 0.4006734006734007, 'liquidity_score': 0.7727272727272727}",0.022622845031111297,54.6939,55.0,3008.1645,3.0082,1.0
5,BSX,Health Care,USD,"{'total_score': 0.6791919191919192, 'momentum_score': 0.9232323232323232, 'fey_score': 0.21212121212121213, 'trend_score': 0.8888888888888888, 'risk_score': 0.6228956228956228, 'liquidity_score': 0.6363636363636364}",0.021166175251566055,90.47,-26.0,-2352.22,2.3522,1.0
6,CAH,Health Care,USD,"{'total_score': 0.5868686868686869, 'momentum_score': 0.4494949494949495, 'fey_score': 0.7575757575757576, 'trend_score': 0.8080808080808081, 'risk_score': 0.4006734006734007, 'liquidity_score': 0.36868686868686873}",0.01828903602195104,120.9276,-7.0,-846.4932,0.8465,1.0
7,CI,Health Care,USD,"{'total_score': 0.5592676767676767, 'momentum_score': 0.5207070707070707, 'fey_score': 0.898989898989899, 'trend_score': 0.36363636363636365, 'risk_score': 0.39730639730639733, 'liquidity_score': 0.398989898989899}",0.01742888471506668,324.9929,71.0,23074.4959,23.0745,1.0
8,CL,,USD,,0.0,91.2471,-235.0,-21443.0685,21.4431,1.0
9,CLX,Consumer Staples,USD,"{'total_score': 0.533989898989899, 'momentum_score': 0.5141414141414141, 'fey_score': 0.37373737373737376, 'trend_score': 0.7575757575757576, 'risk_score': 0.6902356902356903, 'liquidity_score': 0.1111111111111111}",0.01767830036462047,157.3355,-9.0,-1416.0195,1.416,1.0
10,CMS,Utilities,USD,"{'total_score': 0.6612878787878788, 'momentum_score': 0.8893939393939394, 'fey_score': 0.46464646464646464, 'trend_score': 0.6464646464646465, 'risk_score': 0.6228956228956228, 'liquidity_score': 0.2222222222222222}",0.021892634618760815,65.7304,-9.0,-591.5736,0.5916,1.0
11,CNP,Utilities,USD,"{'total_score': 0.5462121212121211, 'momentum_score': 0.5707070707070707, 'fey_score': 0.5050505050505051, 'trend_score': 0.6767676767676768, 'risk_score': 0.4377104377104377, 'liquidity_score': 0.38383838383838387}",0.01808292995775753,31.202,774.0,24150.348,24.1503,1.0
12,COO,Health Care,USD,"{'total_score': 0.5343939393939393, 'momentum_score': 0.7808080808080807, 'fey_score': 0.29292929292929293, 'trend_score': 0.5454545454545454, 'risk_score': 0.5185185185185185, 'liquidity_score': 0.020202020202020204}",0.016653725486081232,103.29,215.0,22207.35,22.2073,1.0
13,COST,Consumer Staples,USD,"{'total_score': 0.6344444444444444, 'momentum_score': 0.8797979797979798, 'fey_score': 0.18181818181818182, 'trend_score': 0.8383838383838383, 'risk_score': 0.5757575757575757, 'liquidity_score': 0.5404040404040404}",0.0210039543346602,975.7186,0.0,0.0,0.0,1.0
14,D,Utilities,USD,"{'total_score': 0.6770454545454545, 'momentum_score': 0.7540404040404041, 'fey_score': 0.6464646464646465, 'trend_score': 0.6868686868686869, 'risk_score': 0.5959595959595959, 'liquidity_score': 0.4949494949494949}",0.02241430582974744,53.5206,-38.0,-2033.7828,2.0338,1.0
15,DTE,Utilities,USD,"{'total_score': 0.6460858585858587, 'momentum_score': 0.8156565656565657, 'fey_score': 0.6363636363636364, 'trend_score': 0.5757575757575758, 'risk_score': 0.51010101010101, 'liquidity_score': 0.19696969696969696}",0.021389355662007697,116.9768,-10.0,-1169.768,1.1698,1.0
16,DUK,Utilities,USD,"{'total_score': 0.6147474747474748, 'momentum_score': 0.6979797979797979, 'fey_score': 0.5555555555555556, 'trend_score': 0.6565656565656566, 'risk_score': 0.5050505050505051, 'liquidity_score': 0.48989898989898994}",0.020351865320926928,108.7471,-13.0,-1413.7123,1.4137,1.0
17,ED,Utilities,USD,"{'total_score': 0.5280808080808082, 'momentum_score': 0.5181818181818182, 'fey_score': 0.6262626262626263, 'trend_score': 0.48484848484848486, 'risk_score': 0.5252525252525252, 'liquidity_score': 0.28787878787878785}",0.01748267366050049,93.5416,5.0,467.708,0.4677,1.0
18,EIX,Utilities,USD,"{'total_score': 0.7051767676767676, 'momentum_score': 0.7752525252525251, 'fey_score': 0.7676767676767676, 'trend_score': 0.7272727272727273, 'risk_score': 0.5488215488215489, 'liquidity_score': 0.2828282828282828}",0.023345622703207537,77.9456,-29.0,-2260.4224,2.2604,1.0
19,ES,,USD,,0.0,57.1856,-401.0,-22931.4256,22.9314,1.0
20,ETR,Utilities,USD,"{'total_score': 0.7993686868686869, 'momentum_score': 0.8257575757575757, 'fey_score': 0.9393939393939394, 'trend_score': 1.0, 'risk_score': 0.3569023569023569, 'liquidity_score': 0.4393939393939394}",0.026463945807342334,73.1093,50.0,3655.465,3.6555,1.0
21,EXC,Utilities,USD,"{'total_score': 0.5598989898989899, 'momentum_score': 0.4626262626262626, 'fey_score': 0.7474747474747475, 'trend_score': 0.5050505050505051, 'risk_score': 0.5589225589225589, 'liquidity_score': 0.5252525252525253}",0.018536048221146552,36.4897,66.0,2408.3202,2.4083,1.0
22,FE,,USD,,0.0,39.3585,-705.0,-27747.7425,27.7477,1.0
23,GILD,Health Care,USD,"{'total_score': 0.75510101010101, 'momentum_score': 0.7101010101010101, 'fey_score': 0.8484848484848485, 'trend_score': 0.9393939393939394, 'risk_score': 0.4646464646464646, 'liquidity_score': 0.7373737373737373}",0.023531788086419102,88.7208,25.0,2218.02,2.218,1.0
