,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.52915, 'momentum_score': 0.424, 'fey_score': 0.79, 'trend_score': 0.53, 'risk_score': 0.26333333333333336, 'liquidity_score': 0.755}",0.016759068789302577,182.2725,119.0,21690.4275,21.6904,1.0
1,ABT,Health Care,USD,"{'total_score': 0.56515, 'momentum_score': 0.519, 'fey_score': 0.37, 'trend_score': 0.81, 'risk_score': 0.61, 'liquidity_score': 0.75}",0.017899249222856187,125.9322,-8.0,-1007.4576,1.0075,1.0
2,AEE,Utilities,USD,"{'total_score': 0.6568, 'momentum_score': 0.723, 'fey_score': 0.47, 'trend_score': 0.9, 'risk_score': 0.6966666666666667, 'liquidity_score': 0.035}",0.02080195857661142,92.1431,-10.0,-921.431,0.9214,1.0
3,AEP,Utilities,USD,"{'total_score': 0.6703749999999999, 'momentum_score': 0.7725, 'fey_score': 0.62, 'trend_score': 0.7, 'risk_score': 0.54, 'liquidity_score': 0.48}",0.021231901615097255,93.8418,1.0,93.8418,0.0938,1.0
4,BATS.L,Consumer Staples,GBp,"{'total_score': 0.687825, 'momentum_score': 0.9095, 'fey_score': 0.095, 'trend_score': 0.89, 'risk_score': 0.8166666666666668, 'liquidity_score': 0.905}",0.021784572408583662,3217.4282,-32.0,-1279.9317,1.2799,80.44
5,BDX,Health Care,USD,"{'total_score': 0.603175, 'momentum_score': 0.3705, 'fey_score': 0.87, 'trend_score': 0.66, 'risk_score': 0.6766666666666666, 'liquidity_score': 0.45}",0.019103564805797186,185.3622,134.0,24838.5348,24.8385,1.0
6,BMY,Health Care,USD,"{'total_score': 0.770075, 'momentum_score': 0.6744999999999999, 'fey_score': 1.0, 'trend_score': 0.91, 'risk_score': 0.4366666666666667, 'liquidity_score': 0.73}",0.02438956798246656,55.7027,19.0,1058.3513,1.0584,1.0
7,BSX,Health Care,USD,"{'total_score': 0.704525, 'momentum_score': 0.9514999999999999, 'fey_score': 0.21, 'trend_score': 0.97, 'risk_score': 0.61, 'liquidity_score': 0.6699999999999999}",0.022313489443037696,103.54,-24.0,-2484.96,2.485,1.0
8,CAG,,USD,,0.0,23.279,-867.0,-20182.893,20.1829,1.0
9,CAH,Health Care,USD,"{'total_score': 0.707375, 'momentum_score': 0.6975, 'fey_score': 0.75, 'trend_score': 0.94, 'risk_score': 0.45999999999999996, 'liquidity_score': 0.375}",0.02240375372736069,123.3191,4.0,493.2764,0.4933,1.0
10,CL,Consumer Staples,USD,"{'total_score': 0.48584999999999995, 'momentum_score': 0.5960000000000001, 'fey_score': 0.42, 'trend_score': 0.3, 'risk_score': 0.5366666666666666, 'liquidity_score': 0.635}",0.01538768510116726,83.8983,-10.0,-838.983,0.839,1.0
11,CLX,Consumer Staples,USD,"{'total_score': 0.5879749999999999, 'momentum_score': 0.6785, 'fey_score': 0.4, 'trend_score': 0.71, 'risk_score': 0.68, 'liquidity_score': 0.13}",0.01862215528940788,140.5997,3.0,421.7991,0.4218,1.0
