,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.6987499999999999, 'momentum_score': 0.8384615384615384, 'fey_score': 0.7596153846153846, 'trend_score': 0.6057692307692307, 'risk_score': 0.3814102564102564, 'liquidity_score': 0.7403846153846154}",0.01763535321668648,223.8033,23.0,5147.4759,5.1475,1.0
1,ADM,Consumer Staples,USD,"{'total_score': 0.6713221153846154, 'momentum_score': 0.6447115384615385, 'fey_score': 0.7307692307692307, 'trend_score': 0.8557692307692307, 'risk_score': 0.48397435897435903, 'liquidity_score': 0.3846153846153846}",0.022887633543099667,66.8859,-55.0,-3678.7245,3.6787,1.0
2,AEE,Utilities,USD,"{'total_score': 0.5354807692307693, 'momentum_score': 0.6096153846153846, 'fey_score': 0.49038461538461536, 'trend_score': 0.5192307692307693, 'risk_score': 0.6314102564102564, 'liquidity_score': 0.019230769230769232}",0.01825634421191278,103.3082,-16.0,-1652.9312,1.6529,1.0
3,AEP,Utilities,USD,"{'total_score': 0.6470673076923078, 'momentum_score': 0.7663461538461538, 'fey_score': 0.5288461538461539, 'trend_score': 0.6826923076923077, 'risk_score': 0.5833333333333334, 'liquidity_score': 0.4519230769230769}",0.022060705400263433,119.7234,-4.0,-478.8936,0.4789,1.0
4,AMGN,Health Care,USD,"{'total_score': 0.6658413461538462, 'momentum_score': 0.6620192307692307, 'fey_score': 0.75, 'trend_score': 0.8173076923076923, 'risk_score': 0.3846153846153846, 'liquidity_score': 0.5096153846153846}",0.016804790448224815,336.26,3.0,1008.78,1.0088,1.0
5,ATO,Utilities,USD,"{'total_score': 0.6301201923076923, 'momentum_score': 0.9274038461538462, 'fey_score': 0.4423076923076923, 'trend_score': 0.46153846153846156, 'risk_score': 0.6217948717948718, 'liquidity_score': 0.1875}",0.021482921118103328,167.8772,195.0,32736.054,32.7361,1.0
6,AZN.L,Health Care,GBp,"{'total_score': 0.5741346153846154, 'momentum_score': 0.7557692307692307, 'fey_score': 0.09615384615384616, 'trend_score': 0.8365384615384616, 'risk_score': 0.5801282051282052, 'liquidity_score': 0.625}",0.014490256509816293,13814.582,-8.0,-1511.0289,1.511,73.14
7,BATS.L,Consumer Staples,GBp,"{'total_score': 0.5557451923076923, 'momentum_score': 0.7437499999999999, 'fey_score': 0.09615384615384616, 'trend_score': 0.7980769230769231, 'risk_score': 0.5, 'liquidity_score': 0.7355769230769231}",0.018947226693985072,4505.3633,-114.0,-7022.3054,7.0223,73.14
8,BAYN.DE,Health Care,EUR,"{'total_score': 0.5938942307692308, 'momentum_score': 0.8307692307692307, 'fey_score': 0.09615384615384616, 'trend_score': 1.0, 'risk_score': 0.42948717948717946, 'liquidity_score': 0.2932692307692307}",0.014988958186715846,45.27,429.0,22915.4336,22.9154,0.8475
9,BIIB,Health Care,USD,"{'total_score': 0.7035817307692307, 'momentum_score': 0.7052884615384615, 'fey_score': 0.8653846153846154, 'trend_score': 0.8461538461538461, 'risk_score': 0.4102564102564103, 'liquidity_score': 0.19230769230769232}",0.017757298517242212,176.76,18.0,3181.68,3.1817,1.0
10,BMY,Health Care,USD,"{'total_score': 0.6471634615384615, 'momentum_score': 0.38749999999999996, 'fey_score': 0.9711538461538461, 'trend_score': 0.8653846153846154, 'risk_score': 0.3814102564102564, 'liquidity_score': 0.7692307692307693}",0.01633338995801684,55.4186,63.0,3491.3718,3.4914,1.0
11,CAH,Health Care,USD,"{'total_score': 0.7296153846153846, 'momentum_score': 0.9307692307692308, 'fey_score': 0.4326923076923077, 'trend_score': 0.9711538461538461, 'risk_score': 0.5865384615384616, 'liquidity_score': 0.2692307692307692}",0.01841434707695294,217.4728,9.0,1957.2552,1.9573,1.0
12,CMS,,USD,,0.0,71.2667,-425.0,-30288.3475,30.2883,1.0
13,CNA.L,Utilities,GBp,"{'total_score': 0.5999519230769229, 'momentum_score': 0.8432692307692307, 'fey_score': 0.09615384615384616, 'trend_score': 0.8269230769230769, 'risk_score': 0.4903846153846154, 'liquidity_score': 0.8365384615384615}",0.020454383140641002,191.867,-182.0,-477.4377,0.4774,73.14
14,CNP,Utilities,USD,"{'total_score': 0.6301442307692308, 'momentum_score': 0.8519230769230769, 'fey_score': 0.4230769230769231, 'trend_score': 0.5576923076923077, 'risk_score': 0.6442307692307693, 'liquidity_score': 0.3605769230769231}",0.0214837406702766,39.9695,-42.0,-1678.719,1.6787,1.0
15,CVS,Health Care,USD,"{'total_score': 0.7870432692307692, 'momentum_score': 0.8331730769230768, 'fey_score': 0.9134615384615384, 'trend_score': 0.8076923076923077, 'risk_score': 0.4551282051282051, 'liquidity_score': 0.7451923076923077}",0.019863736743757125,76.83,38.0,2919.54,2.9195,1.0
16,D,Utilities,USD,"{'total_score': 0.5809615384615384, 'momentum_score': 0.5211538461538461, 'fey_score': 0.7211538461538461, 'trend_score': 0.49038461538461536, 'risk_score': 0.625, 'liquidity_score': 0.5288461538461539}",0.01980693692375238,60.7822,-44.0,-2674.4168,2.6744,1.0
17,DTE,Utilities,USD,"{'total_score': 0.6123557692307692, 'momentum_score': 0.7749999999999999, 'fey_score': 0.6634615384615384, 'trend_score': 0.36538461538461536, 'risk_score': 0.6282051282051282, 'liquidity_score': 0.15865384615384615}",0.02087727206205181,134.6133,-1.0,-134.6133,0.1346,1.0
18,DUK,Utilities,USD,"{'total_score': 0.5343269230769231, 'momentum_score': 0.5548076923076923, 'fey_score': 0.6153846153846154, 'trend_score': 0.3076923076923077, 'risk_score': 0.6538461538461539, 'liquidity_score': 0.5336538461538463}",0.018217005707595494,120.6425,-32.0,-3860.56,3.8606,1.0
19,ED,Utilities,USD,"{'total_score': 0.5787740384615384, 'momentum_score': 0.6350961538461538, 'fey_score': 0.6346153846153846, 'trend_score': 0.5, 'risk_score': 0.6025641025641025, 'liquidity_score': 0.14903846153846154}",0.019732357675984195,106.6124,-23.0,-2452.0852,2.4521,1.0
20,EIX,Utilities,USD,"{'total_score': 0.737548076923077, 'momentum_score': 0.7480769230769231, 'fey_score': 0.9519230769230769, 'trend_score': 0.7307692307692307, 'risk_score': 0.5224358974358975, 'liquidity_score': 0.2644230769230769}",0.0251454997804771,60.7465,136.0,8261.524,8.2615,1.0
21,EL,Consumer Staples,USD,"{'total_score': 0.5679807692307692, 'momentum_score': 0.6749999999999999, 'fey_score': 0.21153846153846154, 'trend_score': 0.9807692307692307, 'risk_score': 0.3942307692307692, 'liquidity_score': 0.47115384615384615}",0.019364378750182938,115.9063,-25.0,-2897.6575,2.8977,1.0
22,ES,Utilities,USD,"{'total_score': 0.595528846153846, 'momentum_score': 0.6163461538461538, 'fey_score': 0.8173076923076923, 'trend_score': 0.5961538461538461, 'risk_score': 0.3141025641025641, 'liquidity_score': 0.1826923076923077}",0.020303585540758083,67.8229,-10.0,-678.229,0.6782,1.0
23,ETR,Utilities,USD,"{'total_score': 0.5659615384615384, 'momentum_score': 0.6451923076923076, 'fey_score': 0.36538461538461536, 'trend_score': 0.7211538461538461, 'risk_score': 0.608974358974359, 'liquidity_score': 0.2644230769230769}",0.019295536367627687,96.714,-71.0,-6866.694,6.8667,1.0
24,EVRG,Utilities,USD,"{'total_score': 0.6779807692307692, 'momentum_score': 0.8182692307692306, 'fey_score': 0.625, 'trend_score': 0.6538461538461539, 'risk_score': 0.6506410256410257, 'liquidity_score': 0.13942307692307693}",0.023114649495097325,77.1496,-66.0,-5091.8736,5.0919,1.0
25,EW,,USD,,0.0,82.1,-211.0,-17323.1,17.3231,1.0
