,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.5484851513420902, 'momentum_score': 0.5788216257376737, 'fey_score': 0.8349514563106796, 'trend_score': 0.2524271844660194, 'risk_score': 0.3351100958182626, 'liquidity_score': 0.7281553398058253}",0.014157538983658818,122.9159,-11.0,-1352.0749,1.3521,1.0
1,ABF.L,,GBp,,0.0,1867.8569,-1038.0,-24287.0533,24.2871,79.83
2,AES,Utilities,USD,"{'total_score': 0.5082057871692366, 'momentum_score': 0.5445079002474776, 'fey_score': 0.912621359223301, 'trend_score': 0.05825242718446602, 'risk_score': 0.3699473316834824, 'liquidity_score': 0.4466019417475728}",0.017747223998025006,17.7195,-9.0,-159.4755,0.1595,1.0
3,AMGN,,USD,,0.0,200.3787,-71.0,-14226.8877,14.2269,1.0
4,ATO,Utilities,USD,"{'total_score': 0.5200423567485246, 'momentum_score': 0.5938416143156291, 'fey_score': 0.5048543689320388, 'trend_score': 0.6213592233009708, 'risk_score': 0.36449013262262836, 'liquidity_score': 0.1407766990291262}",0.018160572796868734,107.0451,183.0,19589.2533,19.5893,1.0
5,AZN.L,Health Care,GBp,"{'total_score': 0.5446440129449838, 'momentum_score': 0.7054825813820674, 'fey_score': 0.0970873786407767, 'trend_score': 0.7864077669902912, 'risk_score': 0.5689764578970746, 'liquidity_score': 0.616504854368932}",0.014058391237424306,11741.0078,6.0,882.4508,0.8825,79.83
6,BDX,Health Care,USD,"{'total_score': 0.5704554540262707, 'momentum_score': 0.6025414049114791, 'fey_score': 0.6504854368932039, 'trend_score': 0.4563106796116505, 'risk_score': 0.5750999428897773, 'liquidity_score': 0.3883495145631068}",0.01472463804909928,187.2227,6.0,1123.3362,1.1233,1.0
7,BIIB,,USD,,0.0,300.2,-58.0,-17411.6,17.4116,1.0
8,BSX,Health Care,USD,"{'total_score': 0.7040676756139348, 'momentum_score': 0.8820769084332762, 'fey_score': 0.30097087378640774, 'trend_score': 0.8932038834951457, 'risk_score': 0.6728218795608858, 'liquidity_score': 0.8106796116504855}",0.018173446519468995,51.82,21.0,1088.22,1.0882,1.0
9,CAG,Consumer Staples,USD,"{'total_score': 0.6748610317913573, 'momentum_score': 0.7949171901770417, 'fey_score': 0.8543689320388349, 'trend_score': 0.42718446601941745, 'risk_score': 0.5002538232121327, 'liquidity_score': 0.45145631067961167}",0.023567047446374487,30.0413,-65.0,-1952.6845,1.9527,1.0
10,CAH,Health Care,USD,"{'total_score': 0.7747144488863505, 'momentum_score': 0.904721111745669, 'fey_score': 0.7669902912621359, 'trend_score': 0.9320388349514563, 'risk_score': 0.42591534995875363, 'liquidity_score': 0.3203883495145631}",0.019996986216444523,80.5015,28.0,2254.042,2.254,1.0
11,CCH.L,Consumer Staples,GBp,"{'total_score': 0.7014563106796116, 'momentum_score': 0.9438416143156292, 'fey_score': 0.0970873786407767, 'trend_score': 0.9611650485436893, 'risk_score': 0.8705184339107812, 'liquidity_score': 0.48058252427184467}",0.024495790061347143,2387.5623,-84.0,-2512.279,2.5123,79.83
12,CHD,Consumer Staples,USD,"{'total_score': 0.5826066057490957, 'momentum_score': 0.6919760137064535, 'fey_score': 0.27184466019417475, 'trend_score': 0.8349514563106796, 'risk_score': 0.6157116568310171, 'liquidity_score': 0.2621359223300971}",0.020345399828190194,90.8052,242.0,21974.8584,21.9749,1.0
13,CI,,USD,,0.0,243.0374,-57.0,-13853.1318,13.8531,1.0
14,CL,Consumer Staples,USD,"{'total_score': 0.5665343613173425, 'momentum_score': 0.6231296402055968, 'fey_score': 0.36893203883495146, 'trend_score': 0.6407766990291263, 'risk_score': 0.6206612094676057, 'liquidity_score': 0.6990291262135923}",0.01978413561341188,70.8457,302.0,21395.4014,21.3954,1.0
15,CLX,Consumer Staples,USD,"{'total_score': 0.5822306301161241, 'momentum_score': 0.7023510375023796, 'fey_score': 0.2815533980582524, 'trend_score': 0.8058252427184466, 'risk_score': 0.6294498381877022, 'liquidity_score': 0.2087378640776699}",0.02033227025756229,144.4738,2.0,288.9476,0.2889,1.0
16,CNA.L,Utilities,GBp,"{'total_score': 0.6544412716542927, 'momentum_score': 0.9421854178564628, 'fey_score': 0.0970873786407767, 'trend_score': 0.9902912621359223, 'risk_score': 0.360302049622438, 'liquidity_score': 0.9660194174757282}",0.022853962183892528,120.3239,-3018.0,-4548.8855,4.5489,79.83
