,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.7084895833333332, 'momentum_score': 0.7177083333333333, 'fey_score': 0.78125, 'trend_score': 0.7916666666666666, 'risk_score': 0.46527777777777773, 'liquidity_score': 0.6770833333333333}",0.016358836934757467,131.3827,19.0,2496.2713,2.4963,1.0
1,ABF.L,Consumer Staples,GBp,"{'total_score': 0.6294270833333332, 'momentum_score': 0.8854166666666665, 'fey_score': 0.09895833333333333, 'trend_score': 0.84375, 'risk_score': 0.6944444444444443, 'liquidity_score': 0.4375}",0.026498872321764188,2103.1499,-162.0,-4150.4481,4.1504,82.09
2,ADM,,USD,,0.0,66.3582,-393.0,-26078.7726,26.0788,1.0
3,AMGN,Health Care,USD,"{'total_score': 0.643828125, 'momentum_score': 0.4942708333333333, 'fey_score': 0.7395833333333334, 'trend_score': 0.9583333333333334, 'risk_score': 0.44097222222222215, 'liquidity_score': 0.5625}",0.014865820978387446,246.9472,-1.0,-246.9472,0.2469,1.0
4,ATO,,USD,,0.0,104.7746,-238.0,-24936.3548,24.9364,1.0
5,BDX,Health Care,USD,"{'total_score': 0.69671875, 'momentum_score': 0.7875, 'fey_score': 0.59375, 'trend_score': 0.78125, 'risk_score': 0.6979166666666666, 'liquidity_score': 0.234375}",0.016087051508950283,191.6367,19.0,3641.0973,3.6411,1.0
6,BSX,Health Care,USD,"{'total_score': 0.61984375, 'momentum_score': 0.8364583333333333, 'fey_score': 0.2916666666666667, 'trend_score': 0.8020833333333334, 'risk_score': 0.37152777777777773, 'liquidity_score': 0.7604166666666666}",0.01431202810854581,52.52,5.0,262.6,0.2626,1.0
7,CAH,Health Care,USD,"{'total_score': 0.7755729166666665, 'momentum_score': 0.9093749999999998, 'fey_score': 0.7708333333333334, 'trend_score': 0.9479166666666666, 'risk_score': 0.4166666666666667, 'liquidity_score': 0.25}",0.017907773343782504,90.2468,12.0,1082.9616,1.083,1.0
8,CHD,Consumer Staples,USD,"{'total_score': 0.6156510416666667, 'momentum_score': 0.7828125, 'fey_score': 0.23958333333333334, 'trend_score': 0.75, 'risk_score': 0.8194444444444445, 'liquidity_score': 0.17708333333333331}",0.025918901140208003,89.2684,-13.0,-1160.4892,1.1605,1.0
9,CI,Health Care,USD,"{'total_score': 0.6524479166666667, 'momentum_score': 0.5010416666666666, 'fey_score': 0.8333333333333334, 'trend_score': 0.9270833333333334, 'risk_score': 0.4444444444444445, 'liquidity_score': 0.3333333333333333}",0.01506484968622413,304.3007,0.0,0.0,0.0,1.0
10,CNA.L,Utilities,GBp,"{'total_score': 0.6807291666666666, 'momentum_score': 1.0, 'fey_score': 0.09895833333333333, 'trend_score': 0.9895833333333334, 'risk_score': 0.40277777777777773, 'liquidity_score': 0.953125}",0.028658689387294826,157.476,-1218.0,-2336.5302,2.3365,82.09
11,CNC,Health Care,USD,"{'total_score': 0.5719270833333333, 'momentum_score': 0.2947916666666666, 'fey_score': 0.84375, 'trend_score': 0.8125, 'risk_score': 0.5069444444444444, 'liquidity_score': 0.38541666666666663}",0.013205644959242207,68.93,199.0,13717.07,13.7171,1.0
12,COO,Health Care,USD,"{'total_score': 0.5940364583333333, 'momentum_score': 0.6265624999999999, 'fey_score': 1.0, 'trend_score': 0.2604166666666667, 'risk_score': 0.47222222222222227, 'liquidity_score': 0.03645833333333333}",0.013716144575415444,81.84,-2.0,-163.68,0.1637,1.0
13,COST,Consumer Staples,USD,"{'total_score': 0.6717187499999999, 'momentum_score': 0.9020833333333333, 'fey_score': 0.21875, 'trend_score': 0.8958333333333334, 'risk_score': 0.6527777777777778, 'liquidity_score': 0.484375}",0.028279350958526503,536.9127,0.0,0.0,0.0,1.0
