,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.6974242424242424, 'momentum_score': 0.81010101010101, 'fey_score': 0.6767676767676768, 'trend_score': 0.7474747474747475, 'risk_score': 0.393939393939394, 'liquidity_score': 0.7222222222222222}",0.016951843539071244,178.5168,-43.0,-7676.2224,7.6762,1.0
1,AEP,Utilities,USD,"{'total_score': 0.6758080808080807, 'momentum_score': 0.6898989898989899, 'fey_score': 0.5656565656565656, 'trend_score': 0.8282828282828283, 'risk_score': 0.7070707070707071, 'liquidity_score': 0.4242424242424242}",0.025546880859681306,95.7808,31.0,2969.2048,2.9692,1.0
2,AES,,USD,,0.0,15.7826,-1555.0,-24541.943,24.5419,1.0
3,AMGN,Health Care,USD,"{'total_score': 0.7596464646464648, 'momentum_score': 0.8818181818181817, 'fey_score': 0.6262626262626263, 'trend_score': 0.9191919191919192, 'risk_score': 0.5757575757575758, 'liquidity_score': 0.48484848484848486}",0.01846423916801873,316.4832,-12.0,-3797.7984,3.7978,1.0
4,AZN.L,Health Care,GBp,"{'total_score': 0.5400757575757575, 'momentum_score': 0.6772727272727272, 'fey_score': 0.09090909090909091, 'trend_score': 0.7070707070707071, 'risk_score': 0.7306397306397306, 'liquidity_score': 0.5858585858585859}",0.013127274884861926,12605.25,-35.0,-5615.8828,5.6159,78.56
5,BSX,Health Care,USD,"{'total_score': 0.6876010101010102, 'momentum_score': 0.9176767676767676, 'fey_score': 0.25252525252525254, 'trend_score': 0.9090909090909091, 'risk_score': 0.5656565656565656, 'liquidity_score': 0.7323232323232323}",0.016713076534338876,74.5,-32.0,-2384.0,2.384,1.0
6,CAH,Health Care,USD,"{'total_score': 0.5412626262626262, 'momentum_score': 0.6474747474747474, 'fey_score': 0.7373737373737373, 'trend_score': 0.23232323232323232, 'risk_score': 0.4713804713804714, 'liquidity_score': 0.26262626262626265}",0.013156123340446559,99.213,-30.0,-2976.39,2.9764,1.0
7,CHD,Consumer Staples,USD,"{'total_score': 0.5061111111111111, 'momentum_score': 0.7404040404040403, 'fey_score': 0.26262626262626265, 'trend_score': 0.42424242424242425, 'risk_score': 0.5723905723905723, 'liquidity_score': 0.2121212121212121}",0.01913200008182246,96.4689,39.0,3762.2871,3.7623,1.0
8,CI,Health Care,USD,"{'total_score': 0.6529040404040404, 'momentum_score': 0.5984848484848484, 'fey_score': 0.9393939393939394, 'trend_score': 0.5454545454545454, 'risk_score': 0.5555555555555557, 'liquidity_score': 0.32323232323232326}",0.015869719556183905,326.097,-19.0,-6195.843,6.1958,1.0
9,CL,Consumer Staples,USD,"{'total_score': 0.6333585858585858, 'momentum_score': 0.7186868686868686, 'fey_score': 0.30303030303030304, 'trend_score': 0.8686868686868687, 'risk_score': 0.6868686868686869, 'liquidity_score': 0.5858585858585859}",0.023942206069862748,98.6625,29.0,2861.2125,2.8612,1.0
10,CMS,,USD,,0.0,63.1975,-388.0,-24520.63,24.5206,1.0
11,CNP,Utilities,USD,"{'total_score': 0.5333333333333334, 'momentum_score': 0.5909090909090909, 'fey_score': 0.6161616161616161, 'trend_score': 0.40404040404040403, 'risk_score': 0.41077441077441074, 'liquidity_score': 0.601010101010101}",0.020161053873270655,25.9106,149.0,3860.6794,3.8607,1.0
12,COST,Consumer Staples,USD,"{'total_score': 0.6741666666666666, 'momentum_score': 0.9247474747474748, 'fey_score': 0.1919191919191919, 'trend_score': 0.9494949494949495, 'risk_score': 0.5488215488215489, 'liquidity_score': 0.6060606060606061}",0.02548483216168118,815.6131,7.0,5709.2917,5.7093,1.0
13,CPB,,USD,,0.0,45.1368,-488.0,-22026.7584,22.0268,1.0
14,D,Utilities,USD,"{'total_score': 0.5824999999999999, 'momentum_score': 0.5762626262626263, 'fey_score': 0.6363636363636364, 'trend_score': 0.5959595959595959, 'risk_score': 0.5521885521885522, 'liquidity_score': 0.3939393939393939}",0.022019651027212785,51.7474,-10.0,-517.474,0.5175,1.0
15,DGX,Health Care,USD,"{'total_score': 0.5632575757575757, 'momentum_score': 0.5075757575757576, 'fey_score': 0.6565656565656566, 'trend_score': 0.696969696969697, 'risk_score': 0.5084175084175084, 'liquidity_score': 0.11616161616161616}",0.013690740464153237,145.2691,118.0,17141.7538,17.1418,1.0
16,DHR,Health Care,USD,"{'total_score': 0.5038131313131313, 'momentum_score': 0.663131313131313, 'fey_score': 0.2222222222222222, 'trend_score': 0.6161616161616161, 'risk_score': 0.41414141414141414, 'liquidity_score': 0.6161616161616161}",0.012245862497212339,273.8497,-26.0,-7120.0922,7.1201,1.0
17,DTE,Utilities,USD,"{'total_score': 0.5173484848484848, 'momentum_score': 0.46515151515151515, 'fey_score': 0.5454545454545454, 'trend_score': 0.6666666666666666, 'risk_score': 0.5521885521885522, 'liquidity_score': 0.0404040404040404}",0.019556795014284842,116.2748,17.0,1976.6716,1.9767,1.0
18,DUK,Utilities,USD,"{'total_score': 0.7046464646464647, 'momentum_score': 0.804040404040404, 'fey_score': 0.5252525252525253, 'trend_score': 0.8181818181818182, 'risk_score': 0.7003367003367004, 'liquidity_score': 0.46464646464646464}",0.026637028753775775,106.9881,41.0,4386.5121,4.3865,1.0
19,ED,,USD,,0.0,96.0394,-261.0,-25066.2834,25.0663,1.0
20,EIX,Utilities,USD,"{'total_score': 0.6040656565656566, 'momentum_score': 0.5217171717171717, 'fey_score': 0.7474747474747475, 'trend_score': 0.7676767676767676, 'risk_score': 0.4646464646464647, 'liquidity_score': 0.2272727272727273}",0.02283487545939902,74.9887,6.0,449.9322,0.4499,1.0
21,ETR,Utilities,USD,"{'total_score': 0.6802777777777776, 'momentum_score': 0.5439393939393938, 'fey_score': 0.9797979797979798, 'trend_score': 0.6868686868686869, 'risk_score': 0.6094276094276094, 'liquidity_score': 0.3232323232323232}",0.025715844237312404,57.334,26.0,1490.684,1.4907,1.0
22,FE,Utilities,USD,"{'total_score': 0.6709848484848484, 'momentum_score': 0.6934343434343434, 'fey_score': 0.7171717171717171, 'trend_score': 0.6363636363636364, 'risk_score': 0.7373737373737375, 'liquidity_score': 0.22222222222222224}",0.025364553147096326,39.7556,804.0,31963.5024,31.9635,1.0
23,GILD,Health Care,USD,"{'total_score': 0.5653535353535354, 'momentum_score': 0.4161616161616162, 'fey_score': 0.9292929292929293, 'trend_score': 0.46464646464646464, 'risk_score': 0.40404040404040403, 'liquidity_score': 0.6767676767676768}",0.013741685609121843,72.9596,237.0,17291.4252,17.2914,1.0
24,HCA,Health Care,USD,"{'total_score': 0.6940151515151515, 'momentum_score': 0.8277777777777777, 'fey_score': 0.6666666666666666, 'trend_score': 0.7878787878787878, 'risk_score': 0.4006734006734007, 'liquidity_score': 0.398989898989899}",0.016868980953881348,351.8452,-7.0,-2462.9164,2.4629,1.0
25,IMB.L,Consumer Staples,GBp,"{'total_score': 0.5948737373737374, 'momentum_score': 0.7833333333333332, 'fey_score': 0.09090909090909091, 'trend_score': 0.8484848484848485, 'risk_score': 0.6565656565656566, 'liquidity_score': 0.595959595959596}",0.02248740275059833,2139.813,169.0,4603.2128,4.6032,78.56
26,INCY,Health Care,USD,"{'total_score': 0.5939898989898991, 'momentum_score': 0.4575757575757575, 'fey_score': 0.8282828282828283, 'trend_score': 0.7272727272727273, 'risk_score': 0.4478114478114478, 'liquidity_score': 0.2828282828282828}",0.014437731324716992,64.47,-49.0,-3159.03,3.159,1.0
27,ISRG,Health Care,USD,"{'total_score': 0.6262373737373736, 'momentum_score': 0.8873737373737373, 'fey_score': 0.18181818181818182, 'trend_score': 0.9696969696969697, 'risk_score': 0.34006734006734, 'liquidity_score': 0.505050505050505}",0.015221550000920693,449.73,-8.0,-3597.84,3.5978,1.0
