,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.6117401960784313, 'momentum_score': 0.621078431372549, 'fey_score': 0.7745098039215687, 'trend_score': 0.5294117647058824, 'risk_score': 0.38888888888888884, 'liquidity_score': 0.7303921568627452}",0.019195347402794667,192.618,-2.0,-385.236,0.3852,1.0
1,ABT,Health Care,USD,"{'total_score': 0.5575490196078431, 'momentum_score': 0.7715686274509803, 'fey_score': 0.3137254901960784, 'trend_score': 0.5098039215686274, 'risk_score': 0.46078431372549017, 'liquidity_score': 0.7598039215686274}",0.017494922181127973,127.9004,-31.0,-3964.9124,3.9649,1.0
2,ADM,Consumer Staples,USD,"{'total_score': 0.5493872549019607, 'momentum_score': 0.24754901960784312, 'fey_score': 0.8627450980392157, 'trend_score': 0.7549019607843137, 'risk_score': 0.5490196078431372, 'liquidity_score': 0.27450980392156865}",0.017238820146385773,53.0474,453.0,24030.4722,24.0305,1.0
3,AEE,Utilities,USD,"{'total_score': 0.6915931372549019, 'momentum_score': 0.9318627450980391, 'fey_score': 0.47058823529411764, 'trend_score': 0.7254901960784313, 'risk_score': 0.6601307189542484, 'liquidity_score': 0.07352941176470588}",0.021700994337299457,101.1071,-35.0,-3538.7485,3.5387,1.0
4,AEP,Utilities,USD,"{'total_score': 0.6484803921568627, 'momentum_score': 0.6686274509803921, 'fey_score': 0.5490196078431373, 'trend_score': 0.8235294117647058, 'risk_score': 0.5849673202614379, 'liquidity_score': 0.4950980392156863}",0.020348191096724283,112.2795,-17.0,-1908.7515,1.9088,1.0
5,AES,Utilities,USD,"{'total_score': 0.581593137254902, 'momentum_score': 0.3122549019607843, 'fey_score': 1.0, 'trend_score': 0.7058823529411765, 'risk_score': 0.33660130718954245, 'liquidity_score': 0.6127450980392157}",0.018249384932125277,13.1062,1943.0,25465.3466,25.4653,1.0
6,BATS.L,Consumer Staples,GBp,"{'total_score': 0.6230147058823529, 'momentum_score': 0.8269607843137254, 'fey_score': 0.08823529411764706, 'trend_score': 0.9901960784313726, 'risk_score': 0.4836601307189543, 'liquidity_score': 0.8186274509803921}",0.019549121985321435,4182.1699,-71.0,-3946.4921,3.9465,75.24
7,BMY,Health Care,USD,"{'total_score': 0.5391666666666666, 'momentum_score': 0.4480392156862745, 'fey_score': 0.9901960784313726, 'trend_score': 0.18627450980392157, 'risk_score': 0.38235294117647056, 'liquidity_score': 0.803921568627451}",0.016918115796573464,43.8097,-44.0,-1927.6268,1.9276,1.0
8,BSX,Health Care,USD,"{'total_score': 0.6295343137254902, 'momentum_score': 0.7573529411764706, 'fey_score': 0.21568627450980393, 'trend_score': 0.8823529411764706, 'risk_score': 0.6470588235294118, 'liquidity_score': 0.7401960784313726}",0.019753695983043433,106.79,4.0,427.16,0.4272,1.0
9,CAH,Health Care,USD,"{'total_score': 0.7971323529411763, 'momentum_score': 0.9749999999999999, 'fey_score': 0.6078431372549019, 'trend_score': 0.9803921568627451, 'risk_score': 0.6339869281045751, 'liquidity_score': 0.2549019607843137}",0.025012632059821745,157.3291,7.0,1101.3037,1.1013,1.0
10,CMS,Utilities,USD,"{'total_score': 0.553235294117647, 'momentum_score': 0.6058823529411764, 'fey_score': 0.4803921568627451, 'trend_score': 0.6176470588235294, 'risk_score': 0.5915032679738562, 'liquidity_score': 0.17647058823529413}",0.017359564949552517,73.0232,-37.0,-2701.8584,2.7019,1.0
11,CNA.L,Utilities,GBp,"{'total_score': 0.5898774509803921, 'momentum_score': 0.7308823529411764, 'fey_score': 0.08823529411764706, 'trend_score': 0.8529411764705882, 'risk_score': 0.630718954248366, 'liquidity_score': 0.9362745098039216}",0.018509332342764504,165.9535,-309.0,-681.5475,0.6815,75.24
12,CNP,Utilities,USD,"{'total_score': 0.6480637254901962, 'momentum_score': 0.736764705882353, 'fey_score': 0.4019607843137255, 'trend_score': 0.8921568627450981, 'risk_score': 0.5751633986928105, 'liquidity_score': 0.5}",0.020335116818674386,38.5076,-40.0,-1540.304,1.5403,1.0
13,CTEC.L,,GBp,,0.0,228.9492,-7408.0,-22541.9414,22.5419,75.24
14,CVS,Health Care,USD,"{'total_score': 0.6378186274509804, 'momentum_score': 0.6073529411764707, 'fey_score': 0.9313725490196079, 'trend_score': 0.47058823529411764, 'risk_score': 0.4084967320261437, 'liquidity_score': 0.7401960784313726}",0.020013643393682667,60.4543,-11.0,-664.9973,0.665,1.0
15,D,Utilities,USD,"{'total_score': 0.6359068627450981, 'momentum_score': 0.5857843137254901, 'fey_score': 0.6470588235294118, 'trend_score': 0.7745098039215687, 'risk_score': 0.5980392156862745, 'liquidity_score': 0.49019607843137253}",0.019953655529689,59.1306,-29.0,-1714.7874,1.7148,1.0
16,DGX,Health Care,USD,"{'total_score': 0.6138235294117647, 'momentum_score': 0.7509803921568627, 'fey_score': 0.6666666666666666, 'trend_score': 0.5490196078431373, 'risk_score': 0.43137254901960786, 'liquidity_score': 0.19607843137254902}",0.01926071879304418,170.1549,157.0,26714.3193,26.7143,1.0
