,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,A,,USD,,0.0,135.0913,-91.0,-12293.3083,12.2933,1.0
1,ABBV,Health Care,USD,"{'total_score': 0.6690524462212069, 'momentum_score': 0.5305444507900247, 'fey_score': 0.7766990291262136, 'trend_score': 0.7961165048543689, 'risk_score': 0.5978171203756584, 'liquidity_score': 0.8058252427184466}",0.016068715737278205,142.1822,22.0,3128.0084,3.128,1.0
2,ABF.L,Consumer Staples,GBp,"{'total_score': 0.6369269940986103, 'momentum_score': 0.9215971825623452, 'fey_score': 0.0970873786407767, 'trend_score': 0.9805825242718447, 'risk_score': 0.44368297480804625, 'liquidity_score': 0.5485436893203883}",0.02376513076840846,1943.1395,234.0,5648.3807,5.6484,80.5
3,AEP,,USD,,0.0,81.4486,-263.0,-21420.9818,21.421,1.0
4,AES,,USD,,0.0,20.7581,-1150.0,-23871.815,23.8718,1.0
5,AMGN,Health Care,USD,"{'total_score': 0.5334818199124309, 'momentum_score': 0.4787359604035789, 'fey_score': 0.8252427184466019, 'trend_score': 0.23300970873786409, 'risk_score': 0.5592359921314803, 'liquidity_score': 0.5825242718446602}",0.012812699159229196,225.3228,2.0,450.6456,0.4506,1.0
6,AZN.L,Health Care,GBp,"{'total_score': 0.5049633542737483, 'momentum_score': 0.6628307633733105, 'fey_score': 0.0970873786407767, 'trend_score': 0.6990291262135923, 'risk_score': 0.49457452884066244, 'liquidity_score': 0.6941747572815534}",0.012127767626283549,11237.3076,-2.0,-279.1878,0.2792,80.5
7,BAYN.DE,,EUR,,0.0,55.962,-200.0,-12213.4439,12.2134,0.9164
8,BDX,Health Care,USD,"{'total_score': 0.5026765657719399, 'momentum_score': 0.35400723396154576, 'fey_score': 0.7378640776699029, 'trend_score': 0.4320388349514563, 'risk_score': 0.6303382194301669, 'liquidity_score': 0.2669902912621359}",0.012072845542679529,184.5905,71.0,13105.9255,13.1059,1.0
9,BMY,Health Care,USD,"{'total_score': 0.5824409861031792, 'momentum_score': 0.5118503712164477, 'fey_score': 0.9320388349514563, 'trend_score': 0.20388349514563106, 'risk_score': 0.604479979694143, 'liquidity_score': 0.7766990291262137}",0.013988557537293013,59.4905,19.0,1130.3195,1.1303,1.0
