,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.79915, 'momentum_score': 0.7889999999999999, 'fey_score': 0.88, 'trend_score': 0.85, 'risk_score': 0.6133333333333333, 'liquidity_score': 0.8200000000000001}",0.020264521977638828,122.5048,8.0,980.0384,0.98,1.0
1,ADM,Consumer Staples,USD,"{'total_score': 0.608, 'momentum_score': 0.7449999999999999, 'fey_score': 0.79, 'trend_score': 0.37, 'risk_score': 0.35333333333333333, 'liquidity_score': 0.455}",0.02113721809178996,73.9419,-104.0,-7689.9576,7.69,1.0
2,AEE,Utilities,USD,"{'total_score': 0.5044, 'momentum_score': 0.5439999999999999, 'fey_score': 0.46, 'trend_score': 0.48, 'risk_score': 0.6666666666666666, 'liquidity_score': 0.060000000000000005}",0.017535547377465224,82.5677,-32.0,-2642.1664,2.6422,1.0
3,AEP,Utilities,USD,"{'total_score': 0.65825, 'momentum_score': 0.7849999999999999, 'fey_score': 0.62, 'trend_score': 0.62, 'risk_score': 0.5433333333333333, 'liquidity_score': 0.45999999999999996}",0.0228841674488828,85.6701,-22.0,-1884.7422,1.8847,1.0
4,AMGN,Health Care,USD,"{'total_score': 0.705625, 'momentum_score': 0.6025, 'fey_score': 0.8, 'trend_score': 0.74, 'risk_score': 0.7833333333333333, 'liquidity_score': 0.585}",0.01789295291305937,216.906,-8.0,-1735.248,1.7352,1.0
5,AZN.L,Health Care,GBp,"{'total_score': 0.5933499999999998, 'momentum_score': 0.7609999999999999, 'fey_score': 0.095, 'trend_score': 0.95, 'risk_score': 0.5166666666666666, 'liquidity_score': 0.715}",0.015045928943792773,10771.2988,-8.0,-1055.8803,1.0559,81.61
6,BATS.L,Consumer Staples,GBp,"{'total_score': 0.5697, 'momentum_score': 0.747, 'fey_score': 0.095, 'trend_score': 0.82, 'risk_score': 0.5366666666666666, 'liquidity_score': 0.8}",0.019805712412652533,3256.0696,1.0,39.8979,0.0399,81.61
7,BMY,Health Care,USD,"{'total_score': 0.770925, 'momentum_score': 0.6605, 'fey_score': 0.95, 'trend_score': 0.79, 'risk_score': 0.6866666666666666, 'liquidity_score': 0.825}",0.019548803861116452,62.2922,-47.0,-2927.7334,2.9277,1.0
8,CAG,Consumer Staples,USD,"{'total_score': 0.5789000000000001, 'momentum_score': 0.514, 'fey_score': 0.81, 'trend_score': 0.55, 'risk_score': 0.4166666666666667, 'liquidity_score': 0.48}",0.020125551896936204,28.4036,777.0,22069.5972,22.0696,1.0
9,CAH,Health Care,USD,"{'total_score': 0.5836, 'momentum_score': 0.406, 'fey_score': 0.87, 'trend_score': 0.63, 'risk_score': 0.5599999999999999, 'liquidity_score': 0.28}",0.014798692393355465,55.726,291.0,16216.266,16.2163,1.0
10,CI,Health Care,USD,"{'total_score': 0.7319500000000001, 'momentum_score': 0.6119999999999999, 'fey_score': 0.89, 'trend_score': 0.94, 'risk_score': 0.5433333333333333, 'liquidity_score': 0.515}",0.018560491599240118,253.7022,-5.0,-1268.511,1.2685,1.0
11,CMS,Utilities,USD,"{'total_score': 0.5682499999999999, 'momentum_score': 0.735, 'fey_score': 0.44, 'trend_score': 0.54, 'risk_score': 0.5533333333333333, 'liquidity_score': 0.2}",0.01975530292871652,61.2094,14.0,856.9316,0.8569,1.0
