,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,A,Health Care,USD,"{'total_score': 0.6044607843137254, 'momentum_score': 0.684313725490196, 'fey_score': 0.8137254901960784, 'trend_score': 0.5, 'risk_score': 0.3006535947712418, 'liquidity_score': 0.3284313725490196}",0.015342694147728334,146.5737,31.0,4543.7847,4.5438,1.0
1,ABBV,Health Care,USD,"{'total_score': 0.6333333333333334, 'momentum_score': 0.7352941176470589, 'fey_score': 0.39705882352941174, 'trend_score': 0.8921568627450981, 'risk_score': 0.3954248366013072, 'liquidity_score': 0.7794117647058824}",0.01607555010855974,114.6735,-3.0,-344.0205,0.344,1.0
2,ABT,Health Care,USD,"{'total_score': 0.6028921568627451, 'momentum_score': 0.6931372549019608, 'fey_score': 0.39705882352941174, 'trend_score': 0.803921568627451, 'risk_score': 0.41830065359477125, 'liquidity_score': 0.75}",0.015302878543744288,124.5462,27.0,3362.7474,3.3627,1.0
3,ADM,Consumer Staples,USD,"{'total_score': 0.5641176470588235, 'momentum_score': 0.7686274509803922, 'fey_score': 0.39705882352941174, 'trend_score': 0.6176470588235294, 'risk_score': 0.38235294117647056, 'liquidity_score': 0.29901960784313725}",0.019575114361912168,61.1515,-186.0,-11374.179,11.3742,1.0
4,AEE,Utilities,USD,"{'total_score': 0.5097058823529411, 'momentum_score': 0.5970588235294118, 'fey_score': 0.39705882352941174, 'trend_score': 0.5392156862745098, 'risk_score': 0.5915032679738562, 'liquidity_score': 0.09803921568627451}",0.01768700374827622,77.611,249.0,19325.139,19.3251,1.0
5,AES,,USD,,0.0,20.5933,-1222.0,-25165.0126,25.165,1.0
6,ATO,Utilities,USD,"{'total_score': 0.5654411764705881, 'momentum_score': 0.46078431372549017, 'fey_score': 0.8921568627450981, 'trend_score': 0.5098039215686274, 'risk_score': 0.47385620915032683, 'liquidity_score': 0.16176470588235292}",0.019621041376838445,95.6845,224.0,21433.328,21.4333,1.0
7,CHD,Consumer Staples,USD,"{'total_score': 0.59875, 'momentum_score': 0.6259803921568627, 'fey_score': 0.39705882352941174, 'trend_score': 0.8431372549019608, 'risk_score': 0.6568627450980392, 'liquidity_score': 0.2647058823529412}",0.020776871252483158,96.796,235.0,22747.06,22.7471,1.0
8,CNA.L,Utilities,GBp,"{'total_score': 0.7726225490196077, 'momentum_score': 0.955392156862745, 'fey_score': 0.39705882352941174, 'trend_score': 0.9705882352941176, 'risk_score': 0.6666666666666666, 'liquidity_score': 0.8970588235294117}",0.026810320213354066,73.7324,-2771.0,-2754.6512,2.7547,74.17
9,CNC,Health Care,USD,"{'total_score': 0.5162745098039215, 'momentum_score': 0.45686274509803915, 'fey_score': 0.39705882352941174, 'trend_score': 0.9313725490196079, 'risk_score': 0.25163398692810457, 'liquidity_score': 0.6617647058823529}",0.013104310661250087,81.08,7.0,567.56,0.5676,1.0
