,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.5906683168316832, 'momentum_score': 0.6183168316831683, 'fey_score': 0.7623762376237624, 'trend_score': 0.49504950495049505, 'risk_score': 0.31353135313531355, 'liquidity_score': 0.7524752475247525}",0.01903519792601456,184.7318,-2.0,-369.4636,0.3695,1.0
1,ABT,Health Care,USD,"{'total_score': 0.6561881188118812, 'momentum_score': 0.797029702970297, 'fey_score': 0.27722772277227725, 'trend_score': 0.8613861386138614, 'risk_score': 0.6765676567656765, 'liquidity_score': 0.6831683168316832}",0.021146674643533755,131.4252,11.0,1445.6772,1.4457,1.0
2,AEE,Utilities,USD,"{'total_score': 0.7043811881188118, 'momentum_score': 0.9163366336633663, 'fey_score': 0.49504950495049505, 'trend_score': 0.7128712871287128, 'risk_score': 0.7458745874587459, 'liquidity_score': 0.10891089108910891}",0.02269977066507129,93.4893,-7.0,-654.4251,0.6544,1.0
3,AEP,Utilities,USD,"{'total_score': 0.6124752475247525, 'momentum_score': 0.6297029702970297, 'fey_score': 0.6138613861386139, 'trend_score': 0.6435643564356436, 'risk_score': 0.6237623762376238, 'liquidity_score': 0.32673267326732675}",0.019737959916242897,100.8172,-18.0,-1814.7096,1.8147,1.0
4,ATO,,USD,,0.0,149.0377,-214.0,-31894.0678,31.8941,1.0
5,BATS.L,Consumer Staples,GBp,"{'total_score': 0.6016831683168317, 'momentum_score': 0.7544554455445545, 'fey_score': 0.08415841584158416, 'trend_score': 0.9702970297029703, 'risk_score': 0.5511551155115512, 'liquidity_score': 0.7970297029702971}",0.01939016851131718,3462.4846,-28.0,-1332.8233,1.3328,72.74000000000001
6,BMY,Health Care,USD,"{'total_score': 0.5951485148514851, 'momentum_score': 0.5603960396039603, 'fey_score': 0.9801980198019802, 'trend_score': 0.24752475247524752, 'risk_score': 0.4356435643564356, 'liquidity_score': 0.7821782178217822}",0.019179579220261242,45.3633,-6.0,-272.1798,0.2722,1.0
7,BSX,Health Care,USD,"{'total_score': 0.5943564356435643, 'momentum_score': 0.7554455445544553, 'fey_score': 0.2079207920792079, 'trend_score': 0.8415841584158416, 'risk_score': 0.48184818481848185, 'liquidity_score': 0.7475247524752475}",0.019154053245587794,103.63,-7.0,-725.41,0.7254,1.0
8,CAH,Health Care,USD,"{'total_score': 0.7751980198019801, 'momentum_score': 0.9722772277227723, 'fey_score': 0.504950495049505, 'trend_score': 0.9801980198019802, 'risk_score': 0.6237623762376238, 'liquidity_score': 0.3811881188118812}",0.024981952338219163,160.6617,-20.0,-3213.234,3.2132,1.0
9,CI,,USD,,0.0,315.2625,-83.0,-26166.7875,26.1668,1.0
10,CMS,Utilities,USD,"{'total_score': 0.5653960396039603, 'momentum_score': 0.6613861386138614, 'fey_score': 0.5148514851485149, 'trend_score': 0.504950495049505, 'risk_score': 0.6171617161716171, 'liquidity_score': 0.23267326732673266}",0.018220759796589887,68.153,-23.0,-1567.519,1.5675,1.0
11,CNA.L,Utilities,GBp,"{'total_score': 0.5892079207920792, 'momentum_score': 0.694059405940594, 'fey_score': 0.08415841584158416, 'trend_score': 0.9603960396039604, 'risk_score': 0.570957095709571, 'liquidity_score': 0.9504950495049505}",0.01898813441021039,158.3056,551.0,1199.153,1.1992,72.74000000000001
12,CNP,Utilities,USD,"{'total_score': 0.6159653465346534, 'momentum_score': 0.650990099009901, 'fey_score': 0.42574257425742573, 'trend_score': 0.8316831683168316, 'risk_score': 0.6303630363036303, 'liquidity_score': 0.4158415841584159}",0.01985043374214777,35.1741,-122.0,-4291.2402,4.2912,1.0
13,COST,,USD,,0.0,978.2786,-22.0,-21522.1292,21.5221,1.0
14,CTEC.L,Health Care,GBp,"{'total_score': 0.5902475247524752, 'momentum_score': 0.7069306930693069, 'fey_score': 0.08415841584158416, 'trend_score': 0.9504950495049505, 'risk_score': 0.6171617161716172, 'liquidity_score': 0.7821782178217822}",0.01902163725196929,257.3429,7408.0,26208.3613,26.2084,72.74000000000001
15,CVS,Health Care,USD,"{'total_score': 0.6904455445544556, 'momentum_score': 0.6099009900990099, 'fey_score': 0.8811881188118812, 'trend_score': 0.801980198019802, 'risk_score': 0.4290429042904291, 'liquidity_score': 0.6386138613861386}",0.022250673048160342,64.814,-27.0,-1749.978,1.75,1.0
16,D,Utilities,USD,"{'total_score': 0.6249752475247524, 'momentum_score': 0.6470297029702969, 'fey_score': 0.6534653465346535, 'trend_score': 0.6633663366336634, 'risk_score': 0.48514851485148514, 'liquidity_score': 0.594059405940594}",0.02014079170405823,55.542,25.0,1388.55,1.3886,1.0
17,DGX,,USD,,0.0,173.4718,-172.0,-29837.1496,29.8371,1.0
18,DTE,Utilities,USD,"{'total_score': 0.6489851485148515, 'momentum_score': 0.750990099009901, 'fey_score': 0.5643564356435643, 'trend_score': 0.7425742574257426, 'risk_score': 0.6039603960396039, 'liquidity_score': 0.1188118811881188}",0.020914547811347092,127.4748,-13.0,-1657.1724,1.6572,1.0
19,DUK,Utilities,USD,"{'total_score': 0.587029702970297, 'momentum_score': 0.6178217821782177, 'fey_score': 0.5247524752475248, 'trend_score': 0.6336633663366337, 'risk_score': 0.6105610561056106, 'liquidity_score': 0.42574257425742573}",0.01891793797985841,114.085,-7.0,-798.595,0.7986,1.0
20,ED,Utilities,USD,"{'total_score': 0.5344554455445544, 'momentum_score': 0.5425742574257425, 'fey_score': 0.5841584158415841, 'trend_score': 0.48514851485148514, 'risk_score': 0.5412541254125413, 'liquidity_score': 0.40594059405940597}",0.017223651410908362,97.5163,-17.0,-1657.7771,1.6578,1.0
