,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.6312376237623764, 'momentum_score': 0.6217821782178218, 'fey_score': 0.6435643564356436, 'trend_score': 0.7524752475247525, 'risk_score': 0.42574257425742573, 'liquidity_score': 0.7673267326732673}",0.019900085992842778,190.5703,-11.0,-2096.2733,2.0963,1.0
1,AEE,Utilities,USD,"{'total_score': 0.6345049504950495, 'momentum_score': 0.5702970297029702, 'fey_score': 0.594059405940594, 'trend_score': 0.8613861386138614, 'risk_score': 0.7227722772277229, 'liquidity_score': 0.11386138613861387}",0.0200030901239327,82.3955,41.0,3378.2155,3.3782,1.0
2,AEP,Utilities,USD,"{'total_score': 0.6775742574257426, 'momentum_score': 0.7287128712871287, 'fey_score': 0.6633663366336634, 'trend_score': 0.6435643564356436, 'risk_score': 0.702970297029703, 'liquidity_score': 0.4504950495049505}",0.021360871851936244,93.4295,-4.0,-373.718,0.3737,1.0
3,AES,,USD,,0.0,14.1808,-1192.0,-16903.5136,16.9035,1.0
4,AMGN,Health Care,USD,"{'total_score': 0.5646782178217822, 'momentum_score': 0.5836633663366336, 'fey_score': 0.693069306930693, 'trend_score': 0.49504950495049505, 'risk_score': 0.43564356435643564, 'liquidity_score': 0.4554455445544554}",0.017801766989048787,302.3894,-1.0,-302.3894,0.3024,1.0
5,BMY,Health Care,USD,"{'total_score': 0.6277722772277229, 'momentum_score': 0.3891089108910891, 'fey_score': 0.9900990099009901, 'trend_score': 0.7227722772277227, 'risk_score': 0.41584158415841593, 'liquidity_score': 0.7425742574257426}",0.01979083918714134,51.6745,497.0,25682.2265,25.6822,1.0
6,BSX,Health Care,USD,"{'total_score': 0.7004455445544554, 'momentum_score': 0.9227722772277227, 'fey_score': 0.22772277227722773, 'trend_score': 0.9306930693069307, 'risk_score': 0.6435643564356436, 'liquidity_score': 0.7574257425742574}",0.02208190076956571,84.72,20.0,1694.4,1.6944,1.0
7,CAG,,USD,,0.0,26.3941,-931.0,-24572.9071,24.5729,1.0
8,CAH,Health Care,USD,"{'total_score': 0.5616584158415842, 'momentum_score': 0.4866336633663366, 'fey_score': 0.7722772277227723, 'trend_score': 0.6534653465346535, 'risk_score': 0.3564356435643565, 'liquidity_score': 0.2821782178217822}",0.017706566201223253,109.7736,-32.0,-3512.7552,3.5128,1.0
9,CI,,USD,,0.0,303.0809,-77.0,-23337.2293,23.3372,1.0
10,CL,Consumer Staples,USD,"{'total_score': 0.5201732673267326, 'momentum_score': 0.6262376237623762, 'fey_score': 0.36633663366336633, 'trend_score': 0.4752475247524752, 'risk_score': 0.5544554455445545, 'liquidity_score': 0.6237623762376238}",0.01639872587011179,90.2826,-25.0,-2257.065,2.2571,1.0
11,CLX,Consumer Staples,USD,"{'total_score': 0.5962871287128713, 'momentum_score': 0.7524752475247525, 'fey_score': 0.38613861386138615, 'trend_score': 0.6732673267326733, 'risk_score': 0.627062706270627, 'liquidity_score': 0.15346534653465346}",0.01879825392391116,152.958,12.0,1835.496,1.8355,1.0
12,CMS,Utilities,USD,"{'total_score': 0.723490099009901, 'momentum_score': 0.944059405940594, 'fey_score': 0.48514851485148514, 'trend_score': 0.8118811881188119, 'risk_score': 0.6600660066006601, 'liquidity_score': 0.20792079207920794}",0.022808392027480254,65.3671,38.0,2483.9498,2.4839,1.0
13,COO,,USD,,0.0,104.86,-197.0,-20657.42,20.6574,1.0
14,COST,Consumer Staples,USD,"{'total_score': 0.6067326732673267, 'momentum_score': 0.8148514851485148, 'fey_score': 0.19801980198019803, 'trend_score': 0.8217821782178217, 'risk_score': 0.5346534653465347, 'liquidity_score': 0.5495049504950495}",0.01912755500966834,880.2678,2.0,1760.5356,1.7605,1.0
15,CPB,,USD,,0.0,42.9685,-553.0,-23761.5805,23.7616,1.0
16,D,Utilities,USD,"{'total_score': 0.7846782178217822, 'momentum_score': 0.9371287128712871, 'fey_score': 0.6237623762376238, 'trend_score': 0.8712871287128713, 'risk_score': 0.66996699669967, 'liquidity_score': 0.5198019801980198}",0.024737378482437015,53.8089,80.0,4304.712,4.3047,1.0
17,DTE,Utilities,USD,"{'total_score': 0.7186138613861386, 'momentum_score': 0.9089108910891088, 'fey_score': 0.6336633663366337, 'trend_score': 0.7128712871287128, 'risk_score': 0.6336633663366337, 'liquidity_score': 0.0891089108910891}",0.022654666165171804,115.6927,43.0,4974.7861,4.9748,1.0
18,DUK,Utilities,USD,"{'total_score': 0.6832920792079208, 'momentum_score': 0.75, 'fey_score': 0.5742574257425742, 'trend_score': 0.7920792079207921, 'risk_score': 0.6039603960396039, 'liquidity_score': 0.5643564356435644}",0.02154112908134361,106.6587,3.0,319.9761,0.32,1.0
19,ED,Utilities,USD,"{'total_score': 0.5633168316831683, 'momentum_score': 0.5564356435643564, 'fey_score': 0.5643564356435643, 'trend_score': 0.6633663366336634, 'risk_score': 0.5214521452145214, 'liquidity_score': 0.3316831683168317}",0.01775884860109465,94.282,-10.0,-942.82,0.9428,1.0
20,EIX,Utilities,USD,"{'total_score': 0.7822772277227722, 'momentum_score': 0.9316831683168316, 'fey_score': 0.7920792079207921, 'trend_score': 0.801980198019802, 'risk_score': 0.5544554455445545, 'liquidity_score': 0.2920792079207921}",0.024661686052772448,74.5055,34.0,2533.187,2.5332,1.0
21,ES,Utilities,USD,"{'total_score': 0.5797029702970297, 'momentum_score': 0.5346534653465346, 'fey_score': 0.8217821782178217, 'trend_score': 0.48514851485148514, 'risk_score': 0.5247524752475247, 'liquidity_score': 0.22772277227722773}",0.01827542992519715,59.135,24.0,1419.24,1.4192,1.0
22,ETR,Utilities,USD,"{'total_score': 0.7220792079207919, 'momentum_score': 0.592079207920792, 'fey_score': 0.9504950495049505, 'trend_score': 0.9603960396039604, 'risk_score': 0.396039603960396, 'liquidity_score': 0.5148514851485149}",0.022763912970873237,68.2563,-101.0,-6893.8863,6.8939,1.0
23,EXC,Utilities,USD,"{'total_score': 0.538490099009901, 'momentum_score': 0.3688118811881188, 'fey_score': 0.7524752475247525, 'trend_score': 0.5544554455445545, 'risk_score': 0.5412541254125413, 'liquidity_score': 0.5841584158415842}",0.016976173271676515,35.9646,612.0,22010.3352,22.0103,1.0
24,FE,Utilities,USD,"{'total_score': 0.674108910891089, 'momentum_score': 0.6693069306930692, 'fey_score': 0.7821782178217822, 'trend_score': 0.6039603960396039, 'risk_score': 0.7260726072607261, 'liquidity_score': 0.29207920792079206}",0.021251625046234807,39.0973,-63.0,-2463.1299,2.4631,1.0
25,GILD,Health Care,USD,"{'total_score': 0.6940594059405941, 'momentum_score': 0.5148514851485149, 'fey_score': 0.8613861386138614, 'trend_score': 0.9207920792079208, 'risk_score': 0.5478547854785478, 'liquidity_score': 0.6435643564356435}",0.0218805745133445,86.1788,8.0,689.4304,0.6894,1.0
26,GIS,Consumer Staples,USD,"{'total_score': 0.5621782178217822, 'momentum_score': 0.4683168316831683, 'fey_score': 0.7623762376237624, 'trend_score': 0.38613861386138615, 'risk_score': 0.7326732673267328, 'liquidity_score': 0.4108910891089109}",0.01772295322207847,63.141,-31.0,-1957.371,1.9574,1.0
27,HCA,Health Care,USD,"{'total_score': 0.7639356435643565, 'momentum_score': 0.8955445544554455, 'fey_score': 0.7425742574257426, 'trend_score': 0.8910891089108911, 'risk_score': 0.43234323432343236, 'liquidity_score': 0.43564356435643564}",0.024083458316881287,359.1598,5.0,1795.799,1.7958,1.0
28,IMB.L,Consumer Staples,GBp,"{'total_score': 0.5385643564356436, 'momentum_score': 0.6405940594059406, 'fey_score': 0.09405940594059406, 'trend_score': 0.8811881188118812, 'risk_score': 0.5544554455445545, 'liquidity_score': 0.6287128712871287}",0.016978514274655833,2356.8376,-42.0,-1282.2173,1.2822,77.2
29,INCY,Health Care,USD,"{'total_score': 0.5797029702970298, 'momentum_score': 0.49504950495049505, 'fey_score': 0.8415841584158416, 'trend_score': 0.6336633663366337, 'risk_score': 0.41914191419141916, 'liquidity_score': 0.12871287128712872}",0.018275429925197154,75.75,313.0,23709.75,23.7098,1.0
30,ISRG,Health Care,USD,"{'total_score': 0.5907920792079208, 'momentum_score': 0.7148514851485148, 'fey_score': 0.18811881188118812, 'trend_score': 0.9405940594059405, 'risk_score': 0.5643564356435644, 'liquidity_score': 0.4158415841584159}",0.018625019703441742,507.42,2.0,1014.84,1.0148,1.0
31,JNJ,Health Care,USD,"{'total_score': 0.6089851485148515, 'momentum_score': 0.5836633663366337, 'fey_score': 0.7227722772277227, 'trend_score': 0.43564356435643564, 'risk_score': 0.6534653465346535, 'liquidity_score': 0.7772277227722773}",0.019198565433374275,151.5124,26.0,3939.3224,3.9393,1.0
