,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.8191605998835179, 'momentum_score': 0.8693506115317414, 'fey_score': 0.8921568627450981, 'trend_score': 0.8529411764705882, 'risk_score': 0.5682068206820682, 'liquidity_score': 0.7205882352941176}",0.018893761342297827,127.3919,-18.0,-2293.0542,2.2931,1.0
1,ADM,Consumer Staples,USD,"{'total_score': 0.7615579499126384, 'momentum_score': 0.9092603377984858, 'fey_score': 0.7156862745098039, 'trend_score': 0.9313725490196079, 'risk_score': 0.3835501197178542, 'liquidity_score': 0.4117647058823529}",0.026563833910830434,85.9607,16.0,1375.3712,1.3754,1.0
2,AEE,,USD,,0.0,72.8936,-249.0,-18150.5064,18.1505,1.0
3,AEP,Utilities,USD,"{'total_score': 0.5857661133760435, 'momentum_score': 0.7458503203261502, 'fey_score': 0.696078431372549, 'trend_score': 0.37254901960784315, 'risk_score': 0.3510645182165275, 'liquidity_score': 0.47058823529411764}",0.020432054774162444,77.3544,-7.0,-541.4808,0.5415,1.0
4,AES,Utilities,USD,"{'total_score': 0.5974526790914386, 'momentum_score': 0.4505387303436226, 'fey_score': 0.8235294117647058, 'trend_score': 0.8823529411764706, 'risk_score': 0.27163010418688927, 'liquidity_score': 0.3333333333333333}",0.020839692814954187,22.3685,87.0,1946.0595,1.9461,1.0
5,AMGN,Health Care,USD,"{'total_score': 0.7799235585323239, 'momentum_score': 0.8082265579499126, 'fey_score': 0.8137254901960784, 'trend_score': 0.8725490196078431, 'risk_score': 0.6077460687245195, 'liquidity_score': 0.5588235294117647}",0.017988767504492707,241.0746,-9.0,-2169.6714,2.1697,1.0
6,AZN.L,Health Care,GBp,"{'total_score': 0.5420986216268686, 'momentum_score': 0.7565521258008153, 'fey_score': 0.10294117647058823, 'trend_score': 0.7156862745098039, 'risk_score': 0.5121012101210121, 'liquidity_score': 0.6323529411764706}",0.012503386982312245,10512.251,110.0,13285.2437,13.2852,87.03999999999999
7,BATS.L,Consumer Staples,GBp,"{'total_score': 0.6715492137449038, 'momentum_score': 1.0, 'fey_score': 0.10294117647058823, 'trend_score': 0.8137254901960784, 'risk_score': 0.6632692681032809, 'liquidity_score': 0.6715686274509803}",0.023424247332609123,3265.0688,90.0,3376.1051,3.3761,87.03999999999999
8,BDX,Health Care,USD,"{'total_score': 0.5177717918850708, 'momentum_score': 0.4515725101921957, 'fey_score': 0.7058823529411765, 'trend_score': 0.4215686274509804, 'risk_score': 0.5582734744062642, 'liquidity_score': 0.303921568627451}",0.011942293937283471,168.2539,75.0,12619.0425,12.619,1.0
9,BIIB,Health Care,USD,"{'total_score': 0.5693799747621822, 'momentum_score': 0.4286691904484566, 'fey_score': 0.5196078431372549, 'trend_score': 0.9901960784313726, 'risk_score': 0.4851808710282793, 'liquidity_score': 0.37254901960784315}",0.013132625467789767,278.37,50.0,13918.5,13.9185,1.0
10,BMY,Health Care,USD,"{'total_score': 0.8072085517375267, 'momentum_score': 0.7762813046010484, 'fey_score': 0.9509803921568627, 'trend_score': 0.8333333333333334, 'risk_score': 0.6207208956189737, 'liquidity_score': 0.7598039215686274}",0.01861808994739172,66.3383,-14.0,-928.7362,0.9287,1.0
11,CAG,Consumer Staples,USD,"{'total_score': 0.757870559114735, 'momentum_score': 0.7798922539312754, 'fey_score': 0.8627450980392157, 'trend_score': 0.8235294117647058, 'risk_score': 0.5840289911344075, 'liquidity_score': 0.3382352941176471}",0.026435214366210005,30.1677,240.0,7240.248,7.2402,1.0
12,CAH,Health Care,USD,"{'total_score': 0.8440283440108716, 'momentum_score': 0.9369831100757133, 'fey_score': 0.8529411764705882, 'trend_score': 1.0, 'risk_score': 0.5451368666278392, 'liquidity_score': 0.4215686274509804}",0.019467330460161112,70.4997,-89.0,-6274.4733,6.2745,1.0
13,CI,Health Care,USD,"{'total_score': 0.8717115608619685, 'momentum_score': 0.9121869539895165, 'fey_score': 0.8431372549019608, 'trend_score': 0.9705882352941176, 'risk_score': 0.8267650294441209, 'liquidity_score': 0.47058823529411764}",0.02010583784497195,301.0647,-18.0,-5419.1646,5.4192,1.0
14,CMS,,USD,,0.0,51.0116,-335.0,-17088.886,17.0889,1.0
15,CNC,Health Care,USD,"{'total_score': 0.6334949524364202, 'momentum_score': 0.7288293535235876, 'fey_score': 0.7647058823529411, 'trend_score': 0.5686274509803921, 'risk_score': 0.3086455704393969, 'liquidity_score': 0.5441176470588235}",0.01461142350423837,85.06,-61.0,-5188.66,5.1887,1.0
