,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.787175, 'momentum_score': 0.8554999999999999, 'fey_score': 0.85, 'trend_score': 0.85, 'risk_score': 0.45, 'liquidity_score': 0.755}",0.020104929337646855,126.8679,-9.0,-1141.8111,1.1418,1.0
1,ADM,Consumer Staples,USD,"{'total_score': 0.7247999999999999, 'momentum_score': 0.7779999999999999, 'fey_score': 0.75, 'trend_score': 0.97, 'risk_score': 0.29, 'liquidity_score': 0.55}",0.02517447125224834,79.7383,-30.0,-2392.149,2.3921,1.0
2,AEE,,USD,,0.0,83.4457,-262.0,-21862.7734,21.8628,1.0
3,AEP,Utilities,USD,"{'total_score': 0.678125, 'momentum_score': 0.7575, 'fey_score': 0.58, 'trend_score': 0.81, 'risk_score': 0.57, 'liquidity_score': 0.41000000000000003}",0.023553308937542643,88.9678,1.0,88.9678,0.089,1.0
4,AMGN,Health Care,USD,"{'total_score': 0.6440750000000001, 'momentum_score': 0.4945, 'fey_score': 0.81, 'trend_score': 0.62, 'risk_score': 0.7566666666666667, 'liquidity_score': 0.62}",0.016450068108292186,220.7922,1.0,220.7922,0.2208,1.0
5,ATO,Utilities,USD,"{'total_score': 0.539275, 'momentum_score': 0.5315, 'fey_score': 0.51, 'trend_score': 0.69, 'risk_score': 0.5733333333333334, 'liquidity_score': 0.035}",0.018730633256838058,106.3219,-33.0,-3508.6227,3.5086,1.0
6,AZN.L,Health Care,GBp,"{'total_score': 0.6480499999999999, 'momentum_score': 0.943, 'fey_score': 0.095, 'trend_score': 0.89, 'risk_score': 0.5466666666666667, 'liquidity_score': 0.685}",0.01655159203132981,,,,,79.5
7,BATS.L,Consumer Staples,GBp,"{'total_score': 0.598275, 'momentum_score': 0.7464999999999999, 'fey_score': 0.095, 'trend_score': 0.91, 'risk_score': 0.61, 'liquidity_score': 0.7949999999999999}",0.020779879674998454,,,,,79.5
8,BAYN.DE,Health Care,EUR,"{'total_score': 0.5399999999999999, 'momentum_score': 0.645, 'fey_score': 0.095, 'trend_score': 0.99, 'risk_score': 0.5, 'liquidity_score': 0.35}",0.013791929167376125,63.4972,-16.0,-1082.4155,1.0824,0.9301
9,BDX,,USD,,0.0,185.9464,-82.0,-15247.6048,15.2476,1.0
10,BMY,Health Care,USD,"{'total_score': 0.889925, 'momentum_score': 0.9105000000000001, 'fey_score': 0.97, 'trend_score': 0.93, 'risk_score': 0.6666666666666666, 'liquidity_score': 0.855}",0.0227292269708837,63.3736,9.0,570.3624,0.5704,1.0
11,CAH,Health Care,USD,"{'total_score': 0.54365, 'momentum_score': 0.374, 'fey_score': 0.92, 'trend_score': 0.5, 'risk_score': 0.4533333333333333, 'liquidity_score': 0.29500000000000004}",0.01388515239230376,50.3515,28.0,1409.842,1.4098,1.0
12,CI,Health Care,USD,"{'total_score': 0.6016250000000001, 'momentum_score': 0.3125, 'fey_score': 0.89, 'trend_score': 0.87, 'risk_score': 0.5033333333333333, 'liquidity_score': 0.40499999999999997}",0.015365869232079008,245.1481,-2.0,-490.2962,0.4903,1.0
13,CMS,,USD,,0.0,63.3237,-357.0,-22606.5609,22.6066,1.0
14,CNA.L,Utilities,GBp,"{'total_score': 0.6257999999999999, 'momentum_score': 0.848, 'fey_score': 0.095, 'trend_score': 0.95, 'risk_score': 0.45, 'liquidity_score': 0.9550000000000001}",0.02173590522855548,,,,,79.5
15,CNC,Health Care,USD,"{'total_score': 0.543175, 'momentum_score': 0.4705, 'fey_score': 0.76, 'trend_score': 0.58, 'risk_score': 0.3333333333333333, 'liquidity_score': 0.44999999999999996}",0.013873020602758385,82.56,-32.0,-2641.92,2.6419,1.0
