,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.8762623762376238, 'momentum_score': 0.9866336633663366, 'fey_score': 0.8514851485148515, 'trend_score': 0.9702970297029703, 'risk_score': 0.570957095709571, 'liquidity_score': 0.7673267326732673}",0.02231286714344542,138.7772,-32.0,-4440.8704,4.4409,1.0
1,ADM,Consumer Staples,USD,"{'total_score': 0.7810643564356435, 'momentum_score': 0.9381188118811881, 'fey_score': 0.6435643564356436, 'trend_score': 0.9900990099009901, 'risk_score': 0.42574257425742573, 'liquidity_score': 0.599009900990099}",0.026689116529043447,80.3949,37.0,2974.6113,2.9746,1.0
2,AEE,Utilities,USD,"{'total_score': 0.5351237623762376, 'momentum_score': 0.5975247524752475, 'fey_score': 0.4158415841584158, 'trend_score': 0.6138613861386139, 'risk_score': 0.6237623762376238, 'liquidity_score': 0.11386138613861385}",0.01828527999497355,83.694,247.0,20672.418,20.6724,1.0
3,AEP,Utilities,USD,"{'total_score': 0.6728217821782179, 'momentum_score': 0.7306930693069307, 'fey_score': 0.6138613861386139, 'trend_score': 0.7821782178217822, 'risk_score': 0.5577557755775578, 'liquidity_score': 0.47029702970297027}",0.02299044732981965,86.8901,34.0,2954.2634,2.9543,1.0
4,AMGN,Health Care,USD,"{'total_score': 0.5429950495049505, 'momentum_score': 0.2975247524752475, 'fey_score': 0.8415841584158416, 'trend_score': 0.5544554455445545, 'risk_score': 0.5907590759075908, 'liquidity_score': 0.5792079207920792}",0.013826653668703203,216.0241,72.0,15553.7352,15.5537,1.0
5,ATO,Utilities,USD,"{'total_score': 0.6404207920792079, 'momentum_score': 0.7272277227722772, 'fey_score': 0.48514851485148514, 'trend_score': 0.9108910891089109, 'risk_score': 0.5346534653465347, 'liquidity_score': 0.04455445544554455}",0.02188329938063512,108.011,30.0,3240.33,3.2403,1.0
6,AZN.L,Health Care,GBp,"{'total_score': 0.5450495049504951, 'momentum_score': 0.7376237623762376, 'fey_score': 0.0891089108910891, 'trend_score': 0.7722772277227723, 'risk_score': 0.49504950495049505, 'liquidity_score': 0.7178217821782178}",0.013878967670367167,10133.8135,118.0,15670.1611,15.6702,76.31
7,BATS.L,Consumer Staples,GBp,"{'total_score': 0.5282178217821781, 'momentum_score': 0.6683168316831682, 'fey_score': 0.0891089108910891, 'trend_score': 0.7227722772277227, 'risk_score': 0.570957095709571, 'liquidity_score': 0.8366336633663366}",0.01804930270099151,3229.1409,50.0,2115.8045,2.1158,76.31
8,BAX,,USD,,0.0,68.9633,-223.0,-15378.8159,15.3788,1.0
9,BDX,Health Care,USD,"{'total_score': 0.612079207920792, 'momentum_score': 0.6405940594059405, 'fey_score': 0.7326732673267327, 'trend_score': 0.5148514851485149, 'risk_score': 0.5544554455445544, 'liquidity_score': 0.3712871287128713}",0.015585790760801055,189.3401,93.0,17608.6293,17.6086,1.0
10,BMY,Health Care,USD,"{'total_score': 0.7818069306930693, 'momentum_score': 0.6856435643564356, 'fey_score': 0.9603960396039604, 'trend_score': 0.801980198019802, 'risk_score': 0.6534653465346535, 'liquidity_score': 0.8663366336633663}",0.019907683645256448,62.293,13.0,809.809,0.8098,1.0
11,CAH,,USD,,0.0,52.3841,-359.0,-18805.8919,18.8059,1.0
12,CHD,,USD,,0.0,96.0939,-184.0,-17681.2776,17.6813,1.0
