,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.8674019607843136, 'momentum_score': 0.9509803921568627, 'fey_score': 0.8823529411764706, 'trend_score': 0.9803921568627451, 'risk_score': 0.5098039215686274, 'liquidity_score': 0.8284313725490196}",0.02608104801742765,128.2161,-23.0,-2948.9703,2.949,1.0
1,ADM,Consumer Staples,USD,"{'total_score': 0.7626470588235295, 'momentum_score': 0.8764705882352941, 'fey_score': 0.7156862745098039, 'trend_score': 0.9705882352941176, 'risk_score': 0.43137254901960786, 'liquidity_score': 0.3627450980392157}",0.022931276917498696,71.3712,-23.0,-1641.5376,1.6415,1.0
2,AEE,,USD,,0.0,75.7436,-226.0,-17118.0536,17.1181,1.0
3,AEP,Utilities,USD,"{'total_score': 0.6612254901960785, 'momentum_score': 0.7519607843137255, 'fey_score': 0.6470588235294118, 'trend_score': 0.5490196078431373, 'risk_score': 0.6797385620915032, 'liquidity_score': 0.4901960784313726}",0.019881732506757933,78.7665,13.0,1023.9645,1.024,1.0
4,ATO,Utilities,USD,"{'total_score': 0.634264705882353, 'momentum_score': 0.7519607843137255, 'fey_score': 0.49019607843137253, 'trend_score': 0.8137254901960784, 'risk_score': 0.5424836601307189, 'liquidity_score': 0.08823529411764706}",0.019071075461853427,100.7244,-10.0,-1007.244,1.0072,1.0
5,BATS.L,Consumer Staples,GBp,"{'total_score': 0.5947549019607843, 'momentum_score': 0.6901960784313725, 'fey_score': 0.08823529411764706, 'trend_score': 0.9607843137254902, 'risk_score': 0.6535947712418301, 'liquidity_score': 0.8186274509803921}",0.01788309441059337,3265.97,43.0,1872.7392,1.8727,74.99
6,BAX,Health Care,USD,"{'total_score': 0.5475490196078432, 'momentum_score': 0.5049019607843137, 'fey_score': 0.5588235294117647, 'trend_score': 0.5980392156862745, 'risk_score': 0.5718954248366014, 'liquidity_score': 0.5147058823529411}",0.016463707621060576,77.8818,-3.0,-233.6454,0.2336,1.0
7,BMY,Health Care,USD,"{'total_score': 0.6350245098039214, 'momentum_score': 0.33676470588235297, 'fey_score': 0.9803921568627451, 'trend_score': 0.7549019607843137, 'risk_score': 0.5196078431372549, 'liquidity_score': 0.8627450980392157}",0.019093921251300734,57.697,34.0,1961.698,1.9617,1.0
8,CAH,Health Care,USD,"{'total_score': 0.5550490196078433, 'momentum_score': 0.3813725490196078, 'fey_score': 0.9313725490196079, 'trend_score': 0.5392156862745098, 'risk_score': 0.43790849673202614, 'liquidity_score': 0.303921568627451}",0.016689217671734015,48.9699,359.0,17580.1941,17.5802,1.0
9,CHD,Consumer Staples,USD,"{'total_score': 0.5382598039215686, 'momentum_score': 0.6387254901960784, 'fey_score': 0.23529411764705882, 'trend_score': 0.7450980392156863, 'risk_score': 0.6339869281045751, 'liquidity_score': 0.23529411764705882}",0.016184399421043476,92.4431,-16.0,-1479.0896,1.4791,1.0
10,CI,Health Care,USD,"{'total_score': 0.5895833333333333, 'momentum_score': 0.45343137254901955, 'fey_score': 0.9215686274509803, 'trend_score': 0.5588235294117647, 'risk_score': 0.4640522875816993, 'liquidity_score': 0.38235294117647056}",0.01772759565016169,222.7648,-8.0,-1782.1184,1.7821,1.0
11,CMS,Utilities,USD,"{'total_score': 0.5394607843137255, 'momentum_score': 0.622549019607843, 'fey_score': 0.43137254901960786, 'trend_score': 0.5196078431372549, 'risk_score': 0.6781045751633986, 'liquidity_score': 0.16176470588235295}",0.016220510507589225,56.9,301.0,17126.9,17.1269,1.0
12,CNA.L,Utilities,GBp,"{'total_score': 0.5923529411764705, 'momentum_score': 0.6833333333333332, 'fey_score': 0.08823529411764706, 'trend_score': 0.9901960784313726, 'risk_score': 0.5751633986928105, 'liquidity_score': 0.9362745098039216}",0.017810872237501878,73.233,-2176.0,-2125.0168,2.125,74.99
13,CNC,Health Care,USD,"{'total_score': 0.626764705882353, 'momentum_score': 0.542156862745098, 'fey_score': 0.7549019607843137, 'trend_score': 0.9215686274509803, 'risk_score': 0.30718954248366015, 'liquidity_score': 0.35784313725490197}",0.018845565411179994,84.68,-24.0,-2032.32,2.0323,1.0
14,CNP,Utilities,USD,"{'total_score': 0.7193137254901961, 'momentum_score': 0.9235294117647058, 'fey_score': 0.5294117647058824, 'trend_score': 0.6568627450980392, 'risk_score': 0.7516339869281046, 'liquidity_score': 0.3921568627450981}",0.021628329958052184,25.0299,11.0,275.3289,0.2753,1.0
15,COST,Consumer Staples,USD,"{'total_score': 0.540563725490196, 'momentum_score': 0.7279411764705882, 'fey_score': 0.19607843137254902, 'trend_score': 0.8235294117647058, 'risk_score': 0.2908496732026144, 'liquidity_score': 0.5686274509803921}",0.016253673750335318,503.4678,-1.0,-503.4678,0.5035,1.0
16,CVS,Health Care,USD,"{'total_score': 0.8241176470588234, 'momentum_score': 0.8833333333333332, 'fey_score': 0.8921568627450981, 'trend_score': 0.9411764705882353, 'risk_score': 0.45098039215686275, 'liquidity_score': 0.7205882352941176}",0.024779574979880963,90.8037,18.0,1634.4666,1.6345,1.0
17,D,Utilities,USD,"{'total_score': 0.6039705882352943, 'momentum_score': 0.5813725490196079, 'fey_score': 0.6176470588235294, 'trend_score': 0.5882352941176471, 'risk_score': 0.715686274509804, 'liquidity_score': 0.42156862745098034}",0.018160191727760733,65.8865,40.0,2635.46,2.6355,1.0
18,DTE,Utilities,USD,"{'total_score': 0.6298529411764705, 'momentum_score': 0.8205882352941175, 'fey_score': 0.5098039215686274, 'trend_score': 0.5784313725490197, 'risk_score': 0.630718954248366, 'liquidity_score': 0.09803921568627451}",0.01893842249086905,106.252,188.0,19975.376,19.9754,1.0
