,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.5753125, 'momentum_score': 0.5708333333333333, 'fey_score': 0.8125, 'trend_score': 0.4479166666666667, 'risk_score': 0.2916666666666667, 'liquidity_score': 0.78125}",0.01907674824857801,181.3422,4.0,725.3688,0.7254,1.0
1,ABT,Health Care,USD,"{'total_score': 0.6074479166666668, 'momentum_score': 0.665625, 'fey_score': 0.3125, 'trend_score': 0.8125, 'risk_score': 0.6631944444444445, 'liquidity_score': 0.6875}",0.020142324354804036,131.0332,4.0,524.1328,0.5241,1.0
2,AEE,Utilities,USD,"{'total_score': 0.7115364583333333, 'momentum_score': 0.9265625, 'fey_score': 0.5208333333333334, 'trend_score': 0.6875, 'risk_score': 0.7743055555555555, 'liquidity_score': 0.06770833333333333}",0.023593789262895935,94.5856,9.0,851.2704,0.8513,1.0
3,AEP,Utilities,USD,"{'total_score': 0.6350260416666667, 'momentum_score': 0.7005208333333333, 'fey_score': 0.6458333333333334, 'trend_score': 0.59375, 'risk_score': 0.5868055555555556, 'liquidity_score': 0.43229166666666663}",0.02105678553510659,100.3974,-19.0,-1907.5506,1.9076,1.0
4,AMGN,,USD,,0.0,283.243,-95.0,-26908.085,26.9081,1.0
5,ATO,Utilities,USD,"{'total_score': 0.7183333333333333, 'momentum_score': 0.9645833333333333, 'fey_score': 0.4166666666666667, 'trend_score': 0.8541666666666666, 'risk_score': 0.6736111111111112, 'liquidity_score': 0.09375}",0.023819166380987498,152.0872,214.0,32546.6608,32.5467,1.0
6,BATS.L,Consumer Staples,GBp,"{'total_score': 0.596328125, 'momentum_score': 0.8109375, 'fey_score': 0.08854166666666667, 'trend_score': 0.7916666666666666, 'risk_score': 0.5833333333333334, 'liquidity_score': 0.890625}",0.01977360393555078,3388.9377,-2.0,-91.8909,0.0919,73.76
7,BMY,Health Care,USD,"{'total_score': 0.594296875, 'momentum_score': 0.6421874999999999, 'fey_score': 0.9583333333333334, 'trend_score': 0.14583333333333334, 'risk_score': 0.40624999999999994, 'liquidity_score': 0.796875}",0.019706249854282036,45.8014,-6.0,-274.8084,0.2748,1.0
8,BN.PA,,EUR,,0.0,74.68,-301.0,-25745.8252,25.7458,0.8731
9,BSX,Health Care,USD,"{'total_score': 0.5933593749999999, 'momentum_score': 0.7161458333333334, 'fey_score': 0.20833333333333334, 'trend_score': 0.9479166666666666, 'risk_score': 0.4479166666666667, 'liquidity_score': 0.6770833333333334}",0.019675163355234924,103.1,30.0,3093.0,3.093,1.0
10,CAH,Health Care,USD,"{'total_score': 0.7955208333333333, 'momentum_score': 0.9604166666666666, 'fey_score': 0.5833333333333334, 'trend_score': 0.9791666666666666, 'risk_score': 0.6736111111111112, 'liquidity_score': 0.3333333333333333}",0.02637862146919976,153.7455,6.0,922.473,0.9225,1.0
11,CI,Health Care,USD,"{'total_score': 0.563515625, 'momentum_score': 0.4671875, 'fey_score': 0.8958333333333334, 'trend_score': 0.4375, 'risk_score': 0.47222222222222227, 'liquidity_score': 0.3541666666666667}",0.018685576468901843,306.6821,2.0,613.3642,0.6134,1.0
12,CMS,Utilities,USD,"{'total_score': 0.598203125, 'momentum_score': 0.7515624999999999, 'fey_score': 0.53125, 'trend_score': 0.5208333333333334, 'risk_score': 0.6041666666666666, 'liquidity_score': 0.15104166666666666}",0.019835776933645004,69.3559,-40.0,-2774.236,2.7742,1.0
13,CNA.L,Utilities,GBp,"{'total_score': 0.5617447916666667, 'momentum_score': 0.6578124999999999, 'fey_score': 0.08854166666666667, 'trend_score': 0.8645833333333334, 'risk_score': 0.59375, 'liquidity_score': 0.9479166666666667}",0.018626857526257302,163.9541,-259.0,-575.7065,0.5757,73.76
14,CNP,Utilities,USD,"{'total_score': 0.7299479166666666, 'momentum_score': 0.9062499999999999, 'fey_score': 0.40625, 'trend_score': 0.96875, 'risk_score': 0.6354166666666666, 'liquidity_score': 0.4427083333333333}",0.024204293563626723,36.8162,41.0,1509.4642,1.5095,1.0
15,COST,Consumer Staples,USD,"{'total_score': 0.5219010416666666, 'momentum_score': 0.6578125, 'fey_score': 0.1875, 'trend_score': 0.8333333333333334, 'risk_score': 0.3541666666666667, 'liquidity_score': 0.5}",0.017305681316755018,1051.2042,22.0,23126.4924,23.1265,1.0
16,CVS,Health Care,USD,"{'total_score': 0.682734375, 'momentum_score': 0.7088541666666667, 'fey_score': 0.9166666666666666, 'trend_score': 0.53125, 'risk_score': 0.4131944444444445, 'liquidity_score': 0.7447916666666667}",0.022638742931059646,61.8847,77.0,4765.1219,4.7651,1.0
17,D,Utilities,USD,"{'total_score': 0.5735677083333334, 'momentum_score': 0.6067708333333333, 'fey_score': 0.65625, 'trend_score': 0.5, 'risk_score': 0.46527777777777785, 'liquidity_score': 0.546875}",0.019018892819795886,54.8358,-41.0,-2248.2678,2.2483,1.0
18,DGX,Health Care,USD,"{'total_score': 0.6495572916666666, 'momentum_score': 0.7078125, 'fey_score': 0.6354166666666666, 'trend_score': 0.8229166666666666, 'risk_score': 0.48611111111111116, 'liquidity_score': 0.109375}",0.02153862627033683,170.5151,20.0,3410.302,3.4103,1.0
19,DTE,Utilities,USD,"{'total_score': 0.690703125, 'momentum_score': 0.8223958333333332, 'fey_score': 0.59375, 'trend_score': 0.78125, 'risk_score': 0.625, 'liquidity_score': 0.08854166666666667}",0.022902978172960102,131.1692,3.0,393.5076,0.3935,1.0
20,DUK,Utilities,USD,"{'total_score': 0.5892187499999999, 'momentum_score': 0.6291666666666667, 'fey_score': 0.5729166666666666, 'trend_score': 0.5625, 'risk_score': 0.5798611111111112, 'liquidity_score': 0.5260416666666666}",0.019537864651110175,113.7634,-11.0,-1251.3974,1.2514,1.0
21,ED,Utilities,USD,"{'total_score': 0.57875, 'momentum_score': 0.6, 'fey_score': 0.6041666666666666, 'trend_score': 0.6145833333333334, 'risk_score': 0.5034722222222222, 'liquidity_score': 0.38541666666666663}",0.019190732078417424,100.7564,-12.0,-1209.0768,1.2091,1.0
22,ES,Utilities,USD,"{'total_score': 0.6035677083333333, 'momentum_score': 0.5473958333333333, 'fey_score': 0.8333333333333334, 'trend_score': 0.6354166666666666, 'risk_score': 0.4479166666666667, 'liquidity_score': 0.1875}",0.020013660789303483,63.1336,433.0,27336.8488,27.3368,1.0
23,ETR,Utilities,USD,"{'total_score': 0.6891927083333332, 'momentum_score': 0.8463541666666665, 'fey_score': 0.4479166666666667, 'trend_score': 0.90625, 'risk_score': 0.5520833333333334, 'liquidity_score': 0.33854166666666663}",0.022852894368939752,81.3017,-2.0,-162.6034,0.1626,1.0
24,EVRG,Utilities,USD,"{'total_score': 0.725859375, 'momentum_score': 0.9057291666666667, 'fey_score': 0.6666666666666666, 'trend_score': 0.6666666666666666, 'risk_score': 0.6631944444444445, 'liquidity_score': 0.1875}",0.024068721887226818,64.2601,-4.0,-257.0404,0.257,1.0
25,EXC,Utilities,USD,"{'total_score': 0.6977864583333333, 'momentum_score': 0.7369791666666665, 'fey_score': 0.6770833333333334, 'trend_score': 0.7395833333333334, 'risk_score': 0.6111111111111112, 'liquidity_score': 0.6197916666666666}",0.023137853943538286,42.341,-16.0,-677.456,0.6775,1.0
26,FE,Utilities,USD,"{'total_score': 0.6107031249999999, 'momentum_score': 0.5640625, 'fey_score': 0.71875, 'trend_score': 0.625, 'risk_score': 0.6284722222222222, 'liquidity_score': 0.2864583333333333}",0.020250263587606503,40.0388,125.0,5004.85,5.0048,1.0
27,GILD,Health Care,USD,"{'total_score': 0.7302604166666666, 'momentum_score': 0.6697916666666666, 'fey_score': 0.8229166666666666, 'trend_score': 0.84375, 'risk_score': 0.5486111111111112, 'liquidity_score': 0.78125}",0.024214655729975762,106.4983,-41.0,-4366.4303,4.3664,1.0
28,HCA,Health Care,USD,"{'total_score': 0.6496875000000001, 'momentum_score': 0.5489583333333332, 'fey_score': 0.7604166666666666, 'trend_score': 0.8958333333333334, 'risk_score': 0.4756944444444444, 'liquidity_score': 0.33854166666666663}",0.021542943839648936,380.5014,-2.0,-761.0028,0.761,1.0
29,IMB.L,Consumer Staples,GBp,"{'total_score': 0.6054427083333334, 'momentum_score': 0.8317708333333333, 'fey_score': 0.08854166666666667, 'trend_score': 0.8854166666666666, 'risk_score': 0.5590277777777778, 'liquidity_score': 0.625}",0.020075833787397707,2827.9443,-18.0,-690.1166,0.6901,73.76
30,JNJ,Health Care,USD,"{'total_score': 0.5724739583333334, 'momentum_score': 0.5411458333333333, 'fey_score': 0.7291666666666666, 'trend_score': 0.40625, 'risk_score': 0.5277777777777778, 'liquidity_score': 0.8072916666666667}",0.018982625237574255,151.5221,-9.0,-1363.6989,1.3637,1.0
31,KMB,,USD,,0.0,133.56,-191.0,-25509.96,25.51,1.0
32,KO,Consumer Staples,USD,"{'total_score': 0.5874739583333333, 'momentum_score': 0.6494791666666666, 'fey_score': 0.3645833333333333, 'trend_score': 0.6770833333333334, 'risk_score': 0.6145833333333334, 'liquidity_score': 0.828125}",0.01948000922232805,69.1553,-11.0,-760.7083,0.7607,1.0
33,KR,Consumer Staples,USD,"{'total_score': 0.7227083333333333, 'momentum_score': 0.6802083333333334, 'fey_score': 0.78125, 'trend_score': 0.9166666666666666, 'risk_score': 0.4930555555555555, 'liquidity_score': 0.640625}",0.023964236709874024,66.0555,47.0,3104.6085,3.1046,1.0
34,LNT,Utilities,USD,"{'total_score': 0.6315624999999999, 'momentum_score': 0.8260416666666666, 'fey_score': 0.5416666666666666, 'trend_score': 0.5729166666666666, 'risk_score': 0.5729166666666666, 'liquidity_score': 0.13020833333333334}",0.020941938191404757,60.5062,473.0,28619.4326,28.6194,1.0
35,MDLZ,,USD,,0.0,64.8794,-340.0,-22058.996,22.059,1.0
36,MDT,Health Care,USD,"{'total_score': 0.49695312500000005, 'momentum_score': 0.3588541666666667, 'fey_score': 0.75, 'trend_score': 0.3645833333333333, 'risk_score': 0.5, 'liquidity_score': 0.71875}",0.01647843503655686,82.9051,-25.0,-2072.6275,2.0726,1.0
37,MKS.L,,GBp,,0.0,374.5869,-4919.0,-24980.9241,24.9809,73.76
38,MNST,Consumer Staples,USD,"{'total_score': 0.6295572916666667, 'momentum_score': 0.7161458333333334, 'fey_score': 0.22916666666666666, 'trend_score': 0.9583333333333334, 'risk_score': 0.6736111111111112, 'liquidity_score': 0.578125}",0.020875447623998438,63.99,27.0,1727.73,1.7277,1.0
39,MO,Consumer Staples,USD,"{'total_score': 0.8249218749999999, 'momentum_score': 0.8546875, 'fey_score': 0.8645833333333334, 'trend_score': 0.9270833333333334, 'risk_score': 0.6145833333333334, 'liquidity_score': 0.640625}",0.027353528619871698,56.4021,-20.0,-1128.042,1.128,1.0
