,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,ABBV,Health Care,USD,"{'total_score': 0.5183333333333333, 'momentum_score': 0.4523809523809524, 'fey_score': 0.8380952380952381, 'trend_score': 0.2857142857142857, 'risk_score': 0.36190476190476195, 'liquidity_score': 0.780952380952381}",0.010658558915833125,135.6377,87.0,11800.4799,11.8005,1.0
1,ABF.L,Consumer Staples,GBp,"{'total_score': 0.5985, 'momentum_score': 0.8195238095238095, 'fey_score': 0.1, 'trend_score': 0.8952380952380953, 'risk_score': 0.5619047619047619, 'liquidity_score': 0.4666666666666667}",0.02344169650850493,2004.2372,240.0,6155.0471,6.155,78.14999999999999
2,ABT,Health Care,USD,"{'total_score': 0.5582619047619047, 'momentum_score': 0.5719047619047619, 'fey_score': 0.34285714285714286, 'trend_score': 0.6571428571428571, 'risk_score': 0.707936507936508, 'liquidity_score': 0.6952380952380952}",0.01147961556727328,102.7704,124.0,12743.5296,12.7435,1.0
3,ADM,Consumer Staples,USD,"{'total_score': 0.6178571428571429, 'momentum_score': 0.5619047619047619, 'fey_score': 0.8285714285714286, 'trend_score': 0.6, 'risk_score': 0.48571428571428577, 'liquidity_score': 0.4238095238095238}",0.024199865711727844,77.2811,347.0,26816.5417,26.8165,1.0
4,AES,,USD,,0.0,18.6079,-939.0,-17472.8181,17.4728,1.0
5,ALGN,Health Care,USD,"{'total_score': 0.523142857142857, 'momentum_score': 0.6123809523809524, 'fey_score': 0.21904761904761905, 'trend_score': 0.9333333333333333, 'risk_score': 0.3523809523809524, 'liquidity_score': 0.29047619047619044}",0.010757457808850958,367.4,32.0,11756.8,11.7568,1.0
6,AMGN,Health Care,USD,"{'total_score': 0.5075238095238095, 'momentum_score': 0.3323809523809524, 'fey_score': 0.8571428571428571, 'trend_score': 0.29523809523809524, 'risk_score': 0.5904761904761905, 'liquidity_score': 0.5857142857142857}",0.010436281205783137,211.7176,54.0,11432.7504,11.4328,1.0
7,BDX,Health Care,USD,"{'total_score': 0.6391666666666667, 'momentum_score': 0.6928571428571428, 'fey_score': 0.6190476190476191, 'trend_score': 0.780952380952381, 'risk_score': 0.4444444444444444, 'liquidity_score': 0.38095238095238093}",0.013143271203286186,206.1467,-26.0,-5359.8142,5.3598,1.0
8,BIIB,Health Care,USD,"{'total_score': 0.549047619047619, 'momentum_score': 0.657142857142857, 'fey_score': 0.5428571428571428, 'trend_score': 0.3333333333333333, 'risk_score': 0.6444444444444445, 'liquidity_score': 0.4}",0.011290140955402473,271.56,-24.0,-6517.44,6.5174,1.0
9,BSX,Health Care,USD,"{'total_score': 0.6478095238095238, 'momentum_score': 0.8161904761904761, 'fey_score': 0.3238095238095238, 'trend_score': 0.8285714285714286, 'risk_score': 0.5365079365079365, 'liquidity_score': 0.7}",0.013320995451630119,50.62,-84.0,-4252.08,4.2521,1.0
10,CAG,,USD,,0.0,28.3831,-713.0,-20237.1503,20.2372,1.0
11,CAH,Health Care,USD,"{'total_score': 0.817047619047619, 'momentum_score': 0.98, 'fey_score': 0.7428571428571429, 'trend_score': 0.9619047619047619, 'risk_score': 0.5365079365079365, 'liquidity_score': 0.30952380952380953}",0.016801061449505262,89.0658,-11.0,-979.7238,0.9797,1.0
12,CCH.L,Consumer Staples,GBp,"{'total_score': 0.513547619047619, 'momentum_score': 0.6176190476190475, 'fey_score': 0.1, 'trend_score': 0.7714285714285715, 'risk_score': 0.6349206349206349, 'liquidity_score': 0.45714285714285713}",0.02011433154282304,2278.6279,-62.0,-1807.7406,1.8077,78.14999999999999
