,symbol,gics_sector,currency,scores,weight,exec_price,exec_shares,investment,fees,fx_rate
0,A,Health Care,USD,"{'total_score': 0.6212500000000001, 'momentum_score': 0.8134615384615385, 'fey_score': 0.2403846153846154, 'trend_score': 0.8846153846153846, 'risk_score': 0.5608974358974359, 'liquidity_score': 0.3076923076923077}",0.012905609875458171,125.5434,100.0,12554.34,12.5543,1.0
1,ABBV,Health Care,USD,"{'total_score': 0.807235576923077, 'momentum_score': 0.7947115384615384, 'fey_score': 0.9903846153846154, 'trend_score': 0.7788461538461539, 'risk_score': 0.576923076923077, 'liquidity_score': 0.7836538461538461}",0.016769203112047704,86.9354,188.0,16343.8552,16.3439,1.0
2,ABF.L,Consumer Staples,GBp,"{'total_score': 0.5350480769230769, 'momentum_score': 0.6990384615384615, 'fey_score': 0.09134615384615384, 'trend_score': 0.8461538461538461, 'risk_score': 0.5, 'liquidity_score': 0.46634615384615385}",0.01969380970799174,2459.4819,562.0,19232.3477,19.2323,71.87
3,ABT,Health Care,USD,"{'total_score': 0.6449278846153846, 'momentum_score': 0.8350961538461539, 'fey_score': 0.3269230769230769, 'trend_score': 0.8173076923076923, 'risk_score': 0.4807692307692308, 'liquidity_score': 0.7067307692307692}",0.013397485193803873,108.7139,120.0,13045.668,13.0457,1.0
4,ADM,Consumer Staples,USD,"{'total_score': 0.8194230769230768, 'momentum_score': 0.9586538461538461, 'fey_score': 0.7211538461538461, 'trend_score': 0.9423076923076923, 'risk_score': 0.6538461538461539, 'liquidity_score': 0.34134615384615385}",0.030160957198581296,50.012,589.0,29457.068,29.4571,1.0
5,AEP,Utilities,USD,"{'total_score': 0.5244951923076923, 'momentum_score': 0.47451923076923075, 'fey_score': 0.6153846153846154, 'trend_score': 0.40384615384615385, 'risk_score': 0.6602564102564102, 'liquidity_score': 0.4951923076923077}",0.019305383862821088,71.9472,262.0,18850.1664,18.8502,1.0
6,AES,Utilities,USD,"{'total_score': 0.8125240384615384, 'momentum_score': 0.9149038461538461, 'fey_score': 0.7115384615384616, 'trend_score': 0.9903846153846154, 'risk_score': 0.6089743589743589, 'liquidity_score': 0.5}",0.029907020484312555,22.6239,1292.0,29230.0788,29.2301,1.0
7,AMGN,Health Care,USD,"{'total_score': 0.6292788461538461, 'momentum_score': 0.6173076923076922, 'fey_score': 0.7692307692307693, 'trend_score': 0.5865384615384616, 'risk_score': 0.4871794871794872, 'liquidity_score': 0.6105769230769231}",0.013072398054470824,215.4166,59.0,12709.5794,12.7096,1.0
8,BMY,Health Care,USD,"{'total_score': 0.6529567307692307, 'momentum_score': 0.5620192307692307, 'fey_score': 0.9807692307692307, 'trend_score': 0.47115384615384615, 'risk_score': 0.5032051282051282, 'liquidity_score': 0.8269230769230769}",0.013564273372816522,51.6631,256.0,13225.7536,13.2258,1.0
9,CAG,Consumer Staples,USD,"{'total_score': 0.6176682692307693, 'momentum_score': 0.5889423076923077, 'fey_score': 0.7884615384615384, 'trend_score': 0.7115384615384616, 'risk_score': 0.3717948717948718, 'liquidity_score': 0.3269230769230769}",0.022734856700819834,29.578,751.0,22213.078,22.2131,1.0
10,CAH,Health Care,USD,"{'total_score': 0.6384134615384616, 'momentum_score': 0.5115384615384615, 'fey_score': 0.8942307692307693, 'trend_score': 0.8557692307692307, 'risk_score': 0.375, 'liquidity_score': 0.16826923076923078}",0.013262157060533125,53.9451,240.0,12946.824,12.9468,1.0
