rank,candidate_id,portfolio_name,config_path,covariance_method,risk_aversion,max_sector_weight,turnover_cap,target_snapshot_count,target_rows,diagnostic_rows,run_id,run_name,annualized_return,total_return,benchmark_total_return,annualized_volatility,sharpe_ratio,information_ratio,max_drawdown,tracking_error,beta,avg_monthly_turnover,avg_transaction_cost_bps,avg_holdings,avg_turnover,avg_gross_turnover,eligible,constraint_failures
1,fund_ra3_s30_t50,cw2_formal_20260420_fund_ra3_s30_t50,team_Pearson/coursework_two/config/experiments/formal/cw2_formal_20260420_fund_ra3_s30_t50.yaml,fundamental_factor,3.0,0.3,0.5,21,730,4127,6905e84b-9e16-4106-8c0f-cd9ecce56728,cw2_formal_20260420_20260429T031646Z_01_fund_ra3_s30_t50,11.939622,74.115402,67.755749,15.816019,0.582195,0.125923,17.130802,7.473937,0.955289,15.352812,4.097369,34.47457627118644,0.15352815254237287,0.27315793220338985,True,
